PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,Control_detected_n,Control_total_n,Control_detection_rate,Short_detected_n,Short_total_n,Short_detection_rate,Long_detected_n,Long_total_n,Long_detection_rate,In_detection_analysis_universe
P0C0L5,C4B_2,Complement C4-B,CO4B_HUMAN,0.7551053295591529,0.0016233766233766,192751.45,153,153,1.0,186,186,1.0,176,176,1.0,True
P0C0S5;Q71UI9,H2AZ1;H2AZ2,Histone H2A.Z;Histone H2A.V,H2AZ_HUMAN;H2AV_HUMAN,1.392638780273166,0.0073810825587752,13552.73;13508.68,81,153,0.5294117647058824,111,186,0.5967741935483871,98,176,0.5568181818181818,False
P0C7P3,SLFN14,Protein SLFN14,SLN14_HUMAN,1.081077323071157,0.0073810825587752,103907.41,33,153,0.21568627450980393,48,186,0.25806451612903225,49,176,0.2784090909090909,False
P0C7P4;P47985,UQCRFS1P1;UQCRFS1,"Putative cytochrome b-c1 complex subunit Rieske-like protein 1;Cytochrome b-c1 complex subunit Rieske, mitochondrial",UCRIL_HUMAN;UCRI_HUMAN,1.319967394112172,0.0073810825587752,30815.37;29667.99,14,153,0.0915032679738562,13,186,0.06989247311827956,12,176,0.06818181818181818,False
P0C875,FAM228B,Protein FAM228B,F228B_HUMAN,0.6533240293350384,0.0073810825587752,38069.72,27,153,0.17647058823529413,19,186,0.10215053763440861,14,176,0.07954545454545454,False
P0CG29;P0CG30,GSTT2;GSTT2B,Glutathione S-transferase theta-2;Glutathione S-transferase theta-2B,GST2_HUMAN;GSTT2_HUMAN,1.388441220839961,0.0073810825587752,27506.05;27507,5,153,0.032679738562091505,5,186,0.026881720430107527,6,176,0.03409090909090909,False
P0DJD7;P0DJD8;P0DJD9,PGA4;PGA3;PGA5,Pepsin A-4;Pepsin A-3;Pepsin A-5,PEPA4_HUMAN;PEPA3_HUMAN;PEPA5_HUMAN,0.7814771384236362,0.0073810825587752,41977.18;41976.24;41993.22,54,153,0.35294117647058826,65,186,0.34946236559139787,49,176,0.2784090909090909,False
P0DJI8,SAA1,Serum amyloid A-1 protein,SAA1_HUMAN,1.582202822655407,0.0040983606557377,13546.04,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DJI9,SAA2,Serum amyloid A-2 protein,SAA2_HUMAN,1.73930264936755,0.0016233766233766,13527.09,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DMM9;P0DMN0,SULT1A3;SULT1A4,Sulfotransferase 1A3;Sulfotransferase 1A4,ST1A3_HUMAN;ST1A4_HUMAN,1.393574300883727,0.0073810825587752,34196.18;34196.18,58,153,0.3790849673202614,71,186,0.3817204301075269,54,176,0.3068181818181818,False
P0DMV8;P0DMV9,HSPA1A;HSPA1B,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HS71A_HUMAN;HS71B_HUMAN,1.137152435606051,0.0040983606557377,70052.23;70052.23,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DOX2,,Immunoglobulin alpha-2 heavy chain,IGA2_HUMAN,1.062456470980938,0.0016233766233766,48934.17,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DOX3,,Immunoglobulin delta heavy chain,IGD_HUMAN,1.251089711256531,0.0040983606557377,56224.32,131,153,0.8562091503267973,172,186,0.9247311827956989,158,176,0.8977272727272727,True
P0DOX4,,Immunoglobulin epsilon heavy chain,IGE_HUMAN,1.46114083496896,0.0073810825587752,60322.73,89,153,0.5816993464052288,138,186,0.7419354838709677,113,176,0.6420454545454546,True
P0DOX5,,Immunoglobulin gamma-1 heavy chain,IGG1_HUMAN,1.030678570057415,0.0073810825587752,49328.8,116,153,0.7581699346405228,150,186,0.8064516129032258,131,176,0.7443181818181818,True
P0DOX7,,Immunoglobulin kappa light chain,IGK_HUMAN,0.7592295108182507,0.0016233766233766,23379.07,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DOX8,,Immunoglobulin lambda-1 light chain,IGL1_HUMAN,0.9599032129670426,0.0072727272727272,22830.17,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DOY2;P0DOY3,IGLC2;IGLC3,Immunoglobulin lambda constant 2;Immunoglobulin lambda constant 3,IGLC2_HUMAN;IGLC3_HUMAN,1.011713188361229,0.0073810825587752,11293.56;11265.55,150,153,0.9803921568627451,169,186,0.9086021505376344,163,176,0.9261363636363636,True
P0DP01,IGHV1-8,Immunoglobulin heavy variable 1-8,HV108_HUMAN,0.940988112496279,0.0040983606557377,12991.65,37,153,0.24183006535947713,61,186,0.3279569892473118,67,176,0.3806818181818182,False
P0DP02,IGHV3-30-3,Immunoglobulin heavy variable 3-30-3,HVC33_HUMAN,1.027205286227601,0.0072727272727272,12988.81,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DP08,IGHV4-38-2,Immunoglobulin heavy variable 4-38-2,HVD82_HUMAN,1.456367192701021,0.0073810825587752,13015.9,23,153,0.1503267973856209,39,186,0.20967741935483872,45,176,0.2556818181818182,False
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,Calmodulin-1;Calmodulin-2;Calmodulin-3,CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,1.036218145178257,0.0016233766233766,16837.58;16837.58;16837.58,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P0DPH7;P0DPH8,TUBA3C;TUBA3D,Tubulin alpha-3C chain;Tubulin alpha-3D chain,TBA3C_HUMAN;TBA3D_HUMAN,1.780902400203789,0.0016233766233766,49959.54;49959.54,153,153,1.0,186,186,1.0,176,176,1.0,True
P0DPI2,GATD3,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",GAL3A_HUMAN,1.262444384735399,0.0072727272727272,28170.43,24,153,0.1568627450980392,32,186,0.17204301075268819,31,176,0.17613636363636365,False
P0DTE1,IGHV3-38-3,Probable non-functional immunoglobulin heavy variable 3-38-3,HV383_HUMAN,4.015719924980014,0.0072727272727272,12671.5,92,153,0.6013071895424836,122,186,0.6559139784946236,118,176,0.6704545454545454,True
P0DTE2,IGHV8-51-1,Probable non-functional immunoglobulin heavy variable 8-51-1,HV511_HUMAN,1.279408590834657,0.0073810825587752,13081.04,5,153,0.032679738562091505,9,186,0.04838709677419355,7,176,0.03977272727272727,False
P0DTE7;P0DTE8;P0DUB6,AMY1B;AMY1C;AMY1A,Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A,AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN,3.452333594152477,0.0016233766233766,57767.82;57767.82;57767.82,72,153,0.47058823529411764,85,186,0.45698924731182794,84,176,0.4772727272727273,False
P10124,SRGN,Serglycin,SRGN_HUMAN,1.10701743931373,0.0016233766233766,17651.79,153,153,1.0,186,186,1.0,176,176,1.0,True
P10155,RO60,RNA-binding protein RO60,RO60_HUMAN,0.7948427981368703,0.0073810825587752,60670.61,52,153,0.33986928104575165,71,186,0.3817204301075269,71,176,0.4034090909090909,False
P10253,GAA,Lysosomal alpha-glucosidase,LYAG_HUMAN,1.545669093319193,0.0073810825587752,105323.78,72,153,0.47058823529411764,72,186,0.3870967741935484,52,176,0.29545454545454547,False
P10301,RRAS,Ras-related protein R-Ras,RRAS_HUMAN,0.8700106041039974,0.0040983606557377,23480.49,120,153,0.7843137254901961,141,186,0.7580645161290323,135,176,0.7670454545454546,True
P10321,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",HLAC_HUMAN,0.8231369357198828,0.0065597667638483,40648.53,136,153,0.8888888888888888,161,186,0.8655913978494624,151,176,0.8579545454545454,True
P10398,ARAF,Serine/threonine-protein kinase A-Raf,ARAF_HUMAN,0.6591798743391449,0.0075880758807588,67585.35,2,153,0.013071895424836602,1,186,0.005376344086021506,3,176,0.017045454545454544,False
P10412,H1-4,Histone H1.4,H14_HUMAN,2.52131329837506,0.0016233766233766,21865.27,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P10451,SPP1,Osteopontin,OSTP_HUMAN,0.5346903579158226,0.0040983606557377,35422.74,153,153,1.0,186,186,1.0,176,176,1.0,True
P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",ODP2_HUMAN,2.401847380282279,0.0073810825587752,68996.69,36,153,0.23529411764705882,44,186,0.23655913978494625,45,176,0.2556818181818182,False
P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F,PTPRF_HUMAN,0.5854535632240637,0.0016233766233766,212878.88,151,153,0.9869281045751634,186,186,1.0,175,176,0.9943181818181818,True
P10599,TXN,Thioredoxin,THIO_HUMAN,0.7583925313693869,0.0016233766233766,11737.49,151,153,0.9869281045751634,186,186,1.0,176,176,1.0,True
P10619,CTSA,Lysosomal protective protein,PPGB_HUMAN,1.02014280774122,0.0072727272727272,54466.07,112,153,0.7320261437908496,147,186,0.7903225806451613,134,176,0.7613636363636364,True
P10643,C7,Complement component C7,CO7_HUMAN,1.123981489636666,0.0040983606557377,93518.23,153,153,1.0,186,186,1.0,176,176,1.0,True
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,KAP0_HUMAN,1.678367671343433,0.0040983606557377,42981.69,137,153,0.8954248366013072,157,186,0.8440860215053764,153,176,0.8693181818181818,True
P10645,CHGA,Chromogranin-A,CMGA_HUMAN,0.8321906713355931,0.0016233766233766,50688.44,153,153,1.0,186,186,1.0,176,176,1.0,True
P10646,TFPI,Tissue factor pathway inhibitor,TFPI1_HUMAN,0.6165900159126749,0.0040983606557377,35015.1,153,153,1.0,186,186,1.0,176,176,1.0,True
P10721,KIT,Mast/stem cell growth factor receptor Kit,KIT_HUMAN,0.7940803352249991,0.0072727272727272,109864.56,115,153,0.7516339869281046,114,186,0.6129032258064516,114,176,0.6477272727272727,True
P10746,UROS,Uroporphyrinogen-III synthase,HEM4_HUMAN,0.5792637357016193,0.0073810825587752,28627.69,15,153,0.09803921568627451,20,186,0.10752688172043011,27,176,0.1534090909090909,False
P10768,ESD,S-formylglutathione hydrolase,ESTD_HUMAN,1.093375303775582,0.0040983606557377,31462.79,139,153,0.9084967320261438,167,186,0.8978494623655914,154,176,0.875,True
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,2.009743531841403,0.0016233766233766,61054.63,142,153,0.9281045751633987,170,186,0.9139784946236559,154,176,0.875,True
P10909,CLU,Clusterin,CLUS_HUMAN,0.5399160921345794,0.0016233766233766,52494.57,153,153,1.0,186,186,1.0,176,176,1.0,True
P10912,GHR,Growth hormone receptor,GHR_HUMAN,0.62496759839905,0.0073810825587752,71499.5,39,153,0.2549019607843137,55,186,0.2956989247311828,43,176,0.24431818181818182,False
P10916,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",MLRV_HUMAN,0.8343796290089073,0.0016233766233766,18789.29,45,153,0.29411764705882354,65,186,0.34946236559139787,59,176,0.3352272727272727,False
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,BIP_HUMAN,0.694593822189584,0.0016233766233766,72332.96,153,153,1.0,186,186,1.0,176,176,1.0,True
P11047,LAMC1,Laminin subunit gamma-1,LAMC1_HUMAN,0.6965810207336309,0.0016233766233766,177602.86,153,153,1.0,186,186,1.0,176,176,1.0,True
P11049,CD37,Leukocyte antigen CD37,CD37_HUMAN,0.6391089635913382,0.0073810825587752,31703.27,153,153,1.0,185,186,0.9946236559139785,175,176,0.9943181818181818,True
P11142,HSPA8,Heat shock cognate 71 kDa protein,HSP7C_HUMAN,0.9249299015804112,0.0016233766233766,70898.09,153,153,1.0,186,186,1.0,176,176,1.0,True
P11150,LIPC,Hepatic triacylglycerol lipase,LIPC_HUMAN,0.5303877298933863,0.0016233766233766,55914.49,147,153,0.9607843137254902,177,186,0.9516129032258065,169,176,0.9602272727272727,True
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",GTR1_HUMAN,1.019281469948837,0.0016233766233766,54083.77,152,153,0.9934640522875817,186,186,1.0,174,176,0.9886363636363636,True
P11169,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3",GTR3_HUMAN,1.75637318293264,0.0016233766233766,53924.27,106,153,0.6928104575163399,133,186,0.7150537634408602,129,176,0.7329545454545454,True
P11171,EPB41,Protein 4.1,EPB41_HUMAN,1.233120942125246,0.0016233766233766,97016.88,152,153,0.9934640522875817,186,186,1.0,174,176,0.9886363636363636,True
P11172,UMPS,Uridine 5'-monophosphate synthase,UMPS_HUMAN,3.146378556786882,0.0073810825587752,52221.56,54,153,0.35294117647058826,62,186,0.3333333333333333,60,176,0.3409090909090909,False
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_HUMAN,1.626922728427108,0.0072727272727272,39233.39,22,153,0.1437908496732026,28,186,0.15053763440860216,32,176,0.18181818181818182,False
P11182,DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",ODB2_HUMAN,2.102599471506707,0.0073810825587752,53517.09,15,153,0.09803921568627451,17,186,0.0913978494623656,13,176,0.07386363636363637,False
P11215,ITGAM,Integrin alpha-M,ITAM_HUMAN,0.6237047604680207,0.0016233766233766,127178.5,153,153,1.0,186,186,1.0,176,176,1.0,True
P11216,PYGB,"Glycogen phosphorylase, brain form",PYGB_HUMAN,3.326298400488217,0.0073810825587752,96695.95,104,153,0.6797385620915033,131,186,0.7043010752688172,118,176,0.6704545454545454,True
P11217,PYGM,"Glycogen phosphorylase, muscle form",PYGM_HUMAN,3.072813525128695,0.0040983606557377,97092.05,125,153,0.8169934640522876,157,186,0.8440860215053764,144,176,0.8181818181818182,True
P11226,MBL2,Mannose-binding protein C,MBL2_HUMAN,1.69949859761368,0.0058910162002945,26143.53,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P11233,RALA,Ras-related protein Ral-A,RALA_HUMAN,0.7216274985127166,0.0016233766233766,23566.79,97,153,0.6339869281045751,132,186,0.7096774193548387,114,176,0.6477272727272727,True
P11234,RALB,Ras-related protein Ral-B,RALB_HUMAN,1.045815456392811,0.0016233766233766,23408.55,151,153,0.9869281045751634,184,186,0.989247311827957,174,176,0.9886363636363636,True
P11245,NAT2,Arylamine N-acetyltransferase 2,ARY2_HUMAN,1.138295032936924,0.0040983606557377,33570.5,45,153,0.29411764705882354,59,186,0.3172043010752688,46,176,0.26136363636363635,False
P11277,SPTB,"Spectrin beta chain, erythrocytic",SPTB1_HUMAN,1.370020276965011,0.0016233766233766,246468.1,153,153,1.0,186,186,1.0,176,176,1.0,True
P11279,LAMP1,Lysosome-associated membrane glycoprotein 1,LAMP1_HUMAN,0.6965875334621098,0.0072727272727272,44882.35,132,153,0.8627450980392157,167,186,0.8978494623655914,152,176,0.8636363636363636,True
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_HUMAN,1.348766287917264,0.0072727272727272,46588.32,36,153,0.23529411764705882,52,186,0.27956989247311825,60,176,0.3409090909090909,False
P11362,FGFR1,Fibroblast growth factor receptor 1,FGFR1_HUMAN,0.6031008323747915,0.0040983606557377,91867.74,148,153,0.9673202614379085,182,186,0.978494623655914,171,176,0.9715909090909091,True
P11387,TOP1,DNA topoisomerase 1,TOP1_HUMAN,1.767781666468131,0.0073810825587752,90725.72,44,153,0.2875816993464052,70,186,0.3763440860215054,52,176,0.29545454545454547,False
P11388,TOP2A,DNA topoisomerase 2-alpha,TOP2A_HUMAN,1.544656053033603,0.0073810825587752,174385.11,8,153,0.05228758169934641,14,186,0.07526881720430108,11,176,0.0625,False
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,G6PD_HUMAN,2.036796944735962,0.0016233766233766,59256.75,145,153,0.9477124183006536,169,186,0.9086021505376344,160,176,0.9090909090909091,True
P11441,UBL4A,Ubiquitin-like protein 4A,UBL4A_HUMAN,1.412500794314484,0.0080321285140562,17776.5,17,153,0.1111111111111111,15,186,0.08064516129032258,10,176,0.056818181818181816,False
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",C1TC_HUMAN,1.008425840164419,0.0040983606557377,101531.2,151,153,0.9869281045751634,180,186,0.967741935483871,171,176,0.9715909090909091,True
P11597,CETP,Cholesteryl ester transfer protein,CETP_HUMAN,0.7100389536892849,0.0016233766233766,54756.21,153,153,1.0,186,186,1.0,176,176,1.0,True
P11678,EPX,Eosinophil peroxidase,PERE_HUMAN,1.609703683867649,0.0073810825587752,81040.47,74,153,0.48366013071895425,83,186,0.44623655913978494,83,176,0.4715909090909091,False
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor,MPRI_HUMAN,0.5682214009255889,0.0073810825587752,274374.82,113,153,0.738562091503268,147,186,0.7903225806451613,131,176,0.7443181818181818,True
P11766,ADH5,Alcohol dehydrogenase class-3,ADHX_HUMAN,2.041248559551202,0.0073810825587752,39724.22,116,153,0.7581699346405228,155,186,0.8333333333333334,126,176,0.7159090909090909,True
P11836,MS4A1,B-lymphocyte antigen CD20,CD20_HUMAN,0.6034513143862033,0.0073810825587752,33077.31,121,153,0.7908496732026143,147,186,0.7903225806451613,116,176,0.6590909090909091,True
P11908,PRPS2,Ribose-phosphate pyrophosphokinase 2,PRPS2_HUMAN,1.839570278401906,0.0073810825587752,34769.12,62,153,0.40522875816993464,69,186,0.3709677419354839,59,176,0.3352272727272727,False
P11940,PABPC1,Polyadenylate-binding protein 1,PABP1_HUMAN,1.410241279649917,0.0040983606557377,70670.84,122,153,0.7973856209150327,163,186,0.8763440860215054,136,176,0.7727272727272727,True
P12004,PCNA,DNA sliding clamp PCNA,PCNA_HUMAN,1.628106988100271,0.0073810825587752,28768.77,25,153,0.16339869281045752,25,186,0.13440860215053763,21,176,0.11931818181818182,False
P12035,KRT3,"Keratin, type II cytoskeletal 3",K2C3_HUMAN,3.236867329766913,0.0073810825587752,64416.99,56,153,0.3660130718954248,56,186,0.3010752688172043,55,176,0.3125,False
P12081,HARS1,"Histidine--tRNA ligase, cytoplasmic",HARS1_HUMAN,1.576377403363012,0.0073810825587752,57410.5,88,153,0.5751633986928104,118,186,0.6344086021505376,95,176,0.5397727272727273,True
P12109,COL6A1,Collagen alpha-1(VI) chain,CO6A1_HUMAN,0.5318977753466564,0.0016233766233766,108529.39,153,153,1.0,186,186,1.0,176,176,1.0,True
P12110,COL6A2,Collagen alpha-2(VI) chain,CO6A2_HUMAN,0.6313969946574433,0.0016233766233766,108579.43,152,153,0.9934640522875817,186,186,1.0,176,176,1.0,True
P12111,COL6A3,Collagen alpha-3(VI) chain,CO6A3_HUMAN,0.4623693802992389,0.0016233766233766,343669.37,153,153,1.0,186,186,1.0,176,176,1.0,True
P12235,SLC25A4,ADP/ATP translocase 1,ADT1_HUMAN,2.83853602279975,0.0073810825587752,33064.49,33,153,0.21568627450980393,26,186,0.13978494623655913,33,176,0.1875,False
P12236,SLC25A6,ADP/ATP translocase 3,ADT3_HUMAN,1.885016873086447,0.0040983606557377,32866.26,90,153,0.5882352941176471,110,186,0.5913978494623656,95,176,0.5397727272727273,False
P12259,F5,Coagulation factor V,FA5_HUMAN,0.3886512121428182,0.0016233766233766,251703.42,153,153,1.0,186,186,1.0,176,176,1.0,True
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,IMDH2_HUMAN,0.8318467191029639,0.0073810825587752,55804.98,40,153,0.26143790849673204,46,186,0.24731182795698925,52,176,0.29545454545454547,False
P12270,TPR,Nucleoprotein TPR,TPR_HUMAN,1.438902077190329,0.0073810825587752,267292.74,34,153,0.2222222222222222,39,186,0.20967741935483872,37,176,0.21022727272727273,False
P12273,PIP,Prolactin-inducible protein,PIP_HUMAN,1.471528150406664,0.0040983606557377,16572.47,142,153,0.9281045751633987,174,186,0.9354838709677419,161,176,0.9147727272727273,True
P12277,CKB,Creatine kinase B-type,KCRB_HUMAN,2.105802325149898,0.0073810825587752,42644.28,96,153,0.6274509803921569,104,186,0.5591397849462365,105,176,0.5965909090909091,True
P12318;P31995,FCGR2A;FCGR2C,Low affinity immunoglobulin gamma Fc region receptor II-a;Low affinity immunoglobulin gamma Fc region receptor II-c,FCG2A_HUMAN;FCG2C_HUMAN,0.7907067686461057,0.0040983606557377,35000.68;35578.23,70,153,0.45751633986928103,101,186,0.543010752688172,85,176,0.48295454545454547,False
P12429,ANXA3,Annexin A3,ANXA3_HUMAN,1.884262441087156,0.0040983606557377,36375.27,115,153,0.7516339869281046,141,186,0.7580645161290323,121,176,0.6875,True
P12544,GZMA,Granzyme A,GRAA_HUMAN,2.65740222479738,0.0073810825587752,28998.8,3,153,0.0196078431372549,5,186,0.026881720430107527,1,176,0.005681818181818182,False
P12814,ACTN1,Alpha-actinin-1,ACTN1_HUMAN,2.400003225185858,0.0016233766233766,103057.55,153,153,1.0,186,186,1.0,176,176,1.0,True
P12821,ACE,Angiotensin-converting enzyme,ACE_HUMAN,0.6375249833747811,0.0030581039755351,149714.85,152,153,0.9934640522875817,186,186,1.0,175,176,0.9943181818181818,True
P12829,MYL4,Myosin light chain 4,MYL4_HUMAN,1.481851147501172,0.0073810825587752,21564.6,63,153,0.4117647058823529,62,186,0.3333333333333333,66,176,0.375,False
P12830,CDH1,Cadherin-1,CADH1_HUMAN,0.6722920200651833,0.0016233766233766,97456.15,153,153,1.0,186,186,1.0,176,176,1.0,True
P12872,MLN,Promotilin,MOTI_HUMAN,0.654666843032114,0.0073810825587752,12919.96,34,153,0.2222222222222222,49,186,0.26344086021505375,36,176,0.20454545454545456,False
P12882,MYH1,Myosin-1,MYH1_HUMAN,1.56907638183399,0.0040983606557377,223145.43,81,153,0.5294117647058824,85,186,0.45698924731182794,94,176,0.5340909090909091,False
P12883,MYH7,Myosin-7,MYH7_HUMAN,1.045026529530102,0.0073810825587752,223097.29,54,153,0.35294117647058826,55,186,0.2956989247311828,66,176,0.375,False
P12931,SRC,Proto-oncogene tyrosine-protein kinase Src,SRC_HUMAN,2.21252715276074,0.0016233766233766,59834.76,124,153,0.8104575163398693,160,186,0.8602150537634409,134,176,0.7613636363636364,True
P12955,PEPD,Xaa-Pro dipeptidase,PEPD_HUMAN,3.529802047694135,0.0073810825587752,54548.17,108,153,0.7058823529411765,140,186,0.7526881720430108,125,176,0.7102272727272727,True
P12956,XRCC6,DNA repair protein Ku70,XRCC6_HUMAN,1.765071534711562,0.0073810825587752,69843.06,90,153,0.5882352941176471,104,186,0.5591397849462365,98,176,0.5568181818181818,False
P13010,XRCC5,DNA repair protein Ku80,XRCC5_HUMAN,2.700662773685049,0.0073810825587752,82704.54,62,153,0.40522875816993464,76,186,0.40860215053763443,73,176,0.4147727272727273,False
P13073,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX41_HUMAN,1.320257850395858,0.0073810825587752,19576.7,40,153,0.26143790849673204,50,186,0.26881720430107525,46,176,0.26136363636363635,False
P13224,GP1BB,Platelet glycoprotein Ib beta chain,GP1BB_HUMAN,1.445263652350465,0.0040983606557377,21717.71,152,153,0.9934640522875817,184,186,0.989247311827957,176,176,1.0,True
P13473,LAMP2,Lysosome-associated membrane glycoprotein 2,LAMP2_HUMAN,1.078445231003489,0.0073810825587752,44960.73,128,153,0.8366013071895425,155,186,0.8333333333333334,147,176,0.8352272727272727,True
P13489,RNH1,Ribonuclease inhibitor,RINI_HUMAN,0.9929745281883332,0.0016233766233766,49973.46,136,153,0.8888888888888888,171,186,0.9193548387096774,151,176,0.8579545454545454,True
P13497,BMP1,Bone morphogenetic protein 1,BMP1_HUMAN,0.5052144469257078,0.0016233766233766,111248.7,153,153,1.0,186,186,1.0,176,176,1.0,True
P13498,CYBA,Cytochrome b-245 light chain,CY24A_HUMAN,1.071300967248733,0.0073810825587752,21012.51,47,153,0.30718954248366015,53,186,0.2849462365591398,63,176,0.35795454545454547,False
P13501,CCL5,C-C motif chemokine 5,CCL5_HUMAN,1.55482043135408,0.0040983606557377,9989.66,61,153,0.39869281045751637,88,186,0.4731182795698925,67,176,0.3806818181818182,False
P13521,SCG2,Secretogranin-2,SCG2_HUMAN,0.6361469820454813,0.0072727272727272,70940.72,29,153,0.1895424836601307,46,186,0.24731182795698925,32,176,0.18181818181818182,False
P13535,MYH8,Myosin-8,MYH8_HUMAN,0.812873024033633,0.0097163865546218,222762.51,14,153,0.0915032679738562,7,186,0.03763440860215054,17,176,0.09659090909090909,False
P13569,CFTR,Cystic fibrosis transmembrane conductance regulator,CFTR_HUMAN,0.9304236418756484,0.0073810825587752,168141.57,93,153,0.6078431372549019,102,186,0.5483870967741935,88,176,0.5,True
P13591,NCAM1,Neural cell adhesion molecule 1,NCAM1_HUMAN,0.5592610956424189,0.0016233766233766,94574.16,153,153,1.0,186,186,1.0,176,176,1.0,True
P13598,ICAM2,Intercellular adhesion molecule 2,ICAM2_HUMAN,0.6603407436027372,0.0040983606557377,30654.31,153,153,1.0,185,186,0.9946236559139785,173,176,0.9829545454545454,True
P13611,VCAN,Versican core protein,CSPG2_HUMAN,0.5233948963927666,0.0016233766233766,372820.05,153,153,1.0,186,186,1.0,176,176,1.0,True
P13612,ITGA4,Integrin alpha-4,ITA4_HUMAN,0.7105686541132343,0.0016233766233766,114899.65,151,153,0.9869281045751634,181,186,0.9731182795698925,172,176,0.9772727272727273,True
P13639,EEF2,Elongation factor 2,EF2_HUMAN,1.190755241182584,0.0072727272727272,95338.14,152,153,0.9934640522875817,185,186,0.9946236559139785,173,176,0.9829545454545454,True
P13645,KRT10,"Keratin, type I cytoskeletal 10",K1C10_HUMAN,0.8959937328400402,0.0016233766233766,58827.09,153,153,1.0,186,186,1.0,176,176,1.0,True
P13646,KRT13,"Keratin, type I cytoskeletal 13",K1C13_HUMAN,0.8878065121565143,0.0040983606557377,49588.21,153,153,1.0,186,186,1.0,176,176,1.0,True
P13647,KRT5,"Keratin, type II cytoskeletal 5",K2C5_HUMAN,1.030280817512252,0.0016233766233766,62378.34,153,153,1.0,186,186,1.0,176,176,1.0,True
P13667,PDIA4,Protein disulfide-isomerase A4,PDIA4_HUMAN,0.8623433538075647,0.0016233766233766,72932.49,152,153,0.9934640522875817,186,186,1.0,172,176,0.9772727272727273,True
P13671,C6,Complement component C6,CO6_HUMAN,0.8824363578298386,0.0040983606557377,104786.06,153,153,1.0,186,186,1.0,176,176,1.0,True
P13686,ACP5,Tartrate-resistant acid phosphatase type 5,PPA5_HUMAN,0.6107391541433798,0.0072727272727272,36598.77,134,153,0.8758169934640523,161,186,0.8655913978494624,133,176,0.7556818181818182,True
P13693,TPT1,Translationally-controlled tumor protein,TCTP_HUMAN,1.408917321542282,0.0072727272727272,19595.33,84,153,0.5490196078431373,99,186,0.532258064516129,83,176,0.4715909090909091,False
P13716,ALAD,Delta-aminolevulinic acid dehydratase,HEM2_HUMAN,0.8328362477664263,0.0072727272727272,36294.87,97,153,0.6339869281045751,117,186,0.6290322580645161,101,176,0.5738636363636364,True
P13727,PRG2,Bone marrow proteoglycan,PRG2_HUMAN,0.715354582958862,0.0072727272727272,25205.55,153,153,1.0,186,186,1.0,176,176,1.0,True
P13747,HLA-E,"HLA class I histocompatibility antigen, alpha chain E",HLAE_HUMAN,0.8524512597203643,0.0073810825587752,40057.56,59,153,0.38562091503267976,77,186,0.41397849462365593,64,176,0.36363636363636365,False
P13796,LCP1,Plastin-2,PLSL_HUMAN,0.867442120474967,0.0016233766233766,70288.39,153,153,1.0,186,186,1.0,176,176,1.0,True
P13797,PLS3,Plastin-3,PLST_HUMAN,0.8995695362523315,0.0030581039755351,70811.02,108,153,0.7058823529411765,134,186,0.7204301075268817,124,176,0.7045454545454546,True
