Sheet1_position,Sheet1_raw_header,Resolution_method,metadata_index,metadata_excel_row,UniqueSampleID,进样时间,sample,condition,group,TREAT1,TREAT1_clean,TREAT2,Tube_Mixing,WoleBlood_oldTime,Plasma_HoldTime_h,Note,detected_protein_groups,missing_pct,missing_protein_groups,median_observed_abundance,total_observed_abundance,mean_observed_abundance,q25_observed_abundance,q75_observed_abundance,MS_batch_proxy,overall
91,20250914__F128,P1_UNIQUE_NAME,40,42,20250914_FJ_FQ_F128,20250914,F128,high_temperature,FJ_FQ,low,low,low_sound,Insufficient,2,Unknown,,2014,47.23604925334032,1803,312.0392303466797,20363730.27770567,10111.087526169647,125.94145393371585,1514.1247863769536,20250914,Overall
92,20250914__F129,P1_UNIQUE_NAME,41,43,20250914_FJ_FQ_F129,20250914,F129,high_temperature,FJ_FQ,high,high,low_sound,Insufficient,2,Unknown,,1666,56.3531569295258,2151,314.35389709472656,17999329.28028345,10803.9191358244,109.53067779541013,1444.713500976562,20250914,Overall
93,20250914__F131,P1_UNIQUE_NAME,42,44,20250914_FJ_FQ_F131,20250914,F131,high_temperature,FJ_FQ,contrl,control,low_sound,Insufficient,2,Unknown,,1863,51.19203563007597,1954,313.6508178710937,17056500.771000147,9155.394938808453,105.531925201416,1438.802551269531,20250914,Overall
94,20250914__F135,P1_UNIQUE_NAME,43,45,20250914_FJ_FQ_F135,20250914,F135,high_temperature,FJ_FQ,high,high,low_sound,Insufficient,2,Unknown,,1851,51.50641865339272,1966,397.2348937988281,20235751.55159855,10932.33471183066,153.28636932373047,1780.7634887695315,20250914,Overall
95,20250914__F137,P1_UNIQUE_NAME,44,46,20250914_FJ_FQ_F137,20250914,F137,high_temperature,FJ_FQ,contrl,control,low_sound,Insufficient,2,Unknown,,2302,39.69085669373854,1515,316.5674591064453,20692018.04350394,8988.713311687203,114.7972278594971,1284.3292846679688,20250914,Overall
96,20250914__P2_,P1_UNIQUE_NAME,70,72,20250914_FJ_PT_P2,20250914,P2,high_temperature,FJ_PT,contrl,control,low_sound,Normal,>6,Unknown,,2717,28.818443804034583,1100,309.5328369140625,20670053.886033297,7607.675335308538,128.4522247314453,1071.11669921875,20250914,Overall
97,20250914__P3,P1_UNIQUE_NAME,71,73,20250914_FJ_PT_P3,20250914,P3,high_temperature,FJ_PT,contrl,control,low_sound,Normal,>6,Unknown,,2830,25.85800366780194,987,307.6888732910156,21872551.09031248,7728.816639686389,133.07013320922852,1110.5394592285156,20250914,Overall
98,20250914__P4,P1_UNIQUE_NAME,72,74,20250914_FJ_PT_P4,20250914,P4,high_temperature,FJ_PT,low,low,low_sound,Normal,>6,Unknown,,3106,18.627194131516895,711,320.0794677734375,19267777.00195515,6203.405345124002,135.48848342895508,1087.9796142578125,20250914,Overall
99,20250914__P6,P1_UNIQUE_NAME,73,75,20250914_FJ_PT_P6,20250914,P6,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2898,24.076499869007076,919,237.50408172607428,18105868.844947815,6247.711816752179,101.74689865112308,891.5974578857422,20250914,Overall
100,20250914__P7,P1_UNIQUE_NAME,74,76,20250914_FJ_PT_P7,20250914,P7,high_temperature,FJ_PT,contrl,control,low_sound,Normal,>6,Unknown,,3059,19.858527639507468,758,356.9114990234375,31080985.66989088,10160.505286005518,143.76113891601562,1298.292602539063,20250914,Overall
101,20250914__P8,P1_UNIQUE_NAME,75,77,20250914_FJ_PT_P8,20250914,P8,high_temperature,FJ_PT,low,low,high_sound,Normal,>6,Unknown,,2785,27.03694000523972,1032,293.8337097167969,21040445.525553703,7554.917603430414,115.9825286865234,1114.821899414062,20250914,Overall
102,20250914__P9,P1_UNIQUE_NAME,76,78,20250914_FJ_PT_P9,20250914,P9,high_temperature,FJ_PT,low,low,high_sound,Normal,>6,Unknown,,2866,24.914854597851715,951,277.65602111816406,20738264.424462795,7235.961069247312,111.89923095703122,984.7637481689453,20250914,Overall
103,20250914__P10,P1_UNIQUE_NAME,77,79,20250914_FJ_PT_P10,20250914,P10,high_temperature,FJ_PT,low,low,low_sound,Normal,>6,Unknown,,2723,28.66125229237621,1094,268.1699829101562,18777995.962249756,6896.069027634871,111.57535552978516,1031.800598144531,20250914,Overall
104,20250914__P11,P1_UNIQUE_NAME,78,80,20250914_FJ_PT_P11,20250914,P11,high_temperature,FJ_PT,high,high,low_sound,Normal,>6,Unknown,hemolysis observed,2938,23.02855645795127,879,418.6925354003906,25855312.930699587,8800.31073202845,155.63095855712888,1491.0341491699223,20250914,Overall
105,20250914__P13,P1_UNIQUE_NAME,79,81,20250914_FJ_PT_P13,20250914,P13,high_temperature,FJ_PT,low,low,low_sound,Normal,>6,Unknown,,2525,33.84857217710244,1292,306.7705688476562,21233627.66163647,8409.357489757018,116.3271102905273,1211.782470703125,20250914,Overall
106,20250914__P15,P1_UNIQUE_NAME,80,82,20250914_FJ_PT_P15,20250914,P15,high_temperature,FJ_PT,low,low,low_sound,Normal,>6,Unknown,,2659,30.337961750065496,1158,323.3086547851562,24620310.795449495,9259.236854249528,130.70213317871094,1248.878662109375,20250914,Overall
107,20250914__P17,P1_UNIQUE_NAME,81,83,20250914_FJ_PT_P17,20250914,P17,high_temperature,FJ_PT,high,high,low_sound,Normal,>6,Unknown,,2750,27.953890489913547,1067,407.80621337890625,24156269.140291214,8784.097869196805,161.40265655517575,1456.6824340820312,20250914,Overall
108,20250914__P18,P1_UNIQUE_NAME,82,84,20250914_FJ_PT_P18,20250914,P18,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2493,34.68692690594708,1324,298.9165344238281,22983819.00485885,9219.341758868371,117.8191528320312,1274.6142578125,20250914,Overall
109,20250914__P19,P1_UNIQUE_NAME,83,85,20250914_FJ_PT_P19,20250914,P19,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2530,33.71757925072046,1287,287.1378631591797,20698713.63862729,8181.309738587862,117.0114917755127,1267.455718994141,20250914,Overall
110,20250914__P20,P1_UNIQUE_NAME,84,86,20250914_FJ_PT_P20,20250914,P20,high_temperature,FJ_PT,low,low,high_sound,Normal,>6,Unknown,,2445,35.94445899921404,1372,298.6748962402344,20921274.765033722,8556.758595105817,122.0933303833008,1227.822387695312,20250914,Overall
111,20250914__P21,P1_UNIQUE_NAME,85,87,20250914_FJ_PT_P21,20250914,P21,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2641,30.809536285040608,1176,375.3678283691406,24940941.447276115,9443.749128086374,139.2883758544922,1346.890747070312,20250914,Overall
112,20250914__P22,P1_UNIQUE_NAME,86,88,20250914_FJ_PT_P22,20250914,P22,high_temperature,FJ_PT,low,low,high_sound,Normal,>6,Unknown,,2159,43.43725438826304,1658,303.6077880859375,18282829.522850513,8468.193387147065,116.35564422607425,1284.524230957031,20250914,Overall
113,20250914__P23,P1_UNIQUE_NAME,87,89,20250914_FJ_PT_P23,20250914,P23,high_temperature,FJ_PT,low,low,high_sound,Normal,>6,Unknown,,2559,32.957820277705004,1258,271.6843872070312,19031311.605778337,7437.011178498764,117.30680084228516,1115.6396484375,20250914,Overall
114,20250914__P24,P1_UNIQUE_NAME,88,90,20250914_FJ_PT_P24,20250914,P24,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2794,26.80115273775216,1023,256.26519775390625,20690583.78285885,7405.362842827075,107.11386871337893,1042.99560546875,20250914,Overall
115,20250914__P25,P1_UNIQUE_NAME,89,91,20250914_FJ_PT_P25,20250914,P25,high_temperature,FJ_PT,low,low,low_sound,Normal,>6,Unknown,,2286,40.110034058160856,1531,211.1714782714844,11682351.071077108,5110.389794871876,90.98471450805664,771.8294830322266,20250914,Overall
116,20250914__P26,P1_UNIQUE_NAME,90,92,20250914_FJ_PT_P26,20250914,P26,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,suspected hemolysis,2645,30.704741943935023,1172,312.0341796875,21130486.383457303,7988.841732876107,118.7062759399414,1102.831909179688,20250914,Overall
117,20250914__P27,P1_UNIQUE_NAME,91,93,20250914_FJ_PT_P27,20250914,P27,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2507,34.320146712077545,1310,362.8777465820313,26373596.389434338,10519.982604481187,144.5130844116211,1436.4019165039065,20250914,Overall
118,20250914__P29,P1_UNIQUE_NAME,92,94,20250914_FJ_PT_P29,20250914,P29,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,suspected hemolysis,2403,37.04479958082264,1414,414.4607543945313,24353916.73699069,10134.796811065622,152.6191940307617,1592.530944824219,20250914,Overall
119,20250914__P30,P1_UNIQUE_NAME,93,95,20250914_FJ_PT_P30,20250914,P30,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2572,32.61723866911187,1245,298.86180114746094,22340132.35504794,8685.899049396556,115.23510360717778,1140.4624633789062,20250914,Overall
120,20250914__P33,P1_UNIQUE_NAME,94,96,20250914_FJ_PT_P33,20250914,P33,high_temperature,FJ_PT,high,high,high_sound,Normal,>6,Unknown,,2782,27.115535761068905,1035,317.7483673095703,22464665.378768444,8075.005527954149,126.11376953125,1166.887298583984,20250914,Overall
121,20251001_FJ_F83_,P1_UNIQUE_NAME,45,47,20251001_FJ_FQ_F83,20251001,F83,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,1934,49.33193607545193,1883,291.9757995605469,16858508.263411522,8716.912235476484,102.79364395141603,1214.1243286132815,20251001,Overall
122,20251001_FJ_F95_,P1_UNIQUE_NAME,46,48,20251001_FJ_FQ_F95,20251001,F95,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1525,60.04715745349751,2292,356.2323303222656,13740295.909720838,9010.030104734975,124.6541595458984,1618.744384765625,20251001,Overall
123,20251001_FJ_F97_,P1_UNIQUE_NAME,47,49,20251001_FJ_FQ_F97,20251001,F97,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1951,48.886560125753206,1866,318.4777526855469,16340396.027131319,8375.395195864336,120.64340591430665,1296.470886230469,20251001,Overall
124,20251001_FJ_F105_,P1_UNIQUE_NAME,48,50,20251001_FJ_FQ_F105,20251001,F105,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1463,61.67146974063401,2354,420.4887084960938,16003088.544287205,10938.543092472457,160.89510345458984,2006.669677734375,20251001,Overall
125,20251001_FJ_F120_,P1_UNIQUE_NAME,49,51,20251001_FJ_FQ_F120,20251001,F120,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1939,49.20094314906995,1878,225.3993225097656,11626560.98561883,5996.163478916364,83.66559219360352,915.7108459472656,20251001,Overall
126,20251001_FJ_F136_,P1_UNIQUE_NAME,50,52,20251001_FJ_FQ_F136,20251001,F136,high_temperature,FJ_FQ,contrl,control,low_sound,Normal,2,Unknown,,1978,48.17919832329054,1839,199.6275177001953,9717535.028191686,4912.808406568091,78.60635375976562,790.5626373291016,20251001,Overall
127,20251001_FJ_F141_,P1_UNIQUE_NAME,51,53,20251001_FJ_FQ_F141,20251001,F141,high_temperature,FJ_FQ,contrl,control,unkown,Normal,2,Unknown,,2198,42.41550956248363,1619,442.1255340576172,20354729.615564823,9260.568523914842,164.98214721679685,1603.929809570313,20251001,Overall
128,20251001_FJ_F147_,P1_UNIQUE_NAME,52,54,20251001_FJ_FQ_F147,20251001,F147,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1756,53.99528425465024,2061,358.7463684082031,18769654.948381186,10688.869560581541,133.0457954406738,1787.418029785156,20251001,Overall
129,20251001_FJ_F150_,P1_UNIQUE_NAME,53,55,20251001_FJ_FQ_F150,20251001,F150,high_temperature,FJ_FQ,contrl,control,low_sound,Normal,2,Unknown,,2126,44.30180770238408,1691,433.7064208984375,19461574.161076784,9154.080038135835,160.66156387329102,1674.975250244141,20251001,Overall
130,20251001_FJ_F154_,P1_UNIQUE_NAME,54,56,20251001_FJ_FQ_F154,20251001,F154,high_temperature,FJ_FQ,high,high,unkown,Normal,2,Unknown,,2197,42.44170814776002,1620,329.9205932617188,19497212.51812339,8874.470877616472,127.1437835693359,1330.288208007812,20251001,Overall
131,20251001_FJ_F158_,P1_UNIQUE_NAME,55,57,20251001_FJ_FQ_F158,20251001,F158,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1490,60.96410793817134,2327,398.0729522705078,17445998.66903901,11708.723938952357,146.5515251159668,2012.3694152832027,20251001,Overall
132,20251001_FJ_F163_,P1_UNIQUE_NAME,56,58,20251001_FJ_FQ_F163,20251001,F163,high_temperature,FJ_FQ,contrl,control,low_sound,Normal,2,Unknown,,1766,53.7332984018863,2051,287.21852111816406,16129141.490912199,9133.149202102039,109.49518203735353,1346.8783264160156,20251001,Overall
133,20251001_FJ_F165_,P1_UNIQUE_NAME,57,59,20251001_FJ_FQ_F165,20251001,F165,high_temperature,FJ_FQ,contrl,control,low_sound,Normal,2,Unknown,,1882,50.69426250982447,1935,434.6920623779297,21492219.91719246,11419.883059082073,151.769474029541,1860.3796386718748,20251001,Overall
134,20251001_FJ_F168_,P1_UNIQUE_NAME,58,60,20251001_FJ_FQ_F168,20251001,F168,high_temperature,FJ_FQ,high,high,low_sound,Normal,2,Unknown,,1973,48.31019124967252,1844,268.2423095703125,13238008.376857758,6709.583566577678,105.4217529296875,1095.770263671875,20251001,Overall
135,20251001_FJ_F170_,P1_UNIQUE_NAME,59,61,20251001_FJ_FQ_F170,20251001,F170,high_temperature,FJ_FQ,contrl,control,low_sound,Normal,2,Unknown,,2167,43.22766570605187,1650,372.7875671386719,19737057.232342005,9108.009798035073,132.68204498291016,1536.612182617188,20251001,Overall
136,20251001_FJ_F173_,P1_UNIQUE_NAME,60,62,20251001_FJ_FQ_F173,20251001,F173,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2215,41.97013361278491,1602,363.9229736328125,21710522.605268955,9801.590340979212,147.5290756225586,1495.158508300781,20251001,Overall
137,20251001_FJ_F174_,P1_UNIQUE_NAME,61,63,20251001_FJ_FQ_F174,20251001,F174,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,1904,50.11789363374378,1913,513.4535217285156,25425303.594949245,13353.625837683427,195.16580581665033,2123.1065063476562,20251001,Overall
138,20251001_FJ_F175_,P1_UNIQUE_NAME,62,64,20251001_FJ_FQ_F175,20251001,F175,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,1860,51.27063138590516,1957,339.2784118652344,16568473.85656786,8907.781643316053,122.0249671936035,1495.0500183105469,20251001,Overall
139,20251001_FJ_F176_,P1_UNIQUE_NAME,63,65,20251001_FJ_FQ_F176,20251001,F176,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2077,45.58553838092743,1740,526.5219116210938,27163790.90289879,13078.37790221415,191.2309875488281,2146.807861328125,20251001,Overall
140,20251001_FJ_F177_,P1_UNIQUE_NAME,64,66,20251001_FJ_FQ_F177,20251001,F177,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2205,42.23211946554886,1612,366.0394287109375,19228669.22337699,8720.484908560993,146.1878814697266,1297.354370117188,20251001,Overall
141,20251001_FJ_F180_,P1_UNIQUE_NAME,65,67,20251001_FJ_FQ_F180,20251001,F180,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2008,47.39324076499869,1809,462.3934783935547,22653293.329428196,11281.520582384559,186.2878875732422,1806.5735473632812,20251001,Overall
142,20251001_FJ_F183_,P1_UNIQUE_NAME,66,68,20251001_FJ_FQ_F183,20251001,F183,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2587,32.22425988996594,1230,495.0052490234375,26545255.832389712,10261.018876068694,209.7123718261719,1681.3869018554685,20251001,Overall
143,20251001_FJ_F185_,P1_UNIQUE_NAME,67,69,20251001_FJ_FQ_F185,20251001,F185,high_temperature,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2259,40.81739586062353,1558,495.0038146972656,29264863.93248439,12954.787044039127,195.75617980957034,2022.209533691406,20251001,Overall
144,20251001_XZ_YA_1_,P1_UNIQUE_NAME,423,425,20251001_XZ_YA_1,20251001,1,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2411,36.83521089861148,1406,486.8831787109375,31425768.513216496,13034.329536796555,187.690055847168,1915.355712890625,20251001,Overall
145,20251001_XZ_YA_2_,P1_UNIQUE_NAME,424,426,20251001_XZ_YA_2,20251001,2,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2186,42.72989258580037,1631,366.77378845214844,24654717.59749365,11278.461846977882,147.31826400756836,1532.6530456542964,20251001,Overall
146,20251001_XZ_YA_3_,P1_UNIQUE_NAME,425,427,20251001_XZ_YA_3,20251001,3,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2126,44.30180770238408,1691,252.05695343017575,15778356.541485071,7421.616435317531,98.62460327148438,1096.006652832031,20251001,Overall
147,20251001_XZ_YA_4_,P1_UNIQUE_NAME,426,428,20251001_XZ_YA_4,20251001,4,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,1697,55.54100078595757,2120,374.9682006835938,25844417.33005762,15229.473971748745,142.5842132568359,1875.763916015625,20251001,Overall
148,20251001_XZ_YA_5_,P1_UNIQUE_NAME,427,429,20251001_XZ_YA_5,20251001,5,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2072,45.7165313073094,1745,372.20159912109375,23981788.33122921,11574.222167581665,131.3068389892578,1656.7565612792969,20251001,Overall
149,20251001_XZ_YA_6_,P1_UNIQUE_NAME,428,430,20251001_XZ_YA_6,20251001,6,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2691,29.499607021220854,1126,276.4587707519531,19883860.671357036,7389.022917635465,117.73064422607425,1054.158508300781,20251001,Overall
150,20251001_XZ_YA_7_,P1_UNIQUE_NAME,429,431,20251001_XZ_YA_7,20251001,7,high_stress,XZ_YA,low,low,high_sound,Normal,Unknown,4h,,1838,51.847000261985855,1979,417.1691436767578,30400616.04232049,16540.052253710823,136.47466278076172,2096.0914306640625,20251001,Overall
151,20251001_XZ_YA_8_,P1_UNIQUE_NAME,430,432,20251001_XZ_YA_8,20251001,8,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2092,45.192559601781504,1725,387.4581604003906,24582179.776109457,11750.563946515036,147.32476806640625,1643.6618347167964,20251001,Overall
152,20251001_XZ_YA_9_,P1_UNIQUE_NAME,431,433,20251001_XZ_YA_9,20251001,9,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2216,41.94393502750852,1601,359.8087921142578,23381685.85435486,10551.302280846056,137.41804122924805,1504.7516174316406,20251001,Overall
153,20251001_XZ_YA_10_,P1_UNIQUE_NAME,432,434,20251001_XZ_YA_10,20251001,10,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2668,30.102174482577944,1149,411.04270935058594,35097063.04314661,13154.821230564696,153.2901954650879,1734.0049133300777,20251001,Overall
154,20251001_XZ_YA_11_,P1_UNIQUE_NAME,433,435,20251001_XZ_YA_11,20251001,11,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2280,40.26722556981923,1537,240.41048431396484,16952425.44063139,7435.274316066399,89.78626823425293,971.0169982910156,20251001,Overall
155,20251001_XZ_YA_12_,P1_UNIQUE_NAME,434,436,20251001_XZ_YA_12,20251001,12,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,Suspected Hemolysis,3037,20.43489651558816,780,406.6056823730469,28342039.730104685,9332.248840995944,164.9222564697266,1492.713623046875,20251001,Overall
156,20251001_XZ_YA_13_,P1_UNIQUE_NAME,435,437,20251001_XZ_YA_13,20251001,13,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,Second_Centrifugation,2659,30.337961750065496,1158,376.158203125,24573916.57244575,9241.788857632851,155.97640228271484,1469.3125610351565,20251001,Overall
157,20251001_XZ_YA_14_,P1_UNIQUE_NAME,436,438,20251001_XZ_YA_14,20251001,14,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2583,32.329054231071524,1234,328.5249938964844,24251328.513255835,9388.822498356885,135.1043395996094,1396.4384765625,20251001,Overall
158,20251001_XZ_YA_15_,P1_UNIQUE_NAME,437,439,20251001_XZ_YA_15,20251001,15,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2567,32.74823159549384,1250,440.056640625,30725679.062249184,11969.48931135535,176.39466857910156,1776.905090332031,20251001,Overall
159,20251001_XZ_YA_16_,P1_UNIQUE_NAME,438,440,20251001_XZ_YA_16,20251001,16,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2951,22.68797484935813,866,324.4039611816406,20614139.757695198,6985.476027683903,139.3334732055664,1152.215393066406,20251001,Overall
160,20251001_XZ_YA_17_,P1_UNIQUE_NAME,439,441,20251001_XZ_YA_17,20251001,17,high_stress,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2039,46.58108462143044,1778,326.7440490722656,18579415.010052383,9112.023055445014,115.7564811706543,1370.6233520507815,20251001,Overall
161,20251001_XZ_YA_18_,P1_UNIQUE_NAME,440,442,20251001_XZ_YA_18,20251001,18,high_stress,XZ_YA,low,low,high_sound,Normal,Unknown,4h,,2660,30.311763164789102,1157,294.0343780517578,22265985.32413912,8370.67117448839,120.24306678771973,1183.876220703125,20251001,Overall
162,20251001_XZ_YA_19_,P1_UNIQUE_NAME,441,443,20251001_XZ_YA_19,20251001,19,high_stress,XZ_YA,low,low,high_sound,Normal,Unknown,4h,,2607,31.70028818443804,1210,337.9712524414062,25669061.959404767,9846.207119065886,139.15323638916016,1394.4915771484375,20251001,Overall
163,20251001_XZ_YA_20_,P1_UNIQUE_NAME,442,444,20251001_XZ_YA_20,20251001,20,high_stress,XZ_YA,contrl,control,high_sound,Normal,Unknown,4h,,2197,42.44170814776002,1620,267.1459655761719,17677524.29977131,8046.210423200414,103.0568923950195,1137.5693359375,20251001,Overall
164,20251001_XZ_YA_21_,P1_UNIQUE_NAME,443,445,20251001_XZ_YA_21,20251001,21,high_stress,XZ_YA,contrl,control,low_sound,Normal,Unknown,4h,,3051,20.068116321718627,766,386.9015502929688,26876826.665484905,8809.186058828222,162.2467803955078,1280.595031738281,20251001,Overall
165,20251001_XZ_YA_22_,P1_UNIQUE_NAME,444,446,20251001_XZ_YA_22,20251001,22,high_stress,XZ_YA,high,high,low_sound,Normal,Unknown,4h,,1618,57.61068902279277,2199,317.9330139160156,18541817.994147778,11459.714458682187,118.60495376586918,1450.2921752929688,20251001,Overall
166,20251001_2_,BLOCK_BOUNDARY_AND_SAMPLE_ID,445,447,20251001_XZ_YB_2,20251001,2,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2501,34.47733822373592,1316,282.5619201660156,20955551.97298193,8378.869241496173,116.2621612548828,1238.89892578125,20251001,Overall
167,20251001_4_,BLOCK_BOUNDARY_AND_SAMPLE_ID,446,448,20251001_XZ_YB_4,20251001,4,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2803,26.56536547026461,1014,387.0115051269531,28728209.938287735,10249.093806024879,159.08895111083984,1575.5101928710935,20251001,Overall
168,20251001_6_,BLOCK_BOUNDARY_AND_SAMPLE_ID,447,449,20251001_XZ_YB_6,20251001,6,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2371,37.88315430966728,1446,347.8961791992188,23736465.82670784,10011.16230565493,145.96644592285156,1395.7008666992185,20251001,Overall
169,20251001_9_,BLOCK_BOUNDARY_AND_SAMPLE_ID,448,450,20251001_XZ_YB_9,20251001,9,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2560,32.93162169242861,1257,314.7933044433594,20988095.271812916,8198.47471555192,127.08491706848142,1184.8757019042973,20251001,Overall
170,20251001_10_,BLOCK_BOUNDARY_AND_SAMPLE_ID,449,451,20251001_XZ_YB_10,20251001,10,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2593,32.067068378307575,1224,330.7454833984375,23049016.376041412,8888.938054778793,128.8993682861328,1322.8408203125,20251001,Overall
171,20251001_11_,BLOCK_BOUNDARY_AND_SAMPLE_ID,450,452,20251001_XZ_YB_11,20251001,11,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2491,34.73932407649987,1326,350.1044311523437,25499010.995779395,10236.455638610756,139.67829132080078,1368.575561523437,20251001,Overall
172,20251001_12_,BLOCK_BOUNDARY_AND_SAMPLE_ID,451,453,20251001_XZ_YB_12,20251001,12,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2257,40.86979303117632,1560,247.7459106445312,15152892.158706665,6713.731572311327,100.8147354125977,1037.03466796875,20251001,Overall
173,20251001_14_,BLOCK_BOUNDARY_AND_SAMPLE_ID,452,454,20251001_XZ_YB_14,20251001,14,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2322,39.16688498821064,1495,297.8982391357422,20805947.36693573,8960.35631650979,116.73598861694333,1293.838043212891,20251001,Overall
174,20251001_15_,BLOCK_BOUNDARY_AND_SAMPLE_ID,453,455,20251001_XZ_YB_15,20251001,15,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2300,39.743253864291326,1517,247.4086074829101,18818683.902480125,8182.036479339185,96.74384689331056,1029.8568420410152,20251001,Overall
175,20251001_17_,BLOCK_BOUNDARY_AND_SAMPLE_ID,454,456,20251001_XZ_YB_17,20251001,17,high_stress,XZ_YB,unknown,unknown,unknown,Normal,Unknown,4h,,2620,31.359706575844903,1197,271.37254333496094,22792841.37720853,8699.557777560509,108.42934417724604,1153.9022827148438,20251001,Overall
176,20251001_18_,BLOCK_BOUNDARY_AND_SAMPLE_ID,455,457,20251001_XZ_YB_18,20251001,18,high_stress,XZ_YB,unknown,unknown,unknown,Normal,Unknown,4h,,3224,15.535761068902278,593,467.16015625,30483712.34987688,9455.245766090844,180.17018508911133,1631.9781799316406,20251001,Overall
177,20251001_19_,BLOCK_BOUNDARY_AND_SAMPLE_ID,456,458,20251001_XZ_YB_19,20251001,19,high_stress,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2694,29.421011265391662,1123,275.4783630371094,19889706.621750712,7382.964596047035,116.5113582611084,1133.6353759765625,20251001,Overall
178,20251001_1_,BLOCK_BOUNDARY_AND_SAMPLE_ID,457,459,20251001_XZ_YC_1,20251001,1,high_stress,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2822,26.067592350013097,995,261.7527618408203,17280403.692724228,6123.459848591151,106.4617156982422,935.3822937011719,20251001,Overall
179,20251001_2_,BLOCK_BOUNDARY_AND_SAMPLE_ID,458,460,20251001_XZ_YC_2,20251001,2,high_stress,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2341,38.66911186795913,1476,365.0148010253906,27481903.75535631,11739.386482424738,149.2363128662109,1576.946533203125,20251001,Overall
180,20251001_3_,BLOCK_BOUNDARY_AND_SAMPLE_ID,459,461,20251001_XZ_YC_3,20251001,3,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2724,28.635053707099814,1093,328.59503173828125,24864904.678621054,9128.085417995982,132.1810607910156,1299.0016784667969,20251001,Overall
181,20251001_4_,BLOCK_BOUNDARY_AND_SAMPLE_ID,460,462,20251001_XZ_YC_4,20251001,4,high_stress,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2357,38.24993450353681,1460,354.7416076660156,23883745.149869442,10133.11207037312,139.5324096679688,1574.009399414062,20251001,Overall
