Sheet1_position,Sheet1_raw_header,Resolution_method,metadata_index,metadata_excel_row,UniqueSampleID,进样时间,sample,condition,group,TREAT1,TREAT1_clean,TREAT2,Tube_Mixing,WoleBlood_oldTime,Plasma_HoldTime_h,Note,detected_protein_groups,missing_pct,MS_batch_proxy
138,20251001_FJ_F175_,P1_UNIQUE_NAME,62,64,20251001_FJ_FQ_F175,20251001,F175,湿热,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,1860,51.27063138590516,20251001
139,20251001_FJ_F176_,P1_UNIQUE_NAME,63,65,20251001_FJ_FQ_F176,20251001,F176,湿热,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2077,45.58553838092743,20251001
140,20251001_FJ_F177_,P1_UNIQUE_NAME,64,66,20251001_FJ_FQ_F177,20251001,F177,湿热,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2205,42.23211946554886,20251001
141,20251001_FJ_F180_,P1_UNIQUE_NAME,65,67,20251001_FJ_FQ_F180,20251001,F180,湿热,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2008,47.39324076499869,20251001
142,20251001_FJ_F183_,P1_UNIQUE_NAME,66,68,20251001_FJ_FQ_F183,20251001,F183,湿热,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2587,32.22425988996594,20251001
143,20251001_FJ_F185_,P1_UNIQUE_NAME,67,69,20251001_FJ_FQ_F185,20251001,F185,湿热,FJ_FQ,low,low,low_sound,Normal,2,Unknown,,2259,40.81739586062353,20251001
144,20251001_XZ_YA_1_,P1_UNIQUE_NAME,423,425,20251001_XZ_YA_1,20251001,1,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2411,36.83521089861148,20251001
145,20251001_XZ_YA_2_,P1_UNIQUE_NAME,424,426,20251001_XZ_YA_2,20251001,2,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2186,42.72989258580037,20251001
146,20251001_XZ_YA_3_,P1_UNIQUE_NAME,425,427,20251001_XZ_YA_3,20251001,3,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2126,44.30180770238408,20251001
147,20251001_XZ_YA_4_,P1_UNIQUE_NAME,426,428,20251001_XZ_YA_4,20251001,4,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,1697,55.54100078595757,20251001
148,20251001_XZ_YA_5_,P1_UNIQUE_NAME,427,429,20251001_XZ_YA_5,20251001,5,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2072,45.7165313073094,20251001
149,20251001_XZ_YA_6_,P1_UNIQUE_NAME,428,430,20251001_XZ_YA_6,20251001,6,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2691,29.499607021220854,20251001
150,20251001_XZ_YA_7_,P1_UNIQUE_NAME,429,431,20251001_XZ_YA_7,20251001,7,高海拔,XZ_YA,low,low,high_sound,Normal,Unknown,4h,,1838,51.847000261985855,20251001
151,20251001_XZ_YA_8_,P1_UNIQUE_NAME,430,432,20251001_XZ_YA_8,20251001,8,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2092,45.192559601781504,20251001
152,20251001_XZ_YA_9_,P1_UNIQUE_NAME,431,433,20251001_XZ_YA_9,20251001,9,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2216,41.94393502750852,20251001
153,20251001_XZ_YA_10_,P1_UNIQUE_NAME,432,434,20251001_XZ_YA_10,20251001,10,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2668,30.102174482577944,20251001
154,20251001_XZ_YA_11_,P1_UNIQUE_NAME,433,435,20251001_XZ_YA_11,20251001,11,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2280,40.26722556981923,20251001
155,20251001_XZ_YA_12_,P1_UNIQUE_NAME,434,436,20251001_XZ_YA_12,20251001,12,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,Suspected Hemolysis,3037,20.43489651558816,20251001
156,20251001_XZ_YA_13_,P1_UNIQUE_NAME,435,437,20251001_XZ_YA_13,20251001,13,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,Second_Centrifugation,2659,30.337961750065496,20251001
157,20251001_XZ_YA_14_,P1_UNIQUE_NAME,436,438,20251001_XZ_YA_14,20251001,14,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2583,32.329054231071524,20251001
158,20251001_XZ_YA_15_,P1_UNIQUE_NAME,437,439,20251001_XZ_YA_15,20251001,15,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2567,32.74823159549384,20251001
159,20251001_XZ_YA_16_,P1_UNIQUE_NAME,438,440,20251001_XZ_YA_16,20251001,16,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2951,22.68797484935813,20251001
160,20251001_XZ_YA_17_,P1_UNIQUE_NAME,439,441,20251001_XZ_YA_17,20251001,17,高海拔,XZ_YA,low,low,low_sound,Normal,Unknown,4h,,2039,46.58108462143044,20251001
161,20251001_XZ_YA_18_,P1_UNIQUE_NAME,440,442,20251001_XZ_YA_18,20251001,18,高海拔,XZ_YA,low,low,high_sound,Normal,Unknown,4h,,2660,30.311763164789102,20251001
162,20251001_XZ_YA_19_,P1_UNIQUE_NAME,441,443,20251001_XZ_YA_19,20251001,19,高海拔,XZ_YA,low,low,high_sound,Normal,Unknown,4h,,2607,31.70028818443804,20251001
163,20251001_XZ_YA_20_,P1_UNIQUE_NAME,442,444,20251001_XZ_YA_20,20251001,20,高海拔,XZ_YA,contrl,control,high_sound,Normal,Unknown,4h,,2197,42.44170814776002,20251001
164,20251001_XZ_YA_21_,P1_UNIQUE_NAME,443,445,20251001_XZ_YA_21,20251001,21,高海拔,XZ_YA,contrl,control,low_sound,Normal,Unknown,4h,,3051,20.068116321718627,20251001
165,20251001_XZ_YA_22_,P1_UNIQUE_NAME,444,446,20251001_XZ_YA_22,20251001,22,高海拔,XZ_YA,high,high,low_sound,Normal,Unknown,4h,,1618,57.61068902279277,20251001
166,20251001_2_,BLOCK_BOUNDARY_AND_SAMPLE_ID,445,447,20251001_XZ_YB_2,20251001,2,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2501,34.47733822373592,20251001
167,20251001_4_,BLOCK_BOUNDARY_AND_SAMPLE_ID,446,448,20251001_XZ_YB_4,20251001,4,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2803,26.56536547026461,20251001
168,20251001_6_,BLOCK_BOUNDARY_AND_SAMPLE_ID,447,449,20251001_XZ_YB_6,20251001,6,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2371,37.88315430966728,20251001
169,20251001_9_,BLOCK_BOUNDARY_AND_SAMPLE_ID,448,450,20251001_XZ_YB_9,20251001,9,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2560,32.93162169242861,20251001
170,20251001_10_,BLOCK_BOUNDARY_AND_SAMPLE_ID,449,451,20251001_XZ_YB_10,20251001,10,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2593,32.067068378307575,20251001
171,20251001_11_,BLOCK_BOUNDARY_AND_SAMPLE_ID,450,452,20251001_XZ_YB_11,20251001,11,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2491,34.73932407649987,20251001
172,20251001_12_,BLOCK_BOUNDARY_AND_SAMPLE_ID,451,453,20251001_XZ_YB_12,20251001,12,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2257,40.86979303117632,20251001
173,20251001_14_,BLOCK_BOUNDARY_AND_SAMPLE_ID,452,454,20251001_XZ_YB_14,20251001,14,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2322,39.16688498821064,20251001
174,20251001_15_,BLOCK_BOUNDARY_AND_SAMPLE_ID,453,455,20251001_XZ_YB_15,20251001,15,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2300,39.743253864291326,20251001
177,20251001_19_,BLOCK_BOUNDARY_AND_SAMPLE_ID,456,458,20251001_XZ_YB_19,20251001,19,高海拔,XZ_YB,contrl,control,low_sound,Normal,Unknown,4h,,2694,29.421011265391662,20251001
178,20251001_1_,BLOCK_BOUNDARY_AND_SAMPLE_ID,457,459,20251001_XZ_YC_1,20251001,1,高海拔,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2822,26.067592350013097,20251001
179,20251001_2_,BLOCK_BOUNDARY_AND_SAMPLE_ID,458,460,20251001_XZ_YC_2,20251001,2,高海拔,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2341,38.66911186795913,20251001
180,20251001_3_,BLOCK_BOUNDARY_AND_SAMPLE_ID,459,461,20251001_XZ_YC_3,20251001,3,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2724,28.635053707099814,20251001
181,20251001_4_,BLOCK_BOUNDARY_AND_SAMPLE_ID,460,462,20251001_XZ_YC_4,20251001,4,高海拔,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2357,38.24993450353681,20251001
182,20251001_5_,BLOCK_BOUNDARY_AND_SAMPLE_ID,461,463,20251001_XZ_YC_5,20251001,5,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2444,35.97065758449044,20251001
183,20251001_6_,BLOCK_BOUNDARY_AND_SAMPLE_ID,462,464,20251001_XZ_YC_6,20251001,6,高海拔,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2115,44.589992140424414,20251001
184,20251001_7_,BLOCK_BOUNDARY_AND_SAMPLE_ID,463,465,20251001_XZ_YC_7,20251001,7,高海拔,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2145,43.804034582132566,20251001
185,20251001_8_,BLOCK_BOUNDARY_AND_SAMPLE_ID,464,466,20251001_XZ_YC_8,20251001,8,高海拔,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2252,41.00078595755829,20251001
186,20251001_9_,BLOCK_BOUNDARY_AND_SAMPLE_ID,465,467,20251001_XZ_YC_9,20251001,9,高海拔,XZ_YC,low,low,low_sound,Normal,Unknown,4h,Second_Centrifugation,1685,55.85538380927429,20251001
187,20251001_10_,BLOCK_BOUNDARY_AND_SAMPLE_ID,466,468,20251001_XZ_YC_10,20251001,10,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2441,36.04925334031962,20251001
188,20251001_11_,BLOCK_BOUNDARY_AND_SAMPLE_ID,467,469,20251001_XZ_YC_11,20251001,11,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2061,46.00471574534975,20251001
189,20251001_12_,BLOCK_BOUNDARY_AND_SAMPLE_ID,468,470,20251001_XZ_YC_12,20251001,12,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2756,27.796698978255176,20251001
190,20251001_13_,BLOCK_BOUNDARY_AND_SAMPLE_ID,469,471,20251001_XZ_YC_13,20251001,13,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2343,38.61671469740634,20251001
191,20251001_14_,BLOCK_BOUNDARY_AND_SAMPLE_ID,470,472,20251001_XZ_YC_14,20251001,14,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2050,46.292900183390095,20251001
192,20251001_15_,BLOCK_BOUNDARY_AND_SAMPLE_ID,471,473,20251001_XZ_YC_15,20251001,15,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,3007,21.22085407388001,20251001
193,20251001_16_,BLOCK_BOUNDARY_AND_SAMPLE_ID,472,474,20251001_XZ_YC_16,20251001,16,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,3071,19.544144616190724,20251001
194,20251001_17_,BLOCK_BOUNDARY_AND_SAMPLE_ID,473,475,20251001_XZ_YC_17,20251001,17,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2318,39.27167932931621,20251001
195,20251001_18_,BLOCK_BOUNDARY_AND_SAMPLE_ID,474,476,20251001_XZ_YC_18,20251001,18,高海拔,XZ_YC,low,low,high_sound,Normal,Unknown,4h,,1783,53.28792245218759,20251001
196,20251001_19_,BLOCK_BOUNDARY_AND_SAMPLE_ID,475,477,20251001_XZ_YC_19,20251001,19,高海拔,XZ_YC,high,high,high_sound,Normal,Unknown,4h,,2193,42.5465024888656,20251001
197,20251001_20_,BLOCK_BOUNDARY_AND_SAMPLE_ID,476,478,20251001_XZ_YC_20,20251001,20,高海拔,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2439,36.10165051087241,20251001
198,20251001_21_,BLOCK_BOUNDARY_AND_SAMPLE_ID,477,479,20251001_XZ_YC_21,20251001,21,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2701,29.2376211684569,20251001
199,20251001_22_,BLOCK_BOUNDARY_AND_SAMPLE_ID,478,480,20251001_XZ_YC_22,20251001,22,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2144,43.83023316740896,20251001
200,20251001_23_,BLOCK_BOUNDARY_AND_SAMPLE_ID,479,481,20251001_XZ_YC_23,20251001,23,高海拔,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2016,47.18365208278753,20251001
201,20251001_24_,BLOCK_BOUNDARY_AND_SAMPLE_ID,480,482,20251001_XZ_YC_24,20251001,24,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2086,45.34975111343987,20251001
202,20251001_25_,BLOCK_BOUNDARY_AND_SAMPLE_ID,481,483,20251001_XZ_YC_25,20251001,25,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2012,47.28844642389311,20251001
203,20251001_26_,BLOCK_BOUNDARY_AND_SAMPLE_ID,482,484,20251001_XZ_YC_26,20251001,26,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2266,40.63400576368876,20251001
204,20251001_27_,BLOCK_BOUNDARY_AND_SAMPLE_ID,483,485,20251001_XZ_YC_27,20251001,27,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,1465,61.619072570081215,20251001
205,20251001_28_,BLOCK_BOUNDARY_AND_SAMPLE_ID,484,486,20251001_XZ_YC_28,20251001,28,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2205,42.23211946554886,20251001
206,20251001_29_,P1_UNIQUE_NAME,485,487,20251001_XZ_YC_29,20251001,29,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2702,29.211422583180507,20251001
207,20251001_30_,P1_UNIQUE_NAME,486,488,20251001_XZ_YC_30,20251001,30,高海拔,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2477,35.1061042703694,20251001
208,20251001_31_,P1_UNIQUE_NAME,487,489,20251001_XZ_YC_31,20251001,31,高海拔,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,Second_Centrifugation,2780,27.16793293162169,20251001
209,20251001_32_,P1_UNIQUE_NAME,488,490,20251001_XZ_YC_32,20251001,32,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2278,40.31962274037202,20251001
210,20251001_33_,P1_UNIQUE_NAME,489,491,20251001_XZ_YC_33,20251001,33,高海拔,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,1970,48.388787005501705,20251001
211,20251001_34_,P1_UNIQUE_NAME,490,492,20251001_XZ_YC_34,20251001,34,高海拔,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2481,35.00130992926382,20251001
212,20251001_1_,BLOCK_BOUNDARY_AND_SAMPLE_ID,491,493,20251001_XZ_YD_1,20251001,1,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2490,34.76552266177627,20251001
213,20251001_3_,BLOCK_BOUNDARY_AND_SAMPLE_ID,492,494,20251001_XZ_YD_3,20251001,3,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2067,45.84752423369138,20251001
214,20251001_4_,BLOCK_BOUNDARY_AND_SAMPLE_ID,493,495,20251001_XZ_YD_4,20251001,4,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,1973,48.31019124967252,20251001
215,20251001_5_,BLOCK_BOUNDARY_AND_SAMPLE_ID,494,496,20251001_XZ_YD_5,20251001,5,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2920,23.500130992926383,20251001
216,20251001_6_,BLOCK_BOUNDARY_AND_SAMPLE_ID,495,497,20251001_XZ_YD_6,20251001,6,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2157,43.48965155881582,20251001
217,20251001_7_,BLOCK_BOUNDARY_AND_SAMPLE_ID,496,498,20251001_XZ_YD_7,20251001,7,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3239,15.142782289756354,20251001
218,20251001_8_,BLOCK_BOUNDARY_AND_SAMPLE_ID,497,499,20251001_XZ_YD_8,20251001,8,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3037,20.43489651558816,20251001
219,20251001_9_,BLOCK_BOUNDARY_AND_SAMPLE_ID,498,500,20251001_XZ_YD_9,20251001,9,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,1703,55.38380927429919,20251001
220,20251001_10_,BLOCK_BOUNDARY_AND_SAMPLE_ID,499,501,20251001_XZ_YD_10,20251001,10,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3329,12.784909614880796,20251001
221,20251001_11_,BLOCK_BOUNDARY_AND_SAMPLE_ID,500,502,20251001_XZ_YD_11,20251001,11,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3440,9.876866649200943,20251001
222,20251001_12_,BLOCK_BOUNDARY_AND_SAMPLE_ID,501,503,20251001_XZ_YD_12,20251001,12,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,3451,9.588682211160595,20251001
223,20251001_13_,BLOCK_BOUNDARY_AND_SAMPLE_ID,502,504,20251001_XZ_YD_13,20251001,13,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,3413,10.584228451663613,20251001
224,20251001_14_,BLOCK_BOUNDARY_AND_SAMPLE_ID,503,505,20251001_XZ_YD_14,20251001,14,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2189,42.65129682997118,20251001
225,20251001_15_,BLOCK_BOUNDARY_AND_SAMPLE_ID,504,506,20251001_XZ_YD_15,20251001,15,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2362,38.11894157715484,20251001
226,20251001_16_,BLOCK_BOUNDARY_AND_SAMPLE_ID,505,507,20251001_XZ_YD_16,20251001,16,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,2783,27.089337175792505,20251001
227,20251001_17_,BLOCK_BOUNDARY_AND_SAMPLE_ID,506,508,20251001_XZ_YD_17,20251001,17,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2148,43.72543882630338,20251001
228,20251001_18_,BLOCK_BOUNDARY_AND_SAMPLE_ID,507,509,20251001_XZ_YD_18,20251001,18,高海拔,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,2485,34.89651558815824,20251001
229,20251001_19_,BLOCK_BOUNDARY_AND_SAMPLE_ID,508,510,20251001_XZ_YD_19,20251001,19,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2391,37.35918260413938,20251001
230,20251001_20_,BLOCK_BOUNDARY_AND_SAMPLE_ID,509,511,20251001_XZ_YD_20,20251001,20,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2233,41.4985590778098,20251001
231,20251001_21_,BLOCK_BOUNDARY_AND_SAMPLE_ID,510,512,20251001_XZ_YD_21,20251001,21,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,1859,51.29682997118156,20251001
232,20251001_22_,BLOCK_BOUNDARY_AND_SAMPLE_ID,511,513,20251001_XZ_YD_22,20251001,22,高海拔,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2291,39.979041131778885,20251001
233,20251001_23_,BLOCK_BOUNDARY_AND_SAMPLE_ID,512,514,20251001_XZ_YD_23,20251001,23,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2396,37.2281896777574,20251001
234,20251001_24_,BLOCK_BOUNDARY_AND_SAMPLE_ID,513,515,20251001_XZ_YD_24,20251001,24,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,1787,53.183128111082,20251001
235,20251001_25_,BLOCK_BOUNDARY_AND_SAMPLE_ID,514,516,20251001_XZ_YD_25,20251001,25,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,1794,52.99973801414723,20251001
236,20251001_26_,BLOCK_BOUNDARY_AND_SAMPLE_ID,515,517,20251001_XZ_YD_26,20251001,26,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,1972,48.33638983494891,20251001
237,20251001_27_,BLOCK_BOUNDARY_AND_SAMPLE_ID,516,518,20251001_XZ_YD_27,20251001,27,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2319,39.245480744039824,20251001
238,20251001_28_,BLOCK_BOUNDARY_AND_SAMPLE_ID,517,519,20251001_XZ_YD_28,20251001,28,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2099,45.00916950484674,20251001
239,20251026_FJ_P31_,P1_UNIQUE_NAME,95,97,20251026_FJ_PT_P31,20251026,P31,湿热,FJ_PT,contrl,control,low_sound,Normal,>6,Unknown,,2402,37.07099816609903,20251026
240,20251026__Q73_,P1_UNIQUE_NAME,146,148,20251026_FJ_QZ_Q73,20251026,Q73,湿热,FJ_QZ,contrl,control,low_sound,Normal,0,Unknown,,2032,46.76447471836521,20251026
241,20251026__Q74_,P1_UNIQUE_NAME,147,149,20251026_FJ_QZ_Q74,20251026,Q74,湿热,FJ_QZ,low,low,low_sound,Normal,0,Unknown,,1785,53.23552528163479,20251026
242,20251026__Q75_,P1_UNIQUE_NAME,148,150,20251026_FJ_QZ_Q75,20251026,Q75,湿热,FJ_QZ,low,low,high_sound,Normal,0,Unknown,,2127,44.27560911710768,20251026
243,20251026__Q76_,P1_UNIQUE_NAME,149,151,20251026_FJ_QZ_Q76,20251026,Q76,湿热,FJ_QZ,high,high,low_sound,Normal,0,Unknown,,1892,50.43227665706051,20251026
244,20251026__Q77_,P1_UNIQUE_NAME,150,152,20251026_FJ_QZ_Q77,20251026,Q77,湿热,FJ_QZ,high,high,low_sound,Normal,0,Unknown,,2123,44.38040345821326,20251026
245,20251026__Q78_,P1_UNIQUE_NAME,151,153,20251026_FJ_QZ_Q78,20251026,Q78,湿热,FJ_QZ,high,high,low_sound,Normal,0,Unknown,,2174,43.04427560911711,20251026
246,20251026__Q79_,P1_UNIQUE_NAME,152,154,20251026_FJ_QZ_Q79,20251026,Q79,湿热,FJ_QZ,contrl,control,low_sound,Normal,0,Unknown,,1793,53.02593659942363,20251026
247,20251026__Q80_,P1_UNIQUE_NAME,153,155,20251026_FJ_QZ_Q80,20251026,Q80,湿热,FJ_QZ,low,low,low_sound,Normal,0,Unknown,,2012,47.28844642389311,20251026
248,20251026__Q81_,P1_UNIQUE_NAME,154,156,20251026_FJ_QZ_Q81,20251026,Q81,湿热,FJ_QZ,low,low,low_sound,Normal,0,Unknown,,2164,43.30626146188106,20251026
249,20251026__Q82_,P1_UNIQUE_NAME,155,157,20251026_FJ_QZ_Q82,20251026,Q82,湿热,FJ_QZ,contrl,control,unkown,Normal,0,Unknown,,2251,41.02698454283469,20251026
250,20251026__Q83_,P1_UNIQUE_NAME,156,158,20251026_FJ_QZ_Q83,20251026,Q83,湿热,FJ_QZ,contrl,control,high_sound,Normal,0,Unknown,,2160,43.41105580298664,20251026
251,20251104_FJ_F178_,P1_UNIQUE_NAME,68,70,20251104_FJ_FQ_F178,20251104,F178,湿热,FJ_FQ,low,low,high_sound,Normal,2,Unknown,,2913,23.68352108986115,20251104
252,20251104_FJ_F179_,P1_UNIQUE_NAME,69,71,20251104_FJ_FQ_F179,20251104,F179,湿热,FJ_FQ,high,high,high_sound,Normal,2,Unknown,,2602,31.83128111082001,20251104
253,20251107_2_,P1_UNIQUE_NAME,518,520,20251107_XZ_YD_2,20251107,2,高海拔,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,3463,9.274299187843855,20251107
254,20260527__1,P1_UNIQUE_NAME,280,282,20260527_XZ_GG_1,20260527,1,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2774,27.325124443280064,20260527
255,20260527__2,P1_UNIQUE_NAME,281,283,20260527_XZ_GG_2,20260527,2,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2111,44.69478648153,20260527
256,20260527__3,P1_UNIQUE_NAME,282,284,20260527_XZ_GG_3,20260527,3,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2222,41.78674351585015,20260527
257,20260527__4,P1_UNIQUE_NAME,283,285,20260527_XZ_GG_4,20260527,4,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2971,22.164003143830232,20260527
258,20260527__5,P1_UNIQUE_NAME,284,286,20260527_XZ_GG_5,20260527,5,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1850,51.53261723866911,20260527
259,20260527__6,P1_UNIQUE_NAME,285,287,20260527_XZ_GG_6,20260527,6,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2042,46.50248886560126,20260527
260,20260527__7,P1_UNIQUE_NAME,286,288,20260527_XZ_GG_7,20260527,7,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,3140,17.736442232119465,20260527
261,20260527__8,P1_UNIQUE_NAME,287,289,20260527_XZ_GG_8,20260527,8,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2213,42.0225307833377,20260527
262,20260527__9,P1_UNIQUE_NAME,288,290,20260527_XZ_GG_9,20260527,9,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1949,48.938957296306,20260527
263,20260527__10,P1_UNIQUE_NAME,289,291,20260527_XZ_GG_10,20260527,10,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2200,42.363112391930834,20260527
264,20260527__11,P1_UNIQUE_NAME,290,292,20260527_XZ_GG_11,20260527,11,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1967,48.46738276133089,20260527
265,20260527__12,P1_UNIQUE_NAME,291,293,20260527_XZ_GG_12,20260527,12,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2077,45.58553838092743,20260527
266,20260527__13,P1_UNIQUE_NAME,292,294,20260527_XZ_GG_13,20260527,13,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2861,25.04584752423369,20260527
267,20260527__14,P1_UNIQUE_NAME,293,295,20260527_XZ_GG_14,20260527,14,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1720,54.93843332460047,20260527
268,20260527__15,P1_UNIQUE_NAME,294,296,20260527_XZ_GG_15,20260527,15,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,3002,21.351847000261987,20260527
269,20260527__16,P1_UNIQUE_NAME,295,297,20260527_XZ_GG_16,20260527,16,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2703,29.185223997904117,20260527
270,20260527__17,P1_UNIQUE_NAME,296,298,20260527_XZ_GG_17,20260527,17,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2065,45.89992140424417,20260527
271,20260527__18,P1_UNIQUE_NAME,297,299,20260527_XZ_GG_18,20260527,18,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1815,52.44956772334294,20260527
272,20260527__19,P1_UNIQUE_NAME,298,300,20260527_XZ_GG_19,20260527,19,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1839,51.82080167670946,20260527
