PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,overall_detection_rate,mean_observed_abundance,median_observed_abundance,missing_pct,coverage_class,overall__Overall__detection_rate,condition__high_stress__detection_rate,condition__high_temperature__detection_rate,group__FJ_FQ__detection_rate,group__FJ_PT__detection_rate,group__FJ_QZ__detection_rate,group__GZ_TH__detection_rate,group__XZ_GG__detection_rate,group__XZ_YA__detection_rate,group__XZ_YB__detection_rate,group__XZ_YC__detection_rate,group__XZ_YD__detection_rate,TREAT1_clean__control__detection_rate,TREAT1_clean__high__detection_rate,TREAT1_clean__low__detection_rate,TREAT1_clean__unknown__detection_rate,MS_batch_proxy__20250913__detection_rate,MS_batch_proxy__20250914__detection_rate,MS_batch_proxy__20251001__detection_rate,MS_batch_proxy__20251026__detection_rate,MS_batch_proxy__20251104__detection_rate,MS_batch_proxy__20251107__detection_rate,MS_batch_proxy__20260527__detection_rate,MS_batch_proxy__20260717__detection_rate,groups_meeting_ge50pct,conditions_meeting_ge50pct,groups_meeting_ge80pct,conditions_meeting_ge80pct,groups_meeting_ge90pct,conditions_meeting_ge90pct,global_core_ge80pct,global_core_ge90pct,all_groups_ge50pct,all_groups_ge80pct,all_conditions_ge80pct
P04844,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2_HUMAN,3.316493238250465,0.0072727272727272,69284,0.605009633911368,487.6620966712381,126.75815963745114,39.4990366088632,Moderate (50–<80%),0.605009633911368,0.6485355648535565,0.5678571428571428,0.42857142857142855,0.9230769230769231,0.45901639344262296,0.6260162601626016,0.6363636363636364,0.6818181818181818,0.75,0.5588235294117647,0.75,0.6013071895424836,0.6022727272727273,0.6075268817204301,0.75,0.5,0.5857142857142857,0.6186440677966102,0.3333333333333333,1.0,1.0,0.6363636363636364,0.6260162601626016,7,2,1,0,1,0,False,False,False,False,False
P04899,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2_HUMAN,0.8179431859833608,0.0040983606557377,40450.9,0.9980732177263969,463.57233814843374,365.29258728027344,0.1926782273603083,High (≥90%),0.9980732177263969,1.0,0.9964285714285714,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0,1.0,0.9943181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991869918699187,9,2,9,2,9,2,True,True,True,True,True
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,H2AC8;H2AC17;H2AC7;H2AC20;H2AC19;H2AC25;H2AC6;H2AC12;H2AC14;H2AJ,Histone H2A type 1-B/E;Histone H2A type 1;Histone H2A type 1-D;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 3;Histone H2A type 1-C;Histone H2A type 1-H;Histone H2A type 1-J;Histone H2A.J,H2A1B_HUMAN;H2A1_HUMAN;H2A1D_HUMAN;H2A2C_HUMAN;H2A2A_HUMAN;H2A3_HUMAN;H2A1C_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2AJ_HUMAN,1.327062887888428,0.0058910162002945,14135.49;14091.48;14107.48;13988.37;14095.48;14121.46;14105.46;13906.25;13936.28;14019.41,1.0,7928.295695457385,5067.00537109375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P04921,GYPC,Glycophorin-C,GLPC_HUMAN,0.7916688477969333,0.0073810825587752,13810.62,0.8362235067437379,568.108285543556,441.6156921386719,16.377649325626205,High (80–<90%),0.8362235067437379,0.8200836820083682,0.85,0.8,0.9615384615384616,0.8852459016393442,0.8373983739837398,0.972027972027972,0.5454545454545454,0.9166666666666666,0.47058823529411764,0.6428571428571429,0.869281045751634,0.8125,0.8279569892473119,1.0,0.88,0.8857142857142857,0.6101694915254238,0.9166666666666666,1.0,1.0,0.972027972027972,0.8373983739837398,8,2,6,2,3,0,True,False,False,False,True
P05019,IGF1,Insulin-like growth factor 1,IGF1_HUMAN,0.4932057282599507,0.0016233766233766,21841.19,0.976878612716763,644.6417420517058,588.5797119140625,2.312138728323699,High (≥90%),0.976878612716763,0.9581589958158996,0.9928571428571429,1.0,1.0,1.0,0.983739837398374,0.9300699300699301,1.0,1.0,1.0,1.0,0.9803921568627451,0.9659090909090909,0.9838709677419355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9300699300699301,0.983739837398374,9,2,9,2,9,2,True,True,True,True,True
P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1_HUMAN,0.6099000280746384,0.0016233766233766,112896.09,0.9807321772639692,264.79071363437856,230.85498046875,1.9267822736030826,High (≥90%),0.9807321772639692,0.9832635983263598,0.9785714285714285,0.9571428571428572,1.0,1.0,0.975609756097561,1.0,0.9545454545454546,1.0,0.9117647058823529,1.0,0.9934640522875817,0.9659090909090909,0.9838709677419355,1.0,1.0,0.9714285714285714,0.9576271186440678,1.0,1.0,1.0,1.0,0.975609756097561,9,2,9,2,9,2,True,True,True,True,True
P05060,CHGB,Secretogranin-1,SCG1_HUMAN,0.7273041031547817,0.0016233766233766,78276.25,0.9980732177263969,601.177414789163,470.0910949707031,0.1926782273603083,High (≥90%),0.9980732177263969,1.0,0.9964285714285714,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946236559139785,1.0,1.0,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05062,ALDOB,Fructose-bisphosphate aldolase B,ALDOB_HUMAN,1.709093344749421,0.0040983606557377,39473.02,0.8458574181117534,2324.0526776389815,761.7236938476562,15.414258188824661,High (80–<90%),0.8458574181117534,0.9288702928870293,0.775,0.9571428571428572,0.9615384615384616,0.9180327868852459,0.5609756097560976,0.8811188811188811,1.0,1.0,1.0,1.0,0.803921568627451,0.8409090909090909,0.8817204301075269,1.0,0.96,0.9571428571428572,0.9915254237288136,0.75,1.0,1.0,0.8811188811188811,0.5609756097560976,9,2,8,1,7,1,True,False,True,False,False
P05067,APP,Amyloid-beta precursor protein,A4_HUMAN,1.488041950693754,0.0030581039755351,86943.24,1.0,3730.6418575514717,2096.10595703125,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05089,ARG1,Arginase-1,ARGI1_HUMAN,0.993549606382282,0.0016233766233766,34734.94,0.9807321772639692,752.6520843918056,543.377685546875,1.9267822736030826,High (≥90%),0.9807321772639692,0.9707112970711297,0.9892857142857143,0.9857142857142858,1.0,1.0,0.983739837398374,0.951048951048951,1.0,1.0,1.0,1.0,0.9869281045751634,0.9772727272727273,0.978494623655914,1.0,1.0,0.9857142857142858,1.0,1.0,1.0,1.0,0.951048951048951,0.983739837398374,9,2,9,2,9,2,True,True,True,True,True
P05090,APOD,Apolipoprotein D,APOD_HUMAN,0.5553345235587802,0.0040983606557377,21275.55,1.0,6715.87137058383,5893.09326171875,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial",ALDH2_HUMAN,1.057567905957447,0.0073810825587752,56381.31,0.24855491329479767,275.8472676351089,149.7528991699219,75.14450867052022,Sparse (<50%),0.24855491329479767,0.18828451882845187,0.3,0.2,0.15384615384615385,0.09836065573770492,0.4878048780487805,0.13286713286713286,0.18181818181818182,0.3333333333333333,0.3235294117647059,0.25,0.30718954248366015,0.25,0.1989247311827957,0.25,0.12,0.1,0.288135593220339,0.08333333333333333,0.5,1.0,0.13286713286713286,0.4878048780487805,0,0,0,0,0,0,False,False,False,False,False
P05106,ITGB3,Integrin beta-3,ITB3_HUMAN,1.681463333122785,0.0016233766233766,87057.81,1.0,1770.4100564357632,955.7765502929688,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05107,ITGB2,Integrin beta-2,ITB2_HUMAN,0.5953920494592791,0.0016233766233766,84790.84,1.0,822.5494565283861,722.133544921875,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05109,S100A8,Protein S100-A8,S10A8_HUMAN,2.443368433572533,0.0040983606557377,10834.51,1.0,6118.729198242658,2146.84228515625,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05121,SERPINE1,Plasminogen activator inhibitor 1,PAI1_HUMAN,0.8631842690416538,0.0072727272727272,45059.98,0.8400770712909441,271.29603390299945,218.8763656616211,15.992292870905588,High (80–<90%),0.8400770712909441,0.9748953974895398,0.725,0.8142857142857143,0.7692307692307693,0.8360655737704918,0.6097560975609756,0.965034965034965,0.9545454545454546,1.0,1.0,1.0,0.8104575163398693,0.8181818181818182,0.8817204301075269,1.0,0.84,0.7714285714285715,0.9661016949152542,0.8333333333333334,1.0,1.0,0.965034965034965,0.6097560975609756,9,2,7,1,5,1,True,False,True,False,False
P05141,SLC25A5,ADP/ATP translocase 2,ADT2_HUMAN,2.043691859895412,0.0073810825587752,32852.23,0.815028901734104,731.2200253951071,289.76318359375,18.497109826589593,High (80–<90%),0.815028901734104,0.8702928870292888,0.7678571428571429,0.6285714285714286,1.0,0.7704918032786885,0.7967479674796748,0.8671328671328671,0.7272727272727273,1.0,0.9411764705882353,0.8571428571428571,0.869281045751634,0.7954545454545454,0.7903225806451613,0.75,0.74,0.7857142857142857,0.8050847457627118,0.9166666666666666,1.0,1.0,0.8671328671328671,0.7967479674796748,9,2,5,1,3,0,True,False,True,False,False
P05154,SERPINA5,Plasma serine protease inhibitor,IPSP_HUMAN,0.4913464107427011,0.0016233766233766,45674.67,1.0,2449.4375351628355,2196.36572265625,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05155,SERPING1,Plasma protease C1 inhibitor,IC1_HUMAN,0.5656789197138835,0.0016233766233766,55154.18,1.0,19777.308915977992,18562.3671875,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05156,CFI,Complement factor I,CFAI_HUMAN,1.403471222836748,0.0040983606557377,65750.25,1.0,7572.424286476679,3693.9990234375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05160,F13B,Coagulation factor XIII B chain,F13B_HUMAN,0.7933262005483209,0.0040983606557377,75510.67,0.9980732177263969,2777.118835139919,2452.8228759765625,0.1926782273603083,High (≥90%),0.9980732177263969,1.0,0.9964285714285714,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0,0.9934640522875817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991869918699187,9,2,9,2,9,2,True,True,True,True,True
P05161,ISG15,Ubiquitin-like protein ISG15,ISG15_HUMAN,0.9792081003398432,0.0075880758807588,17887.5,0.07707129094412331,154.14296705722808,93.33687973022461,92.29287090558766,Sparse (<50%),0.07707129094412331,0.08786610878661087,0.06785714285714285,0.04285714285714286,0.15384615384615385,0.06557377049180328,0.06504065040650407,0.08391608391608392,0.0,0.16666666666666666,0.029411764705882353,0.21428571428571427,0.0784313725490196,0.10795454545454546,0.04838709677419355,0.0,0.08,0.1,0.06779661016949153,0.0,0.0,1.0,0.08391608391608392,0.06504065040650407,0,0,0,0,0,0,False,False,False,False,False
P05164,MPO,Myeloperoxidase,PERM_HUMAN,1.480003086484055,0.0058910162002945,83868.57,0.8227360308285164,137.18286062236135,89.67851257324219,17.726396917148364,High (80–<90%),0.8227360308285164,0.8326359832635983,0.8142857142857143,0.9714285714285714,1.0,0.9672131147540983,0.6097560975609756,0.7482517482517482,0.9545454545454546,1.0,0.9411764705882353,0.9642857142857143,0.7908496732026143,0.8238636363636364,0.8494623655913979,0.75,0.96,0.9714285714285714,0.9661016949152542,1.0,1.0,1.0,0.7482517482517482,0.6097560975609756,9,2,7,2,7,0,True,False,True,False,True
P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA_HUMAN,0.6639156258593137,0.0073810825587752,80058.93,0.01348747591522158,113.59228461129325,109.7132263183594,98.65125240847784,Sparse (<50%),0.01348747591522158,0.016736401673640166,0.010714285714285714,0.0,0.0,0.0,0.024390243902439025,0.02097902097902098,0.0,0.0,0.0,0.03571428571428571,0.013071895424836602,0.011363636363636364,0.016129032258064516,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.02097902097902098,0.024390243902439025,0,0,0,0,0,0,False,False,False,False,False
P05166,PCCB,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB_HUMAN,1.516487611306642,0.0073810825587752,58215.67,0.030828516377649325,120.95069685578346,47.75358200073242,96.91714836223507,Sparse (<50%),0.030828516377649325,0.04184100418410042,0.02142857142857143,0.02857142857142857,0.0,0.01639344262295082,0.024390243902439025,0.03496503496503497,0.0,0.0,0.058823529411764705,0.10714285714285714,0.032679738562091505,0.028409090909090908,0.03225806451612903,0.0,0.02,0.0,0.0423728813559322,0.0,1.0,0.0,0.03496503496503497,0.024390243902439025,0,0,0,0,0,0,False,False,False,False,False
P05186,ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme",PPBT_HUMAN,0.6344673228562514,0.0040983606557377,57304.81,0.791907514450867,120.43673268547893,104.8770446777344,20.809248554913296,Moderate (50–<80%),0.791907514450867,0.8368200836820083,0.7535714285714286,0.8857142857142857,0.9615384615384616,0.8852459016393442,0.5691056910569106,0.7482517482517482,0.9090909090909091,1.0,0.9705882352941176,1.0,0.7581699346405228,0.7840909090909091,0.8279569892473119,0.75,0.94,0.9285714285714286,0.940677966101695,0.6666666666666666,1.0,1.0,0.7482517482517482,0.5691056910569106,9,2,7,1,5,0,False,False,True,False,False
P05198,EIF2S1,Eukaryotic translation initiation factor 2 subunit 1,IF2A_HUMAN,0.9363132774013924,0.0072727272727272,36112.16,0.7687861271676301,169.97263791507348,121.0584411621094,23.121387283236995,Moderate (50–<80%),0.7687861271676301,0.7866108786610879,0.7535714285714286,0.7571428571428571,1.0,0.9344262295081968,0.6097560975609756,0.7482517482517482,0.8181818181818182,0.9166666666666666,0.9117647058823529,0.75,0.8169934640522876,0.7215909090909091,0.7741935483870968,0.75,0.94,0.8571428571428571,0.8135593220338984,0.9166666666666666,1.0,1.0,0.7482517482517482,0.6097560975609756,9,2,5,0,4,0,False,False,True,False,False
P05204;Q15651,HMGN2;HMGN3,Non-histone chromosomal protein HMG-17;High mobility group nucleosome-binding domain-containing protein 3,HMGN2_HUMAN;HMGN3_HUMAN,2.266711834092872,0.0073810825587752,9392.67;10665.85,0.28709055876685935,189.1921687350177,94.73504638671876,71.29094412331408,Sparse (<50%),0.28709055876685935,0.24686192468619247,0.32142857142857145,0.34285714285714286,0.6538461538461539,0.3442622950819672,0.22764227642276422,0.08391608391608392,0.5,0.75,0.3235294117647059,0.5714285714285714,0.35294117647058826,0.2840909090909091,0.23118279569892472,0.5,0.34,0.4714285714285714,0.4322033898305085,0.4166666666666667,1.0,1.0,0.08391608391608392,0.22764227642276422,4,0,0,0,0,0,False,False,False,False,False
P05362,ICAM1,Intercellular adhesion molecule 1,ICAM1_HUMAN,0.4821041883340545,0.0016233766233766,57825.22,1.0,825.5575418343664,738.6556396484375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05386,RPLP1,Large ribosomal subunit protein P1,RLA1_HUMAN,0.7797076023838485,0.0072727272727272,11513.93,0.9518304431599229,470.7985823415069,376.737548828125,4.8169556840077075,High (≥90%),0.9518304431599229,0.9414225941422594,0.9607142857142857,0.9714285714285714,1.0,0.9672131147540983,0.943089430894309,0.916083916083916,1.0,1.0,0.9705882352941176,0.9642857142857143,0.9607843137254902,0.9034090909090909,0.989247311827957,1.0,0.96,0.9714285714285714,0.9830508474576272,1.0,1.0,1.0,0.916083916083916,0.943089430894309,9,2,9,2,9,2,True,True,True,True,True
P05387,RPLP2,Large ribosomal subunit protein P2,RLA2_HUMAN,0.6474843828449546,0.0040983606557377,11664.93,0.9865125240847784,509.690567728132,444.0275115966797,1.348747591522158,High (≥90%),0.9865125240847784,0.99581589958159,0.9785714285714285,1.0,1.0,1.0,0.9512195121951219,1.0,1.0,1.0,0.9705882352941176,1.0,0.9869281045751634,0.9829545454545454,0.989247311827957,1.0,1.0,1.0,0.9915254237288136,1.0,1.0,1.0,1.0,0.9512195121951219,9,2,9,2,9,2,True,True,True,True,True
P05388,RPLP0,Large ribosomal subunit protein uL10,RLA0_HUMAN,0.7356222684967225,0.0040983606557377,34273.5,0.9980732177263969,462.7860086102283,399.02038574218756,0.1926782273603083,High (≥90%),0.9980732177263969,1.0,0.9964285714285714,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0,1.0,0.9943181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991869918699187,9,2,9,2,9,2,True,True,True,True,True
P05408,SCG5,Neuroendocrine protein 7B2,7B2_HUMAN,1.335623155978055,0.0078146052277014,23729.66,0.3988439306358382,452.68974905889394,156.3499298095703,60.115606936416185,Sparse (<50%),0.3988439306358382,0.4686192468619247,0.3392857142857143,0.4,0.6538461538461539,0.6065573770491803,0.10569105691056911,0.2937062937062937,0.7727272727272727,0.5,0.7352941176470589,0.7857142857142857,0.39215686274509803,0.35795454545454547,0.44086021505376344,0.5,0.62,0.5142857142857142,0.635593220338983,0.5833333333333334,1.0,1.0,0.2937062937062937,0.10569105691056911,6,0,0,0,0,0,False,False,False,False,False
P05452,CLEC3B,Tetranectin,TETN_HUMAN,0.6315177076447352,0.0073810825587752,22536.81,1.0,7176.2292826217035,5710.505859375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05455,SSB,Lupus La protein,LA_HUMAN,1.237124571776136,0.0072727272727272,46837.05,0.6936416184971098,125.24460049470265,99.00273895263672,30.63583815028902,Moderate (50–<80%),0.6936416184971098,0.7154811715481172,0.675,0.7857142857142857,1.0,0.9180327868852459,0.42276422764227645,0.5804195804195804,0.9545454545454546,1.0,0.9117647058823529,0.8571428571428571,0.6797385620915033,0.6931818181818182,0.6989247311827957,1.0,0.9,0.8714285714285714,0.8813559322033898,1.0,1.0,1.0,0.5804195804195804,0.42276422764227645,8,2,6,0,5,0,False,False,False,False,False
P05543,SERPINA7,Thyroxine-binding globulin,THBG_HUMAN,0.7539517842378781,0.0016233766233766,46324.5,1.0,976.0621597495841,753.1389770507812,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05546,SERPIND1,Heparin cofactor 2,HEP2_HUMAN,0.5251246567391069,0.0016233766233766,57070.6,1.0,80548.86980860127,72434.9609375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05556,ITGB1,Integrin beta-1,ITB1_HUMAN,0.6270980279773684,0.0016233766233766,88415.27,1.0,2374.587478373092,2149.46044921875,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
P05771,PRKCB,Protein kinase C beta type,KPCB_HUMAN,1.501912694922634,0.0073810825587752,76868.96,0.4393063583815029,300.6779142262643,150.4415740966797,56.06936416184971,Sparse (<50%),0.4393063583815029,0.49372384937238495,0.39285714285714285,0.22857142857142856,0.9230769230769231,0.39344262295081966,0.37398373983739835,0.4405594405594406,0.5909090909090909,0.6666666666666666,0.4117647058823529,0.7142857142857143,0.46405228758169936,0.4090909090909091,0.44086021505376344,0.75,0.4,0.5,0.4830508474576271,0.4166666666666667,0.5,1.0,0.4405594405594406,0.37398373983739835,4,0,1,0,1,0,False,False,False,False,False
P05783,KRT18,"Keratin, type I cytoskeletal 18",K1C18_HUMAN,1.832942566634943,0.0016233766233766,48057.81,0.5144508670520231,515.8243365403865,255.0346984863281,48.554913294797686,Moderate (50–<80%),0.5144508670520231,0.6317991631799164,0.4142857142857143,0.4142857142857143,0.5769230769230769,0.5409836065573771,0.3170731707317073,0.5244755244755245,0.9545454545454546,0.75,0.7647058823529411,0.7142857142857143,0.45098039215686275,0.4943181818181818,0.5752688172043011,1.0,0.58,0.38571428571428573,0.7542372881355932,0.4166666666666667,1.0,1.0,0.5244755244755245,0.3170731707317073,7,1,1,0,1,0,False,False,False,False,False
P05787,KRT8,"Keratin, type II cytoskeletal 8",K2C8_HUMAN,1.890532064475921,0.006765899864682,53704.24,0.5105973025048169,219.62922949880925,117.4632263183594,48.94026974951831,Moderate (50–<80%),0.5105973025048169,0.4602510460251046,0.5535714285714286,0.5285714285714286,0.5769230769230769,0.6065573770491803,0.5365853658536586,0.3006993006993007,0.7272727272727273,0.6666666666666666,0.7647058823529411,0.6071428571428571,0.5555555555555556,0.4943181818181818,0.4838709677419355,0.75,0.64,0.5571428571428572,0.652542372881356,0.4166666666666667,1.0,1.0,0.3006993006993007,0.5365853658536586,8,1,0,0,0,0,False,False,False,False,False
P05976,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",MYL1_HUMAN,2.111783124266831,0.0040983606557377,21145.1,0.6165703275529865,240.7278241544962,119.93313217163086,38.34296724470135,Moderate (50–<80%),0.6165703275529865,0.6359832635983264,0.6,0.8,0.9230769230769231,0.6557377049180327,0.3902439024390244,0.46853146853146854,0.7272727272727273,1.0,0.9117647058823529,0.9285714285714286,0.5882352941176471,0.6079545454545454,0.6451612903225806,0.75,0.64,0.8285714285714286,0.8728813559322034,0.75,1.0,1.0,0.46853146853146854,0.3902439024390244,7,2,5,0,4,0,False,False,False,False,False
P05997,COL5A2,Collagen alpha-2(V) chain,CO5A2_HUMAN,0.7285829899226139,0.0040983606557377,144910.09,0.8554913294797688,289.4930104393143,237.30033874511716,14.450867052023122,High (80–<90%),0.8554913294797688,0.7907949790794979,0.9107142857142857,0.9571428571428572,1.0,1.0,0.8211382113821138,0.6503496503496503,1.0,1.0,1.0,1.0,0.8627450980392157,0.8181818181818182,0.8817204301075269,1.0,1.0,0.9857142857142858,0.9830508474576272,1.0,1.0,1.0,0.6503496503496503,0.8211382113821138,9,2,8,1,7,1,True,False,True,False,False
P06132,UROD,Uroporphyrinogen decarboxylase,DCUP_HUMAN,1.158941155664355,0.0073810825587752,40786.9,0.3930635838150289,179.25428672631583,120.21778488159174,60.69364161849711,Sparse (<50%),0.3930635838150289,0.48535564853556484,0.3142857142857143,0.21428571428571427,0.8846153846153846,0.4262295081967213,0.1951219512195122,0.5734265734265734,0.4090909090909091,0.25,0.3235294117647059,0.39285714285714285,0.37254901960784315,0.4034090909090909,0.3978494623655914,0.5,0.46,0.4714285714285714,0.2966101694915254,0.3333333333333333,1.0,1.0,0.5734265734265734,0.1951219512195122,2,0,1,0,0,0,False,False,False,False,False
P06239,LCK,Tyrosine-protein kinase Lck,LCK_HUMAN,0.5546542613940952,0.0073810825587752,58000.6,0.5973025048169557,122.7652800621525,112.52684020996095,40.26974951830443,Moderate (50–<80%),0.5973025048169557,0.6192468619246861,0.5785714285714286,0.5571428571428572,0.7307692307692307,0.5901639344262295,0.5528455284552846,0.6083916083916084,0.6363636363636364,0.9166666666666666,0.5588235294117647,0.6071428571428571,0.5751633986928104,0.5284090909090909,0.6720430107526881,1.0,0.62,0.6142857142857143,0.6186440677966102,0.5,0.5,1.0,0.6083916083916084,0.5528455284552846,9,2,1,0,1,0,False,False,True,False,False
P06241,FYN,Tyrosine-protein kinase Fyn,FYN_HUMAN,0.9202699682133676,0.0073810825587752,60761.9,0.10404624277456648,175.16460718931975,130.29334259033206,89.59537572254335,Sparse (<50%),0.10404624277456648,0.1589958158995816,0.05714285714285714,0.02857142857142857,0.15384615384615385,0.04918032786885246,0.056910569105691054,0.14685314685314685,0.18181818181818182,0.3333333333333333,0.029411764705882353,0.2857142857142857,0.08496732026143791,0.09659090909090909,0.12365591397849462,0.25,0.06,0.08571428571428572,0.13559322033898305,0.0,0.0,1.0,0.14685314685314685,0.056910569105691054,0,0,0,0,0,0,False,False,False,False,False
P06276,BCHE,Cholinesterase,CHLE_HUMAN,1.285525541892116,0.0016233766233766,68418.05,0.9691714836223507,623.3840221154761,319.8216247558594,3.0828516377649327,High (≥90%),0.9691714836223507,0.9539748953974896,0.9821428571428571,1.0,1.0,1.0,0.959349593495935,0.9230769230769231,1.0,1.0,1.0,1.0,0.9673202614379085,0.9659090909090909,0.9731182795698925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.959349593495935,9,2,9,2,9,2,True,True,True,True,True
P06280,GLA,Alpha-galactosidase A,AGAL_HUMAN,0.6929739225923581,0.0073810825587752,48766.76,0.21965317919075145,71.63037891136973,61.1175594329834,78.03468208092485,Sparse (<50%),0.21965317919075145,0.2217573221757322,0.21785714285714286,0.3,0.4230769230769231,0.21311475409836064,0.13008130081300814,0.06993006993006994,0.36363636363636365,0.75,0.38235294117647056,0.4642857142857143,0.22875816993464052,0.2159090909090909,0.20430107526881722,0.75,0.22,0.2857142857142857,0.4406779661016949,0.16666666666666666,1.0,1.0,0.06993006993006994,0.13008130081300814,1,0,0,0,0,0,False,False,False,False,False
