PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
P06331,IGHV4-34,Immunoglobulin heavy variable 4-34,HV434_HUMAN,1.179131579087019,0.0016233766233766,13814.86,153,1.0,185,0.9946236559139785,175,0.9943181818181818
P06396,GSN,Gelsolin,GELS_HUMAN,0.6651428067036,0.0016233766233766,85697.51,153,1.0,186,1.0,176,1.0
P06454,PTMA,Prothymosin alpha,PTMA_HUMAN,0.8656995854217447,0.0073810825587752,12202.96,152,0.9934640522875817,184,0.989247311827957,174,0.9886363636363636
P06576,ATP5F1B,"ATP synthase F(1) complex subunit beta, mitochondrial",ATPB_HUMAN,2.315291108864282,0.0040983606557377,56559.9,131,0.8562091503267973,149,0.8010752688172043,141,0.8011363636363636
P06681,C2,Complement C2,CO2_HUMAN,1.779047881834599,0.0016233766233766,83267.83,153,1.0,186,1.0,176,1.0
P06702,S100A9,Protein S100-A9,S10A9_HUMAN,2.448527605509347,0.0016233766233766,13241.99,153,1.0,186,1.0,176,1.0
P06703,S100A6,Protein S100-A6,S10A6_HUMAN,0.847968114396801,0.0072727272727272,10179.73,153,1.0,185,0.9946236559139785,174,0.9886363636363636
P06727,APOA4,Apolipoprotein A-IV,APOA4_HUMAN,0.4906659153662712,0.0016233766233766,45372.03,153,1.0,186,1.0,176,1.0
P06733,ENO1,Alpha-enolase,ENOA_HUMAN,0.7254571096242483,0.0040983606557377,47168.96,153,1.0,186,1.0,176,1.0
P06734,FCER2,Low affinity immunoglobulin epsilon Fc receptor,FCER2_HUMAN,0.6521001464759667,0.0073810825587752,36468.78,146,0.954248366013072,181,0.9731182795698925,162,0.9204545454545454
P06744,GPI,Glucose-6-phosphate isomerase,G6PI_HUMAN,1.864088277995536,0.0058910162002945,63147.12,131,0.8562091503267973,167,0.8978494623655914,154,0.875
P06753,TPM3,Tropomyosin alpha-3 chain,TPM3_HUMAN,1.716841113588214,0.0040983606557377,32949.97,152,0.9934640522875817,182,0.978494623655914,175,0.9943181818181818
P06756,ITGAV,Integrin alpha-V,ITAV_HUMAN,0.6184527048124198,0.0073810825587752,116037.86,128,0.8366013071895425,154,0.8279569892473119,145,0.8238636363636364
P06858,LPL,Lipoprotein lipase,LIPL_HUMAN,0.6277592775830699,0.0016233766233766,53162.49,153,1.0,186,1.0,176,1.0
P07093,SERPINE2,Glia-derived nexin,GDN_HUMAN,1.30155847683398,0.0040983606557377,44002.22,138,0.9019607843137255,174,0.9354838709677419,156,0.8863636363636364
P07195,LDHB,L-lactate dehydrogenase B chain,LDHB_HUMAN,1.903391611490403,0.0030581039755351,36638.48,152,0.9934640522875817,186,1.0,176,1.0
P07203,GPX1,Glutathione peroxidase 1,GPX1_HUMAN,1.152032139644734,0.0040983606557377,22088.17,152,0.9934640522875817,185,0.9946236559139785,172,0.9772727272727273
P07225,PROS1,Vitamin K-dependent protein S,PROS_HUMAN,0.6227153973233376,0.0016233766233766,75122.59,153,1.0,186,1.0,176,1.0
P07237,P4HB,Protein disulfide-isomerase,PDIA1_HUMAN,0.7040026331951191,0.0016233766233766,57116.36,153,1.0,186,1.0,176,1.0
P07307,ASGR2,Asialoglycoprotein receptor 2,ASGR2_HUMAN,0.6089009448175856,0.0016233766233766,35092.21,130,0.8496732026143791,170,0.9139784946236559,161,0.9147727272727273
P07327,ADH1A,Alcohol dehydrogenase 1A,ADH1A_HUMAN,1.199873299256476,0.0058910162002945,39858.69,147,0.9607843137254902,182,0.978494623655914,170,0.9659090909090909
P07333,CSF1R,Macrophage colony-stimulating factor 1 receptor,CSF1R_HUMAN,0.5944858474512668,0.0040983606557377,107983.75,153,1.0,186,1.0,176,1.0
P07339,CTSD,Cathepsin D,CATD_HUMAN,1.014743407256906,0.0040983606557377,44552.22,153,1.0,186,1.0,176,1.0
P07355,ANXA2,Annexin A2,ANXA2_HUMAN,0.8521922902004228,0.0016233766233766,38604.04,153,1.0,186,1.0,176,1.0
P07357,C8A,Complement component C8 alpha chain,CO8A_HUMAN,0.625977446918786,0.0040983606557377,65163.2,153,1.0,186,1.0,176,1.0
P07358,C8B,Complement component C8 beta chain,CO8B_HUMAN,0.6225283355022487,0.0016233766233766,66947.73,153,1.0,186,1.0,176,1.0
P07359,GP1BA,Platelet glycoprotein Ib alpha chain,GP1BA_HUMAN,0.4560352952485152,0.0040983606557377,71540.03,153,1.0,186,1.0,176,1.0
P07360,C8G,Complement component C8 gamma chain,CO8G_HUMAN,0.7250863906291427,0.0040983606557377,22277.46,153,1.0,186,1.0,176,1.0
P07384,CAPN1,Calpain-1 catalytic subunit,CAN1_HUMAN,0.7795133497803729,0.0016233766233766,81890.05,153,1.0,186,1.0,176,1.0
P07437,TUBB,Tubulin beta chain,TBB5_HUMAN,1.519649442756483,0.0016233766233766,49670.81,153,1.0,186,1.0,175,0.9943181818181818
P07477,PRSS1,Serine protease 1,TRY1_HUMAN,0.7547360767043507,0.0073810825587752,26558.08,151,0.9869281045751634,183,0.9838709677419355,175,0.9943181818181818
P07585,DCN,Decorin,PGS2_HUMAN,0.4560036600594116,0.0040983606557377,39746.78,153,1.0,186,1.0,176,1.0
P07602,PSAP,Prosaposin,SAP_HUMAN,0.6458485636244758,0.0040983606557377,58112.64,148,0.9673202614379085,180,0.967741935483871,167,0.9488636363636364
P07711,CTSL,Procathepsin L,CATL1_HUMAN,0.6831959453003525,0.006765899864682,37564.13,149,0.9738562091503268,175,0.9408602150537635,169,0.9602272727272727
P07737,PFN1,Profilin-1,PROF1_HUMAN,1.788951215819772,0.0040983606557377,15054.23,153,1.0,186,1.0,176,1.0
P07738,BPGM,Bisphosphoglycerate mutase,PMGE_HUMAN,1.460299233868104,0.0016233766233766,30005.21,139,0.9084967320261438,170,0.9139784946236559,157,0.8920454545454546
P07741,APRT,Adenine phosphoribosyltransferase,APT_HUMAN,0.8217871055453081,0.0040983606557377,19607.76,152,0.9934640522875817,180,0.967741935483871,166,0.9431818181818182
P07858,CTSB,Cathepsin B,CATB_HUMAN,0.6554649897342159,0.0016233766233766,37821.58,146,0.954248366013072,175,0.9408602150537635,162,0.9204545454545454
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,HS90A_HUMAN,0.6337969240825051,0.0016233766233766,84659.71,153,1.0,186,1.0,176,1.0
P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,HNRPC_HUMAN,0.8218492240524792,0.0040983606557377,33670,151,0.9869281045751634,181,0.9731182795698925,173,0.9829545454545454
P07942,LAMB1,Laminin subunit beta-1,LAMB1_HUMAN,0.6158461191342705,0.0016233766233766,198038.36,153,1.0,186,1.0,176,1.0
P07947,YES1,Tyrosine-protein kinase Yes,YES_HUMAN,1.656199611315392,0.0040983606557377,60801.23,152,0.9934640522875817,183,0.9838709677419355,169,0.9602272727272727
P07948,LYN,Tyrosine-protein kinase Lyn,LYN_HUMAN,2.48970359924641,0.0058910162002945,58574.08,135,0.8823529411764706,171,0.9193548387096774,148,0.8409090909090909
P07988,SFTPB,Pulmonary surfactant-associated protein B,PSPB_HUMAN,0.773254171700629,0.0040983606557377,42117.14,143,0.934640522875817,176,0.946236559139785,166,0.9431818181818182
P07996,THBS1,Thrombospondin-1,TSP1_HUMAN,1.248829874077335,0.0058910162002945,129382.66,153,1.0,186,1.0,176,1.0
P08133,ANXA6,Annexin A6,ANXA6_HUMAN,0.7342700884035372,0.0058910162002945,75873.27,153,1.0,186,1.0,176,1.0
P08185,SERPINA6,Corticosteroid-binding globulin,CBG_HUMAN,1.197217928218971,0.0016233766233766,45140.87,153,1.0,186,1.0,176,1.0
P08195,SLC3A2,Amino acid transporter heavy chain SLC3A2,4F2_HUMAN,0.6039353131394277,0.0040983606557377,57944.92,153,1.0,183,0.9838709677419355,174,0.9886363636363636
P08237,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type",PFKAM_HUMAN,2.036289552518817,0.0073810825587752,85182.52,123,0.803921568627451,144,0.7741935483870968,132,0.75
P08238,HSP90AB1,Heat shock protein HSP 90-beta,HS90B_HUMAN,0.5176161831539305,0.0016233766233766,83264.19,153,1.0,186,1.0,176,1.0
P08253,MMP2,72 kDa type IV collagenase,MMP2_HUMAN,0.5537470982920285,0.0016233766233766,73882.3,153,1.0,186,1.0,176,1.0
P08254,MMP3,Stromelysin-1,MMP3_HUMAN,0.6896016941184527,0.0016233766233766,53977.33,153,1.0,186,1.0,176,1.0
P08263;P09210,GSTA1;GSTA2,Glutathione S-transferase A1;Glutathione S-transferase A2,GSTA1_HUMAN;GSTA2_HUMAN,0.8814218257531227,0.0072727272727272,25631.07;25663.95,114,0.7450980392156863,150,0.8064516129032258,129,0.7329545454545454
P08294,SOD3,Extracellular superoxide dismutase [Cu-Zn],SODE_HUMAN,0.5912472336768653,0.0040983606557377,25850.91,153,1.0,186,1.0,176,1.0
P08311,CTSG,Cathepsin G,CATG_HUMAN,2.160184224188472,0.0016233766233766,28837.21,152,0.9934640522875817,186,1.0,176,1.0
P08319,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,ADH4_HUMAN,1.390909717942638,0.0016233766233766,40221.74,153,1.0,186,1.0,176,1.0
P08493,MGP,Matrix Gla protein,MGP_HUMAN,0.5665794385487894,0.0016233766233766,12353.19,153,1.0,186,1.0,176,1.0
P08514,ITGA2B,Integrin alpha-IIb,ITA2B_HUMAN,1.372458744585637,0.0016233766233766,113376.87,153,1.0,186,1.0,176,1.0
P08519,LPA,Apolipoprotein(a),APOA_HUMAN,0.9076636922882576,0.0016233766233766,226545.78,153,1.0,186,1.0,176,1.0
P08567,PLEK,Pleckstrin,PLEK_HUMAN,2.070722174595069,0.0016233766233766,40124.85,153,1.0,186,1.0,173,0.9829545454545454
P08571,CD14,Monocyte differentiation antigen CD14,CD14_HUMAN,0.5607335989400232,0.0040983606557377,40076.2,153,1.0,186,1.0,176,1.0
P08575,PTPRC,Receptor-type tyrosine-protein phosphatase C,PTPRC_HUMAN,0.4880144594089993,0.0016233766233766,147486.49,153,1.0,186,1.0,176,1.0
P08581,MET,Hepatocyte growth factor receptor,MET_HUMAN,1.680511451880023,0.0073810825587752,155541.3,132,0.8627450980392157,171,0.9193548387096774,160,0.9090909090909091
P08603,CFH,Complement factor H,CFAH_HUMAN,1.380425254616248,0.0040983606557377,139096.31,153,1.0,186,1.0,176,1.0
P08637,FCGR3A,Low affinity immunoglobulin gamma Fc region receptor III-A,FCG3A_HUMAN,0.6865182679166895,0.0016233766233766,29089.13,152,0.9934640522875817,185,0.9946236559139785,176,1.0
P08648,ITGA5,Integrin alpha-5,ITA5_HUMAN,0.6029806264363686,0.0040983606557377,114536.49,149,0.9738562091503268,179,0.9623655913978495,169,0.9602272727272727
P08670,VIM,Vimentin,VIME_HUMAN,2.418703067084651,0.0016233766233766,53651.68,151,0.9869281045751634,185,0.9946236559139785,175,0.9943181818181818
P08697,SERPINF2,Alpha-2-antiplasmin,A2AP_HUMAN,0.685627953771535,0.0058910162002945,54565.76,153,1.0,186,1.0,176,1.0
P08709,F7,Coagulation factor VII,FA7_HUMAN,0.5705648642252599,0.0016233766233766,51593.85,153,1.0,186,1.0,176,1.0
P08727,KRT19,"Keratin, type I cytoskeletal 19",K1C19_HUMAN,1.29877973636204,0.0016233766233766,44105.99,136,0.8888888888888888,169,0.9086021505376344,159,0.9034090909090909
P08729,KRT7,"Keratin, type II cytoskeletal 7",K2C7_HUMAN,1.00447145601399,0.0073810825587752,51385.66,131,0.8562091503267973,160,0.8602150537634409,154,0.875
P08754,GNAI3,Guanine nucleotide-binding protein G(i) subunit alpha-3,GNAI3_HUMAN,0.8764142160234897,0.0072727272727272,40532.19,133,0.869281045751634,164,0.8817204301075269,144,0.8181818181818182
P08758,ANXA5,Annexin A5,ANXA5_HUMAN,1.750918477128522,0.0040983606557377,35936.76,150,0.9803921568627451,181,0.9731182795698925,167,0.9488636363636364
P08779,KRT16,"Keratin, type I cytoskeletal 16",K1C16_HUMAN,1.709845351378339,0.0016233766233766,51267.82,152,0.9934640522875817,183,0.9838709677419355,171,0.9715909090909091
P08833,IGFBP1,Insulin-like growth factor-binding protein 1,IBP1_HUMAN,1.000247477707818,0.0016233766233766,27903.66,151,0.9869281045751634,184,0.989247311827957,175,0.9943181818181818
P08865,RPSA,Small ribosomal subunit protein uS2,RSSA_HUMAN,1.049224974271448,0.0072727272727272,32854.07,147,0.9607843137254902,174,0.9354838709677419,165,0.9375
P09104,ENO2,Gamma-enolase,ENOG_HUMAN,0.8634574596201694,0.0058910162002945,47268.57,153,1.0,186,1.0,176,1.0
P09172,DBH,Dopamine beta-hydroxylase,DOPO_HUMAN,1.550014617586835,0.0016233766233766,69064.98,135,0.8823529411764706,158,0.8494623655913979,156,0.8863636363636364
P09211,GSTP1,Glutathione S-transferase P,GSTP1_HUMAN,1.753587198482665,0.0016233766233766,23355.83,150,0.9803921568627451,182,0.978494623655914,172,0.9772727272727273
P09237,MMP7,Matrilysin,MMP7_HUMAN,0.6831505833369216,0.0072727272727272,29676.83,130,0.8496732026143791,154,0.8279569892473119,134,0.7613636363636364
P09326,CD48,CD48 antigen,CD48_HUMAN,0.6637252526362244,0.006765899864682,27683.1,145,0.9477124183006536,180,0.967741935483871,165,0.9375
P09382,LGALS1,Galectin-1,LEG1_HUMAN,0.6794075080224447,0.0040983606557377,14715.7,152,0.9934640522875817,185,0.9946236559139785,175,0.9943181818181818
P09429,HMGB1,High mobility group protein B1,HMGB1_HUMAN,1.054512406501163,0.0040983606557377,24893.76,121,0.7908496732026143,161,0.8655913978494624,144,0.8181818181818182
P09486,SPARC,SPARC,SPRC_HUMAN,1.6143457188885,0.0016233766233766,34632.16,153,1.0,186,1.0,176,1.0
P09493,TPM1,Tropomyosin alpha-1 chain,TPM1_HUMAN,1.97110377017469,0.0058910162002945,32708.56,144,0.9411764705882353,172,0.9247311827956989,160,0.9090909090909091
P09603,CSF1,Macrophage colony-stimulating factor 1,CSF1_HUMAN,0.5063568067485325,0.0016233766233766,60179.46,153,1.0,186,1.0,176,1.0
P09619,PDGFRB,Platelet-derived growth factor receptor beta,PGFRB_HUMAN,0.6640837673012976,0.0016233766233766,123968.03,153,1.0,186,1.0,176,1.0
P09668,CTSH,Pro-cathepsin H,CATH_HUMAN,0.6513234936794599,0.0030581039755351,37393.63,147,0.9607843137254902,176,0.946236559139785,168,0.9545454545454546
P09871,C1S,Complement C1s subcomponent,C1S_HUMAN,0.5341750409374129,0.0016233766233766,76684.43,153,1.0,186,1.0,176,1.0
P09960,LTA4H,Leukotriene A-4 hydrolase,LKHA4_HUMAN,0.9606601956394858,0.0016233766233766,69285.27,146,0.954248366013072,183,0.9838709677419355,168,0.9545454545454546
P0C0L4,C4A,Complement C4-A,CO4A_HUMAN,0.7382712847492146,0.0016233766233766,192785.48,153,1.0,186,1.0,176,1.0
P0C0L5,C4B_2,Complement C4-B,CO4B_HUMAN,0.7551053295591529,0.0016233766233766,192751.45,153,1.0,186,1.0,176,1.0
P0DJI8,SAA1,Serum amyloid A-1 protein,SAA1_HUMAN,1.582202822655407,0.0040983606557377,13546.04,153,1.0,186,1.0,176,1.0
P0DJI9,SAA2,Serum amyloid A-2 protein,SAA2_HUMAN,1.73930264936755,0.0016233766233766,13527.09,153,1.0,186,1.0,176,1.0
P0DMV8;P0DMV9,HSPA1A;HSPA1B,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HS71A_HUMAN;HS71B_HUMAN,1.137152435606051,0.0040983606557377,70052.23;70052.23,153,1.0,186,1.0,176,1.0
P0DOX2,,Immunoglobulin alpha-2 heavy chain,IGA2_HUMAN,1.062456470980938,0.0016233766233766,48934.17,153,1.0,186,1.0,176,1.0
P0DOX3,,Immunoglobulin delta heavy chain,IGD_HUMAN,1.251089711256531,0.0040983606557377,56224.32,131,0.8562091503267973,172,0.9247311827956989,158,0.8977272727272727
P0DOX5,,Immunoglobulin gamma-1 heavy chain,IGG1_HUMAN,1.030678570057415,0.0073810825587752,49328.8,116,0.7581699346405228,150,0.8064516129032258,131,0.7443181818181818
P0DOX7,,Immunoglobulin kappa light chain,IGK_HUMAN,0.7592295108182507,0.0016233766233766,23379.07,153,1.0,186,1.0,176,1.0
P0DOX8,,Immunoglobulin lambda-1 light chain,IGL1_HUMAN,0.9599032129670426,0.0072727272727272,22830.17,153,1.0,186,1.0,176,1.0
P0DOY2;P0DOY3,IGLC2;IGLC3,Immunoglobulin lambda constant 2;Immunoglobulin lambda constant 3,IGLC2_HUMAN;IGLC3_HUMAN,1.011713188361229,0.0073810825587752,11293.56;11265.55,150,0.9803921568627451,169,0.9086021505376344,163,0.9261363636363636
P0DP02,IGHV3-30-3,Immunoglobulin heavy variable 3-30-3,HVC33_HUMAN,1.027205286227601,0.0072727272727272,12988.81,153,1.0,186,1.0,176,1.0
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,Calmodulin-1;Calmodulin-2;Calmodulin-3,CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,1.036218145178257,0.0016233766233766,16837.58;16837.58;16837.58,153,1.0,186,1.0,175,0.9943181818181818
P0DPH7;P0DPH8,TUBA3C;TUBA3D,Tubulin alpha-3C chain;Tubulin alpha-3D chain,TBA3C_HUMAN;TBA3D_HUMAN,1.780902400203789,0.0016233766233766,49959.54;49959.54,153,1.0,186,1.0,176,1.0
P10124,SRGN,Serglycin,SRGN_HUMAN,1.10701743931373,0.0016233766233766,17651.79,153,1.0,186,1.0,176,1.0
P10301,RRAS,Ras-related protein R-Ras,RRAS_HUMAN,0.8700106041039974,0.0040983606557377,23480.49,120,0.7843137254901961,141,0.7580645161290323,135,0.7670454545454546
P10321,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",HLAC_HUMAN,0.8231369357198828,0.0065597667638483,40648.53,136,0.8888888888888888,161,0.8655913978494624,151,0.8579545454545454
P10412,H1-4,Histone H1.4,H14_HUMAN,2.52131329837506,0.0016233766233766,21865.27,153,1.0,186,1.0,175,0.9943181818181818
P10451,SPP1,Osteopontin,OSTP_HUMAN,0.5346903579158226,0.0040983606557377,35422.74,153,1.0,186,1.0,176,1.0
P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F,PTPRF_HUMAN,0.5854535632240637,0.0016233766233766,212878.88,151,0.9869281045751634,186,1.0,175,0.9943181818181818
P10599,TXN,Thioredoxin,THIO_HUMAN,0.7583925313693869,0.0016233766233766,11737.49,151,0.9869281045751634,186,1.0,176,1.0
P10619,CTSA,Lysosomal protective protein,PPGB_HUMAN,1.02014280774122,0.0072727272727272,54466.07,112,0.7320261437908496,147,0.7903225806451613,134,0.7613636363636364
P10643,C7,Complement component C7,CO7_HUMAN,1.123981489636666,0.0040983606557377,93518.23,153,1.0,186,1.0,176,1.0
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,KAP0_HUMAN,1.678367671343433,0.0040983606557377,42981.69,137,0.8954248366013072,157,0.8440860215053764,153,0.8693181818181818
P10645,CHGA,Chromogranin-A,CMGA_HUMAN,0.8321906713355931,0.0016233766233766,50688.44,153,1.0,186,1.0,176,1.0
P10646,TFPI,Tissue factor pathway inhibitor,TFPI1_HUMAN,0.6165900159126749,0.0040983606557377,35015.1,153,1.0,186,1.0,176,1.0
P10768,ESD,S-formylglutathione hydrolase,ESTD_HUMAN,1.093375303775582,0.0040983606557377,31462.79,139,0.9084967320261438,167,0.8978494623655914,154,0.875
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,2.009743531841403,0.0016233766233766,61054.63,142,0.9281045751633987,170,0.9139784946236559,154,0.875
P10909,CLU,Clusterin,CLUS_HUMAN,0.5399160921345794,0.0016233766233766,52494.57,153,1.0,186,1.0,176,1.0
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,BIP_HUMAN,0.694593822189584,0.0016233766233766,72332.96,153,1.0,186,1.0,176,1.0
P11047,LAMC1,Laminin subunit gamma-1,LAMC1_HUMAN,0.6965810207336309,0.0016233766233766,177602.86,153,1.0,186,1.0,176,1.0
P11049,CD37,Leukocyte antigen CD37,CD37_HUMAN,0.6391089635913382,0.0073810825587752,31703.27,153,1.0,185,0.9946236559139785,175,0.9943181818181818
P11142,HSPA8,Heat shock cognate 71 kDa protein,HSP7C_HUMAN,0.9249299015804112,0.0016233766233766,70898.09,153,1.0,186,1.0,176,1.0
P11150,LIPC,Hepatic triacylglycerol lipase,LIPC_HUMAN,0.5303877298933863,0.0016233766233766,55914.49,147,0.9607843137254902,177,0.9516129032258065,169,0.9602272727272727
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",GTR1_HUMAN,1.019281469948837,0.0016233766233766,54083.77,152,0.9934640522875817,186,1.0,174,0.9886363636363636
P11171,EPB41,Protein 4.1,EPB41_HUMAN,1.233120942125246,0.0016233766233766,97016.88,152,0.9934640522875817,186,1.0,174,0.9886363636363636
P11215,ITGAM,Integrin alpha-M,ITAM_HUMAN,0.6237047604680207,0.0016233766233766,127178.5,153,1.0,186,1.0,176,1.0
P11217,PYGM,"Glycogen phosphorylase, muscle form",PYGM_HUMAN,3.072813525128695,0.0040983606557377,97092.05,125,0.8169934640522876,157,0.8440860215053764,144,0.8181818181818182
P11226,MBL2,Mannose-binding protein C,MBL2_HUMAN,1.69949859761368,0.0058910162002945,26143.53,153,1.0,186,1.0,175,0.9943181818181818
P11234,RALB,Ras-related protein Ral-B,RALB_HUMAN,1.045815456392811,0.0016233766233766,23408.55,151,0.9869281045751634,184,0.989247311827957,174,0.9886363636363636
P11277,SPTB,"Spectrin beta chain, erythrocytic",SPTB1_HUMAN,1.370020276965011,0.0016233766233766,246468.1,153,1.0,186,1.0,176,1.0
P11279,LAMP1,Lysosome-associated membrane glycoprotein 1,LAMP1_HUMAN,0.6965875334621098,0.0072727272727272,44882.35,132,0.8627450980392157,167,0.8978494623655914,152,0.8636363636363636
P11362,FGFR1,Fibroblast growth factor receptor 1,FGFR1_HUMAN,0.6031008323747915,0.0040983606557377,91867.74,148,0.9673202614379085,182,0.978494623655914,171,0.9715909090909091
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,G6PD_HUMAN,2.036796944735962,0.0016233766233766,59256.75,145,0.9477124183006536,169,0.9086021505376344,160,0.9090909090909091
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",C1TC_HUMAN,1.008425840164419,0.0040983606557377,101531.2,151,0.9869281045751634,180,0.967741935483871,171,0.9715909090909091
P11597,CETP,Cholesteryl ester transfer protein,CETP_HUMAN,0.7100389536892849,0.0016233766233766,54756.21,153,1.0,186,1.0,176,1.0
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor,MPRI_HUMAN,0.5682214009255889,0.0073810825587752,274374.82,113,0.738562091503268,147,0.7903225806451613,131,0.7443181818181818
P11766,ADH5,Alcohol dehydrogenase class-3,ADHX_HUMAN,2.041248559551202,0.0073810825587752,39724.22,116,0.7581699346405228,155,0.8333333333333334,126,0.7159090909090909
P11940,PABPC1,Polyadenylate-binding protein 1,PABP1_HUMAN,1.410241279649917,0.0040983606557377,70670.84,122,0.7973856209150327,163,0.8763440860215054,136,0.7727272727272727
P12109,COL6A1,Collagen alpha-1(VI) chain,CO6A1_HUMAN,0.5318977753466564,0.0016233766233766,108529.39,153,1.0,186,1.0,176,1.0
P12110,COL6A2,Collagen alpha-2(VI) chain,CO6A2_HUMAN,0.6313969946574433,0.0016233766233766,108579.43,152,0.9934640522875817,186,1.0,176,1.0
P12111,COL6A3,Collagen alpha-3(VI) chain,CO6A3_HUMAN,0.4623693802992389,0.0016233766233766,343669.37,153,1.0,186,1.0,176,1.0
P12259,F5,Coagulation factor V,FA5_HUMAN,0.3886512121428182,0.0016233766233766,251703.42,153,1.0,186,1.0,176,1.0
P12273,PIP,Prolactin-inducible protein,PIP_HUMAN,1.471528150406664,0.0040983606557377,16572.47,142,0.9281045751633987,174,0.9354838709677419,161,0.9147727272727273
P12814,ACTN1,Alpha-actinin-1,ACTN1_HUMAN,2.400003225185858,0.0016233766233766,103057.55,153,1.0,186,1.0,176,1.0
P12821,ACE,Angiotensin-converting enzyme,ACE_HUMAN,0.6375249833747811,0.0030581039755351,149714.85,152,0.9934640522875817,186,1.0,175,0.9943181818181818
P12830,CDH1,Cadherin-1,CADH1_HUMAN,0.6722920200651833,0.0016233766233766,97456.15,153,1.0,186,1.0,176,1.0
P12931,SRC,Proto-oncogene tyrosine-protein kinase Src,SRC_HUMAN,2.21252715276074,0.0016233766233766,59834.76,124,0.8104575163398693,160,0.8602150537634409,134,0.7613636363636364
P12955,PEPD,Xaa-Pro dipeptidase,PEPD_HUMAN,3.529802047694135,0.0073810825587752,54548.17,108,0.7058823529411765,140,0.7526881720430108,125,0.7102272727272727
P13224,GP1BB,Platelet glycoprotein Ib beta chain,GP1BB_HUMAN,1.445263652350465,0.0040983606557377,21717.71,152,0.9934640522875817,184,0.989247311827957,176,1.0
P13473,LAMP2,Lysosome-associated membrane glycoprotein 2,LAMP2_HUMAN,1.078445231003489,0.0073810825587752,44960.73,128,0.8366013071895425,155,0.8333333333333334,147,0.8352272727272727
P13489,RNH1,Ribonuclease inhibitor,RINI_HUMAN,0.9929745281883332,0.0016233766233766,49973.46,136,0.8888888888888888,171,0.9193548387096774,151,0.8579545454545454
P13497,BMP1,Bone morphogenetic protein 1,BMP1_HUMAN,0.5052144469257078,0.0016233766233766,111248.7,153,1.0,186,1.0,176,1.0
P13591,NCAM1,Neural cell adhesion molecule 1,NCAM1_HUMAN,0.5592610956424189,0.0016233766233766,94574.16,153,1.0,186,1.0,176,1.0
P13598,ICAM2,Intercellular adhesion molecule 2,ICAM2_HUMAN,0.6603407436027372,0.0040983606557377,30654.31,153,1.0,185,0.9946236559139785,173,0.9829545454545454
P13611,VCAN,Versican core protein,CSPG2_HUMAN,0.5233948963927666,0.0016233766233766,372820.05,153,1.0,186,1.0,176,1.0
P13612,ITGA4,Integrin alpha-4,ITA4_HUMAN,0.7105686541132343,0.0016233766233766,114899.65,151,0.9869281045751634,181,0.9731182795698925,172,0.9772727272727273
P13639,EEF2,Elongation factor 2,EF2_HUMAN,1.190755241182584,0.0072727272727272,95338.14,152,0.9934640522875817,185,0.9946236559139785,173,0.9829545454545454
P13645,KRT10,"Keratin, type I cytoskeletal 10",K1C10_HUMAN,0.8959937328400402,0.0016233766233766,58827.09,153,1.0,186,1.0,176,1.0
P13646,KRT13,"Keratin, type I cytoskeletal 13",K1C13_HUMAN,0.8878065121565143,0.0040983606557377,49588.21,153,1.0,186,1.0,176,1.0
P13647,KRT5,"Keratin, type II cytoskeletal 5",K2C5_HUMAN,1.030280817512252,0.0016233766233766,62378.34,153,1.0,186,1.0,176,1.0
P13667,PDIA4,Protein disulfide-isomerase A4,PDIA4_HUMAN,0.8623433538075647,0.0016233766233766,72932.49,152,0.9934640522875817,186,1.0,172,0.9772727272727273
P13671,C6,Complement component C6,CO6_HUMAN,0.8824363578298386,0.0040983606557377,104786.06,153,1.0,186,1.0,176,1.0
P13686,ACP5,Tartrate-resistant acid phosphatase type 5,PPA5_HUMAN,0.6107391541433798,0.0072727272727272,36598.77,134,0.8758169934640523,161,0.8655913978494624,133,0.7556818181818182
P13727,PRG2,Bone marrow proteoglycan,PRG2_HUMAN,0.715354582958862,0.0072727272727272,25205.55,153,1.0,186,1.0,176,1.0
P13796,LCP1,Plastin-2,PLSL_HUMAN,0.867442120474967,0.0016233766233766,70288.39,153,1.0,186,1.0,176,1.0
