PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,detected_samples,missing_pct,median_positive_abundance
P17213,BPI,Bactericidal permeability-increasing protein,BPI_HUMAN,2.14779486981707,0.0073810825587752,53899.69,114,78.03468208092485,75.41544723510742
P17252,PRKCA,Protein kinase C alpha type,KPCA_HUMAN,1.637455198605292,0.0072727272727272,76749.93,234,54.91329479768786,73.46426010131836
P17301,ITGA2,Integrin alpha-2,ITA2_HUMAN,0.799437942376442,0.0016233766233766,129296.38,519,0.0,325.9243774414062
P17568,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUB7_HUMAN,0.6415015811885563,0.0073810825587752,16401.94,5,99.03660886319847,152.4548034667969
P17612,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,KAPCA_HUMAN,1.028057049927494,0.0072727272727272,40589.66,220,57.61078998073218,87.28079986572266
P17655,CAPN2,Calpain-2 catalytic subunit,CAN2_HUMAN,0.7428533227726766,0.0040983606557377,79995.35,518,0.1926782273603083,600.10888671875
P17661,DES,Desmin,DESM_HUMAN,2.392269115229555,0.0073810825587752,53535.78,58,88.82466281310212,65.47955703735352
P17812,CTPS1,CTP synthase 1,PYRG1_HUMAN,1.555400069513358,0.0073810825587752,66690.35,131,74.75915221579962,47.75279998779297
P17813,ENG,Endoglin,EGLN_HUMAN,0.5161264898713819,0.0073810825587752,70578.07,396,23.699421965317917,159.4405975341797
P17844,DDX5,Probable ATP-dependent RNA helicase DDX5,DDX5_HUMAN,0.9833494441572928,0.0040983606557377,69148.08,488,5.973025048169557,3629.6895751953125
P17858,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",PFKAL_HUMAN,1.070251296850408,0.0030581039755351,85018.42,473,8.863198458574182,124.7314453125
P17900,GM2A,Ganglioside GM2 activator,SAP3_HUMAN,0.7404686501845668,0.006765899864682,20838.37,460,11.368015414258188,197.50580596923828
P17927,CR1,Complement receptor type 1,CR1_HUMAN,0.6224515474325775,0.0055467511885895,223662.82,495,4.624277456647398,201.5491638183593
P17931,LGALS3,Galectin-3,LEG3_HUMAN,0.7369866875310752,0.0058910162002945,26152.33,415,20.03853564547206,99.30972290039062
P17936,IGFBP3,Insulin-like growth factor-binding protein 3,IBP3_HUMAN,1.019575674562881,0.0016233766233766,31674.2,519,0.0,2615.279541015625
P17980,PSMC3,26S proteasome regulatory subunit 6A,PRS6A_HUMAN,0.986027269869929,0.0016233766233766,49203.53,494,4.8169556840077075,180.8357772827148
P17987,TCP1,T-complex protein 1 subunit alpha,TCPA_HUMAN,2.766601208628941,0.0040983606557377,60343.57,482,7.129094412331407,152.71383666992188
P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,PTN1_HUMAN,1.790846920232436,0.0073810825587752,49966.83,145,72.0616570327553,138.9769134521484
P18054,ALOX12,Polyunsaturated fatty acid lipoxygenase ALOX12,LOX12_HUMAN,2.008833490246534,0.006765899864682,75694.05,256,50.67437379576107,96.66938018798828
P18065,IGFBP2,Insulin-like growth factor-binding protein 2,IBP2_HUMAN,0.9642050340281868,0.0016233766233766,34814.08,513,1.1560693641618496,3865.4169921875
P18084,ITGB5,Integrin beta-5,ITB5_HUMAN,0.8626508764087489,0.0073810825587752,88054.21,151,70.90558766859345,51.04008865356445
P18085,ARF4,ADP-ribosylation factor 4,ARF4_HUMAN,1.277711528614806,0.0040983606557377,20510.77,424,18.304431599229286,190.5066452026367
P18124,RPL7,Large ribosomal subunit protein uL30,RL7_HUMAN,1.202737736527479,0.0072727272727272,29225.77,399,23.121387283236995,79.83515167236328
P18206,VCL,Vinculin,VINC_HUMAN,2.665907318858664,0.0016233766233766,123799.3,519,0.0,455.2732849121094
P18283,GPX2,Glutathione peroxidase 2,GPX2_HUMAN,2.439866998024268,0.0084790673025967,21954.02,6,98.84393063583815,14.700009822845459
P18428,LBP,Lipopolysaccharide-binding protein,LBP_HUMAN,0.7852716622889191,0.0016233766233766,53383.62,519,0.0,4909.0556640625
P18433,PTPRA,Receptor-type tyrosine-protein phosphatase alpha,PTPRA_HUMAN,1.302731500082068,0.0073810825587752,90719.05,359,30.828516377649322,108.1696319580078
P18440,NAT1,Arylamine N-acetyltransferase 1,ARY1_HUMAN,0.7148793266748169,0.0073810825587752,33898.72,20,96.14643545279384,60.10258483886719
P18564,ITGB6,Integrin beta-6,ITB6_HUMAN,0.6764948665502492,0.0058910162002945,85935.99,504,2.8901734104046244,2437.1107177734375
P18577,RHCE,Blood group Rh(CE) polypeptide,RHCE_HUMAN,1.294837436024061,0.0040983606557377,45451.08,502,3.275529865125241,894.5994873046875
P18621,RPL17,Large ribosomal subunit protein uL22,RL17_HUMAN,1.952649852670973,0.0073810825587752,21397.02,302,41.811175337186896,123.5364227294922
P18669,PGAM1,Phosphoglycerate mutase 1,PGAM1_HUMAN,1.379333496630926,0.0040983606557377,28803.93,475,8.477842003853564,199.7913970947266
P18754,RCC1,Regulator of chromosome condensation,RCC1_HUMAN,1.474747501946811,0.0072727272727272,44969.01,35,93.25626204238921,121.3673477172852
P18827,SDC1,Syndecan-1,SDC1_HUMAN,0.6642436304210689,0.0072727272727272,32461.62,517,0.3853564547206166,5038.38427734375
P18859,ATP5PF,"ATP synthase peripheral stalk subunit F6, mitochondrial",ATP5J_HUMAN,0.8427811884116606,0.0073810825587752,12587.5,52,89.98073217726397,182.76036071777338
P19013,KRT4,"Keratin, type II cytoskeletal 4",K2C4_HUMAN,0.8060516901340439,0.0072727272727272,56144.02,518,0.1926782273603083,8972.765625
P19021,PAM,Peptidyl-glycine alpha-amidating monooxygenase,AMD_HUMAN,0.637220419663075,0.0016233766233766,108332.06,519,0.0,920.5242309570312
P19022,CDH2,Cadherin-2,CADH2_HUMAN,0.6842642990725403,0.0016233766233766,99809.33,519,0.0,467.7516479492188
P19086,GNAZ,Guanine nucleotide-binding protein G(z) subunit alpha,GNAZ_HUMAN,1.948226011847746,0.0073810825587752,40923.75,330,36.41618497109826,117.9001007080078
P19237,TNNI1,"Troponin I, slow skeletal muscle",TNNI1_HUMAN,1.338633349366148,0.0073810825587752,21692.34,161,68.97880539499036,96.74839782714844
P19256,CD58,Lymphocyte function-associated antigen 3,LFA3_HUMAN,0.5554090942869012,0.0040983606557377,28147.38,486,6.358381502890173,240.67285919189453
P19320,VCAM1,Vascular cell adhesion protein 1,VCAM1_HUMAN,0.3786283130705062,0.0016233766233766,81276.17,519,0.0,1130.759399414062
P19338,NCL,Nucleolin,NUCL_HUMAN,0.8875275268441947,0.0016233766233766,76614.4,504,2.8901734104046244,279.16749572753906
P19367,HK1,Hexokinase-1,HXK1_HUMAN,2.22608901252583,0.0040983606557377,102485.89,381,26.589595375722542,147.7811431884766
P19397,CD53,Leukocyte surface antigen CD53,CD53_HUMAN,0.6207737998800488,0.0073810825587752,24340.99,212,59.15221579961464,121.13473510742185
P19404,NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUV2_HUMAN,0.7716388077887919,0.0073810825587752,27391.55,49,90.5587668593449,250.4674530029297
P19474,TRIM21,E3 ubiquitin-protein ligase TRIM21,RO52_HUMAN,0.7193550405905677,0.0089686098654708,54169.73,102,80.34682080924856,234.51432037353516
P19525,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",E2AK2_HUMAN,1.491050640183859,0.0073810825587752,62094.26,98,81.11753371868978,70.47905731201172
P19623,SRM,Spermidine synthase,SPEE_HUMAN,0.8390540772313801,0.0073810825587752,33824.68,120,76.878612716763,68.09825897216797
P19634,SLC9A1,Sodium/hydrogen exchanger 1,SL9A1_HUMAN,1.966360912273144,0.0073810825587752,90762.99,57,89.01734104046243,165.3043212890625
P19652,ORM2,Alpha-1-acid glycoprotein 2,A1AG2_HUMAN,1.303928942090822,0.0016233766233766,23602.62,519,0.0,11344.2275390625
P19784,CSNK2A2,Casein kinase II subunit alpha',CSK22_HUMAN,0.6653406487582194,0.0089686098654708,41213.23,55,89.40269749518305,75.40876770019531
P19823,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2_HUMAN,0.4325849908300624,0.0016233766233766,106463.47,519,0.0,1425303.375
P19827,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1_HUMAN,0.5587145730056893,0.0016233766233766,101389.12,519,0.0,836304.625
P19835,CEL,Bile salt-activated lipase,CEL_HUMAN,1.847663211951668,0.0073810825587752,79321.55,211,59.34489402697495,158.6778564453125
P19838,NFKB1,Nuclear factor NF-kappa-B p105 subunit,NFKB1_HUMAN,1.025514061482622,0.0073810825587752,105355.99,99,80.92485549132948,50.93807601928711
P19878,NCF2,Neutrophil cytosol factor 2,NCF2_HUMAN,1.753050960532585,0.0073810825587752,59761.53,169,67.4373795761079,82.17411804199219
P19971,TYMP,Thymidine phosphorylase,TYPH_HUMAN,1.110139849323199,0.0040983606557377,49955.48,507,2.312138728323699,134.5985870361328
P20023,CR2,Complement receptor type 2,CR2_HUMAN,0.8400495668697645,0.0073810825587752,112915.83,57,89.01734104046243,47.79104232788086
P20042,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,IF2B_HUMAN,0.9378348977593332,0.0073810825587752,38388.4,346,33.33333333333333,183.20874023437494
P20061,TCN1,Transcobalamin-1,TCO1_HUMAN,0.6229040622168108,0.0073810825587752,48206.7,200,61.46435452793835,60.23315811157227
P20062,TCN2,Transcobalamin-2,TCO2_HUMAN,0.5694958664807531,0.0055467511885895,47534.98,492,5.202312138728324,186.19558715820312
P20073,ANXA7,Annexin A7,ANXA7_HUMAN,1.150089634211164,0.0072727272727272,52739.24,458,11.753371868978805,128.54186248779297
P20292,ALOX5AP,Arachidonate 5-lipoxygenase-activating protein,AL5AP_HUMAN,1.717817206588607,0.0073810825587752,18157.11,121,76.6859344894027,142.3043975830078
P20338,RAB4A,Ras-related protein Rab-4A,RAB4A_HUMAN,0.7475103812162949,0.0073810825587752,24389.64,277,46.628131021194605,121.4432067871094
P20339,RAB5A,Ras-related protein Rab-5A,RAB5A_HUMAN,0.9151750337515416,0.0016233766233766,23658.68,517,0.3853564547206166,567.9256591796875
P20340,RAB6A,Ras-related protein Rab-6A,RAB6A_HUMAN,1.369863554021822,0.0072727272727272,23592.78,329,36.60886319845857,127.3933868408203
P20618,PSMB1,Proteasome subunit beta type-1,PSB1_HUMAN,0.8913180995162553,0.0016233766233766,26489.36,456,12.138728323699421,182.35001373291016
P20674,COX5A,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A_HUMAN,1.03795530887712,0.0073810825587752,16762.18,87,83.23699421965318,89.31423950195312
P20700,LMNB1,Lamin-B1,LMNB1_HUMAN,1.645996193791419,0.006765899864682,66408.34,312,39.884393063583815,70.92396926879883
P20701,ITGAL,Integrin alpha-L,ITAL_HUMAN,0.5691422571135162,0.0040983606557377,128769.54,519,0.0,389.0627746582031
P20718,GZMH,Granzyme H,GRAH_HUMAN,0.8112988107578247,0.0073810825587752,27314.91,24,95.37572254335261,155.96349334716797
P20742,PZP,Pregnancy zone protein,PZP_HUMAN,2.759692264010169,0.006765899864682,163862.95,355,31.59922928709056,120.2096176147461
P20774,OGN,Mimecan,MIME_HUMAN,0.6609861071626301,0.0040983606557377,33922.22,512,1.348747591522158,377.6313171386719
P20807,CAPN3,Calpain-3,CAN3_HUMAN,0.7151401105933386,0.0073810825587752,94253.63,2,99.61464354527938,422.59812927246094
P20810,CAST,Calpastatin,ICAL_HUMAN,1.841196333131087,0.0040983606557377,76572.83,433,16.570327552986512,224.969253540039
P20851,C4BPB,C4b-binding protein beta chain,C4BPB_HUMAN,0.7011124322637761,0.0072727272727272,28357.44,515,0.7707129094412332,1082.171752929688
P20908,COL5A1,Collagen alpha-1(V) chain,CO5A1_HUMAN,0.5798754479097109,0.0040983606557377,183559.87,495,4.624277456647398,225.6608581542969
P20930,FLG,Filaggrin,FILA_HUMAN,0.9504778461457618,0.0073810825587752,435169.54,510,1.7341040462427744,405.63270568847656
P20936,RASA1,Ras GTPase-activating protein 1,RASA1_HUMAN,1.118879027155404,0.0072727272727272,116403.24,152,70.71290944123314,57.79926872253418
P20962,PTMS,Parathymosin,PTMS_HUMAN,1.437865529377923,0.0072727272727272,11529.9,132,74.56647398843931,327.0266418457031
P20963,CD247,T-cell surface glycoprotein CD3 zeta chain,CD3Z_HUMAN,0.5506696849196882,0.0072727272727272,18696.43,347,33.140655105973025,135.2061309814453
P21266,GSTM3,Glutathione S-transferase Mu 3,GSTM3_HUMAN,0.8473899460889641,0.0073810825587752,26559.59,105,79.76878612716763,61.84271621704102
P21281,ATP6V1B2,"V-type proton ATPase subunit B, brain isoform",VATB2_HUMAN,10.871785122177,0.0055467511885895,56500.73,384,26.011560693641616,113.47262573242185
P21291,CSRP1,Cysteine and glycine-rich protein 1,CSRP1_HUMAN,1.328505257073191,0.0016233766233766,20567.39,512,1.348747591522158,447.5420379638672
P21333,FLNA,Filamin-A,FLNA_HUMAN,2.484237956726562,0.0016233766233766,280739,519,0.0,867.5611572265625
P21399,ACO1,Cytoplasmic aconitate hydratase,ACOHC_HUMAN,3.197967936696196,0.0073810825587752,98398.87,146,71.86897880539499,53.54572296142578
P21439,ABCB4,Phosphatidylcholine translocator ABCB4,MDR3_HUMAN,0.6444901748906995,0.0073810825587752,141523.12,425,18.11175337186898,600.1246948242188
P21583,KITLG,Kit ligand,SCF_HUMAN,0.5791403082812513,0.0072727272727272,30898.56,222,57.22543352601156,206.91896057128906
P21589,NT5E,5'-nucleotidase,5NTD_HUMAN,0.5697627190936692,0.0072727272727272,63367.74,439,15.414258188824661,154.2311401367188
P21730,C5AR1,C5a anaphylatoxin chemotactic receptor 1,C5AR1_HUMAN,0.6339683969570447,0.0016233766233766,39335.55,415,20.03853564547206,188.9618225097656
P21731,TBXA2R,Thromboxane A2 receptor,TA2R_HUMAN,1.104025034451745,0.0073810825587752,37431.09,34,93.44894026974951,53.37224006652832
P21796,VDAC1,Non-selective voltage-gated ion channel VDAC1,VDAC1_HUMAN,2.163828998221169,0.0040983606557377,30772.59,307,40.847784200385355,161.2316589355469
P21810,BGN,Biglycan,PGS1_HUMAN,0.5657619409740169,0.0016233766233766,41654.06,519,0.0,1776.161010742188
P21815,IBSP,Integrin-binding sialoprotein,SIAL_HUMAN,0.7336000927914903,0.0073810825587752,35147.5,204,60.69364161849711,314.7540588378906
P21912,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB_HUMAN,1.087063814389905,0.0016233766233766,31629.7,129,75.14450867052022,111.1907958984375
P21926,CD9,CD9 antigen,CD9_HUMAN,0.6673816111840466,0.0072727272727272,25416.05,513,1.1560693641618496,2749.186279296875
P21964,COMT,Catechol O-methyltransferase,COMT_HUMAN,2.086578095913056,0.0073810825587752,30037.05,194,62.6204238921002,76.48424911499023
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,TGM2_HUMAN,2.327193737069205,0.0040983606557377,77328.82,466,10.211946050096339,274.25634765625
P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PIMT_HUMAN,0.6248381090922471,0.0058910162002945,24636.37,519,0.0,450.7693481445313
P22087,FBL,rRNA 2'-O-methyltransferase fibrillarin,FBRL_HUMAN,1.88212277560925,0.0073810825587752,33784.22,161,68.97880539499036,72.02642059326172
P22102,GART,Trifunctional purine biosynthetic protein adenosine-3,PUR2_HUMAN,3.047433083110693,0.0073810825587752,107767.19,158,69.55684007707129,81.15411758422852
P22105,TNXB,Tenascin-X,TENX_HUMAN,0.5654527447378476,0.0016233766233766,458388.49,519,0.0,9893.013671875
P22223,CDH3,Cadherin-3,CADH3_HUMAN,1.345309214738644,0.0016233766233766,91418.4,444,14.450867052023122,335.0350341796875
P22234,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,PUR6_HUMAN,0.9146129042330812,0.0072727272727272,47079.22,431,16.955684007707127,146.9983215332031
P22304,IDS,Iduronate 2-sulfatase,IDS_HUMAN,1.585514437110141,0.0016233766233766,61873.01,519,0.0,373.7096862792969
P22307,SCP2,Sterol carrier protein 2,SCP2_HUMAN,1.227173827963716,0.0073810825587752,58993.61,123,76.30057803468208,62.44611740112305
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,UBA1_HUMAN,4.044557797121503,0.0058910162002945,117849,496,4.431599229287091,126.7200622558594
P22352,GPX3,Glutathione peroxidase 3,GPX3_HUMAN,0.7946911179943914,0.0016233766233766,25552.33,519,0.0,4544.41650390625
P22392,NME2,Nucleoside diphosphate kinase B,NDKB_HUMAN,1.020083869704773,0.0072727272727272,17298.03,427,17.726396917148364,211.9688873291016
P22466,GAL,Galanin peptides,GALA_HUMAN,0.6617262669916596,0.0040983606557377,13302.15,445,14.258188824662813,437.4255676269531
P22607,FGFR3,Fibroblast growth factor receptor 3,FGFR3_HUMAN,0.5819371862117798,0.0016233766233766,87709.63,429,17.341040462427745,133.4100341796875
P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,ROA2_HUMAN,3.365070104827894,0.0058910162002945,37429.69,434,16.377649325626205,172.08076477050787
P22681,CBL,E3 ubiquitin-protein ligase CBL,CBL_HUMAN,1.312737388180069,0.0073810825587752,99632.78,48,90.7514450867052,42.49334526062012
P22692,IGFBP4,Insulin-like growth factor-binding protein 4,IBP4_HUMAN,0.625883334704195,0.0073810825587752,27933.97,512,1.348747591522158,16323.90625
P22694,PRKACB,cAMP-dependent protein kinase catalytic subunit beta,KAPCB_HUMAN,1.679691199108335,0.0040983606557377,40622.69,403,22.350674373795762,118.3524322509766
P22695,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",QCR2_HUMAN,0.9691092859397874,0.0084790673025967,48443,63,87.86127167630057,51.73516082763672
P22735,TGM1,Protein-glutamine gamma-glutamyltransferase K,TGM1_HUMAN,1.66340565400685,0.0040983606557377,89786.7,462,10.982658959537572,505.90016174316406
P22760,AADAC,Arylacetamide deacetylase,AAAD_HUMAN,1.641728703495854,0.0073810825587752,45733.68,3,99.42196531791907,362.7583312988281
P22792,CPN2,Carboxypeptidase N subunit 2,CPN2_HUMAN,0.6919731007891182,0.0016233766233766,60556.64,519,0.0,10098.2080078125
P22891,PROZ,Vitamin K-dependent protein Z,PROZ_HUMAN,0.7547347948002612,0.0016233766233766,44743.89,519,0.0,27310.71875
P22894,MMP8,Neutrophil collagenase,MMP8_HUMAN,6.477747832864586,0.0073810825587752,53412.14,186,64.16184971098265,144.30016326904297
P22897,MRC1,Macrophage mannose receptor 1,MRC1_HUMAN,0.9939639210235098,0.0073810825587752,166011.54,181,65.1252408477842,69.23287963867188
P23083,IGHV1-2,Immunoglobulin heavy variable 1-2,HV102_HUMAN,1.336931402256189,0.0016233766233766,13084.82,300,42.19653179190752,491.02403259277344
P23141,CES1,Liver carboxylesterase 1,EST1_HUMAN,0.7553328580573475,0.0072727272727272,62521.07,502,3.275529865125241,82.6777458190918
P23142,FBLN1,Fibulin-1,FBLN1_HUMAN,0.6642538262606621,0.0016233766233766,77214.05,519,0.0,8836.525390625
P23193,TCEA1,Transcription elongation factor A protein 1,TCEA1_HUMAN,0.8200825251236351,0.0073810825587752,33969.63,249,52.02312138728323,113.5340194702148
P23219,PTGS1,Prostaglandin G/H synthase 1,PGH1_HUMAN,2.03693505685099,0.0065597667638483,68686.35,272,47.591522157996145,99.45384979248044
P23229,ITGA6,Integrin alpha-6,ITA6_HUMAN,0.7212533517564479,0.0040983606557377,126605.5,519,0.0,966.5841064453124
P23246,SFPQ,"Splicing factor, proline- and glutamine-rich",SFPQ_HUMAN,1.91742815840084,0.0072727272727272,76149.34,115,77.84200385356455,72.98941040039062
P23276,KEL,Kell blood group glycoprotein,KELL_HUMAN,0.5848927758345045,0.0072727272727272,82823.85,334,35.64547206165704,205.39991760253906
P23280,CA6,Carbonic anhydrase 6,CAH6_HUMAN,0.5990233969175359,0.006765899864682,35366.79,409,21.19460500963391,179.6071472167969
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,PPIB_HUMAN,0.665858749372457,0.0040983606557377,23742.53,519,0.0,1422.815185546875
P23327,HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,SRCH_HUMAN,0.620763224903525,0.0040983606557377,80243.68,501,3.4682080924855487,713.8748168945312
P23368,ME2,"NAD-dependent malic enzyme, mitochondrial",MAOM_HUMAN,6.17411617799404,0.0072727272727272,65443.59,152,70.71290944123314,120.10041046142575
P23381,WARS1,"Tryptophan--tRNA ligase, cytoplasmic",SYWC_HUMAN,0.7068526821086181,0.0016233766233766,53165.41,493,5.009633911368015,199.2315216064453
P23396,RPS3,Small ribosomal subunit protein uS3,RS3_HUMAN,1.628859103641018,0.0072727272727272,26688.31,367,29.28709055876686,107.9899520874023
P23435,CBLN1,Cerebellin-1,CBLN1_HUMAN,0.7560866485346912,0.0073810825587752,21097.17,311,40.07707129094412,127.9060897827148
P23467,PTPRB,Receptor-type tyrosine-protein phosphatase beta,PTPRB_HUMAN,0.5983233127042779,0.0016233766233766,224301.33,519,0.0,468.3851623535156
P23470,PTPRG,Receptor-type tyrosine-protein phosphatase gamma,PTPRG_HUMAN,0.4941124132840552,0.0040983606557377,162003.47,519,0.0,6768.8896484375
P23471,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,PTPRZ_HUMAN,0.544081205889137,0.0016233766233766,254587.27,519,0.0,2997.77978515625
P23497,SP100,Nuclear autoantigen Sp-100,SP100_HUMAN,2.976663929276944,0.0073810825587752,100416.61,147,71.67630057803468,430.8996887207031
P23526,AHCY,Adenosylhomocysteinase,SAHH_HUMAN,2.063511824575099,0.0016233766233766,47716.07,481,7.321772639691715,252.1825866699219
P23528,CFL1,Cofilin-1,COF1_HUMAN,1.86015209725817,0.0016233766233766,18502.49,519,0.0,1504.4130859375
P23560,BDNF,Neurotrophic factor BDNF precursor form,BDNF_HUMAN,0.8692868870407647,0.0073810825587752,27817.93,105,79.76878612716763,84.01483154296875
P23588,EIF4B,Eukaryotic translation initiation factor 4B,IF4B_HUMAN,1.79116056659174,0.0058910162002945,69151.21,387,25.43352601156069,529.5166625976562
P23634,ATP2B4,Plasma membrane calcium-transporting ATPase 4,AT2B4_HUMAN,0.618050499533675,0.0040983606557377,137920.16,495,4.624277456647398,145.5094909667969
P23743,DGKA,Diacylglycerol kinase alpha,DGKA_HUMAN,0.7434859429905679,0.0072727272727272,82630.21,139,73.21772639691714,62.18513870239258
P23919,DTYMK,Thymidylate kinase,KTHY_HUMAN,0.7065329567144334,0.0040983606557377,23819.33,164,68.40077071290945,53.189714431762695
P24043,LAMA2,Laminin subunit alpha-2,LAMA2_HUMAN,0.7504093784291802,0.0016233766233766,343905.42,505,2.697495183044316,111.7521057128906
P24071,FCAR,Immunoglobulin alpha Fc receptor,FCAR_HUMAN,0.9638076227037474,0.0073810825587752,32264.97,143,72.44701348747591,85.40020751953125
P24158,PRTN3,Myeloblastin,PRTN3_HUMAN,2.859855983313712,0.0072727272727272,27807.03,386,25.626204238921,171.94132232666016
P24387,CRHBP,Corticotropin-releasing factor-binding protein,CRHBP_HUMAN,0.508964928527821,0.0040983606557377,36144.35,356,31.406551059730248,272.04888916015625
P24390,KDELR1,ER lumen protein-retaining receptor 1,ERD21_HUMAN,1.39005206053394,0.0073810825587752,24542.08,7,98.65125240847784,82.995361328125
P24534,EEF1B2,Elongation factor 1-beta,EF1B_HUMAN,1.540515950539626,0.0073810825587752,24763.72,253,51.252408477842,179.5989837646484
P24539,ATP5PB,"ATP synthase peripheral stalk subunit b, mitochondrial",AT5F1_HUMAN,1.341064166192799,0.0040983606557377,28908.63,127,75.52986512524085,96.842041015625
P24557,TBXAS1,Thromboxane-A synthase,THAS_HUMAN,2.011840437745259,0.0073810825587752,60518.3,281,45.857418111753375,107.3412170410156
P24592,IGFBP6,Insulin-like growth factor-binding protein 6,IBP6_HUMAN,0.6135375888269393,0.0040983606557377,25322.43,518,0.1926782273603083,1011.4143676757815
P24593,IGFBP5,Insulin-like growth factor-binding protein 5,IBP5_HUMAN,0.7349696735729345,0.0016233766233766,30570.24,519,0.0,5513.3798828125
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,PPAC_HUMAN,0.999520945248057,0.006765899864682,18042.48,426,17.91907514450867,278.7409973144531
P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",THIL_HUMAN,5.000596288593794,0.0073810825587752,45199.55,181,65.1252408477842,72.0540771484375
P24821,TNC,Tenascin,TENA_HUMAN,0.6759778290081282,0.0016233766233766,240853.41,519,0.0,10193.390625
P24844,MYL9,Myosin regulatory light polypeptide 9,MYL9_HUMAN,2.137264114861871,0.0040983606557377,19827.18,476,8.285163776493256,261.80238342285156
P25092,GUCY2C,Guanylyl cyclase C,GUC2C_HUMAN,1.193828919803263,0.0073810825587752,123402.81,261,49.71098265895954,340.57470703125
P25098,GRK2,Beta-adrenergic receptor kinase 1,ARBK1_HUMAN,1.361065125443984,0.0073810825587752,79573.6,143,72.44701348747591,76.29452514648438
P25205,MCM3,DNA replication licensing factor MCM3,MCM3_HUMAN,0.9822714094439317,0.0073810825587752,90980.79,74,85.74181117533719,66.1173267364502
P25311,AZGP1,Zinc-alpha-2-glycoprotein,ZA2G_HUMAN,1.693479953636716,0.0040983606557377,34258.71,519,0.0,764.755859375
P25325,MPST,3-mercaptopyruvate sulfurtransferase,THTM_HUMAN,1.03375324637437,0.0073810825587752,33178.46,332,36.03082851637765,111.81725311279295
P25398,RPS12,Small ribosomal subunit protein eS12,RS12_HUMAN,0.9080408067858162,0.0073810825587752,14514.93,139,73.21772639691714,173.0640258789062
P25445,FAS,Tumor necrosis factor receptor superfamily member 6,TNR6_HUMAN,0.575228427621695,0.0072727272727272,37732.2,308,40.655105973025044,102.125
P25685,DNAJB1,DnaJ homolog subfamily B member 1,DNJB1_HUMAN,0.7211669620855261,0.0073810825587752,38044.11,282,45.664739884393065,148.6730194091797
P25686,DNAJB2,DnaJ homolog subfamily B member 2,DNJB2_HUMAN,0.7283868562083365,0.0073810825587752,35580.08,222,57.22543352601156,58.02656936645508
P25705,ATP5F1A,"ATP synthase F(1) complex subunit alpha, mitochondrial",ATPA_HUMAN,2.769034458628219,0.0058910162002945,59750.62,460,11.368015414258188,161.5176773071289
P25774,CTSS,Cathepsin S,CATS_HUMAN,0.7949395609551739,0.0040983606557377,37495.67,445,14.258188824662813,207.5919036865234
P25786,PSMA1,Proteasome subunit alpha type-1,PSA1_HUMAN,0.8079272970441748,0.0016233766233766,29555.59,509,1.9267822736030826,425.4321899414063
P25787,PSMA2,Proteasome subunit alpha type-2,PSA2_HUMAN,1.082427232023678,0.0073810825587752,25898.58,456,12.138728323699421,151.81470489501953
P25788,PSMA3,Proteasome subunit alpha type-3,PSA3_HUMAN,0.8827732287224677,0.0040983606557377,28433.22,482,7.129094412331407,194.97241973876953
P25789,PSMA4,Proteasome subunit alpha type-4,PSA4_HUMAN,0.8546756167471835,0.0040983606557377,29483.8,489,5.780346820809249,273.7249145507812
P25815,S100P,Protein S100-P,S100P_HUMAN,2.788073847656485,0.0040983606557377,10399.9,393,24.277456647398843,196.1160278320312
P26006,ITGA3,Integrin alpha-3,ITA3_HUMAN,1.242025254420032,0.0073810825587752,116612.23,196,62.23506743737958,58.995357513427734
P26010,ITGB7,Integrin beta-7,ITB7_HUMAN,1.194193050428116,0.0058910162002945,86903.24,143,72.44701348747591,90.72941589355467
P26022,PTX3,Pentraxin-related protein PTX3,PTX3_HUMAN,0.6419043877543511,0.0016233766233766,41975.6,519,0.0,1401.45703125
