"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status"
"P01599","IGKV1-17","Immunoglobulin kappa variable 1-17","KV117_HUMAN",1.16639854290043,0.0016233766233766,"12778.52",107,153,0.699346405228758,121,186,0.650537634408602,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.128151061181179,1,"ok","ok",-0.048808770820156,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01601","IGKV1D-16","Immunoglobulin kappa variable 1D-16","KVD16_HUMAN",0.885006624472032,0.0016233766233766,"12730.44",48,153,0.313725490196078,74,186,0.397849462365591,81,176,0.460227272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.084123972169513,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01602","IGKV1-5","Immunoglobulin kappa variable 1-5","KV105_HUMAN",1.06144233055538,0.0016233766233766,"12781.55",121,153,0.790849673202614,153,186,0.82258064516129,143,176,0.8125,TRUE,"Low_vs_Control",0.0942578764380855,0.836403117578683,0.217850015153213,1,"ok","ok",0.031730971958676,FALSE,FALSE,"Neither",TRUE,"tested"
"P01619","IGKV3-20","Immunoglobulin kappa variable 3-20","KV320_HUMAN",1.14431844060619,0.0072727272727272,"12557.11",153,153,1,185,186,0.994623655913978,176,176,1,TRUE,"Low_vs_Control",0.385701351238852,0.160751090973334,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.0053763440860215,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01624","IGKV3-15","Immunoglobulin kappa variable 3-15","KV315_HUMAN",0.899194872023711,0.0055467511885895,"12496.09",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.140019875837297,0.603089865400695,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01699","IGLV1-44","Immunoglobulin lambda variable 1-44","LV144_HUMAN",1.27071914221562,0.0055467511885895,"12201.44",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",0.17908510877502,0.585771288766773,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01700","IGLV1-47","Immunoglobulin lambda variable 1-47","LV147_HUMAN",1.21399117394982,0.0040983606557377,"12283.58",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.238494906404949,0.462165973367819,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01701","IGLV1-51","Immunoglobulin lambda variable 1-51","LV151_HUMAN",1.25513905065005,0.0072727272727272,"12248.68",151,153,0.986928104575163,185,186,0.994623655913978,176,176,1,TRUE,"Low_vs_Control",0.12352382774602,0.800343921194172,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0.00769555133881505,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01703","IGLV1-40","Immunoglobulin lambda variable 1-40","LV140_HUMAN",1.08929556416459,0.0058910162002945,"12301.6",149,153,0.973856209150327,184,186,0.989247311827957,175,176,0.994318181818182,TRUE,"Low_vs_Control",0.281533119512035,0.327729882505363,1.00449690769671,1,"ok","ok",0.0153911026776302,FALSE,FALSE,"Neither",TRUE,"tested"
"P01704","IGLV2-14","Immunoglobulin lambda variable 2-14","LV214_HUMAN",1.97704610955205,0.0016233766233766,"12596.85",120,153,0.784313725490196,155,186,0.833333333333333,150,176,0.852272727272727,TRUE,"Low_vs_Control",0.118347659573971,0.853421724745566,0.39140222330792,1,"ok","ok",0.0490196078431373,FALSE,FALSE,"Neither",TRUE,"tested"
"P01705","IGLV2-23","Immunoglobulin lambda variable 2-23","LV223_HUMAN",1.0992682435865,0.0073810825587752,"11893.2",75,153,0.490196078431373,90,186,0.483870967741935,86,176,0.488636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00632511068943703,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01706","IGLV2-11","Immunoglobulin lambda variable 2-11","LV211_HUMAN",1.31840977908175,0.0072727272727272,"12644.01",142,153,0.928104575163399,179,186,0.962365591397849,173,176,0.982954545454545,TRUE,"Low_vs_Control",0.320538433998429,0.374013885435088,0.821619558046822,1,"ok","ok",0.0342610162344508,FALSE,FALSE,"Neither",TRUE,"tested"
"P01709","IGLV2-8","Immunoglobulin lambda variable 2-8","LV208_HUMAN",1.42350645285035,0.0072727272727272,"12381.64",146,153,0.954248366013072,182,186,0.978494623655914,168,176,0.954545454545455,TRUE,"Low_vs_Control",0.551027543905303,0.119851386246181,0.929015578512844,1,"ok","ok",0.0242462576428421,FALSE,FALSE,"Neither",TRUE,"tested"
"P01714","IGLV3-19","Immunoglobulin lambda variable 3-19","LV319_HUMAN",1.42596153146349,0.0055467511885895,"12042.38",148,153,0.967320261437909,183,186,0.983870967741935,173,176,0.982954545454545,TRUE,"Low_vs_Control",0.445211359228503,0.156172016176314,0.80173923544377,1,"ok","ok",0.016550706304027,FALSE,FALSE,"Neither",TRUE,"tested"
"P01715","IGLV3-1","Immunoglobulin lambda variable 3-1","LV301_HUMAN",1.5266048790349,0.0072727272727272,"12295.67",90,153,0.588235294117647,131,186,0.704301075268817,117,176,0.664772727272727,TRUE,"Low_vs_Control",,,0.603788499968999,0.82525097471494,"ok","ok",0.11606578115117,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01717","IGLV3-25","Immunoglobulin lambda variable 3-25","LV325_HUMAN",1.36726464965319,0.0040983606557377,"12011.4",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.24501507373075,0.491155719702099,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01721","IGLV6-57","Immunoglobulin lambda variable 6-57","LV657_HUMAN",1.16551114373845,0.006765899864682,"12565.72",77,153,0.503267973856209,97,186,0.521505376344086,92,176,0.522727272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0182374024878769,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01730","CD4","T-cell surface glycoprotein CD4","CD4_HUMAN",0.592207058422903,0.0073810825587752,"51110.54",80,153,0.522875816993464,96,186,0.516129032258065,80,176,0.454545454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00674678473539958,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01732","CD8A","T-cell surface glycoprotein CD8 alpha chain","CD8A_HUMAN",1.28084138121851,0.0073810825587752,"25728.98",127,153,0.830065359477124,165,186,0.887096774193548,137,176,0.778409090909091,TRUE,"Low_vs_Control",0.11099049758983,0.767271947288931,0.414434950829484,1,"ok","ok",0.0570314147164241,FALSE,FALSE,"Neither",TRUE,"tested"
"P01742","IGHV1-69","Immunoglobulin heavy variable 1-69","HV169_HUMAN",1.3049466467699,0.0073810825587752,"12659.38",87,153,0.568627450980392,123,186,0.661290322580645,117,176,0.664772727272727,TRUE,"Low_vs_Control",,,0.392499812965045,1,"ok","ok",0.092662871600253,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01743","IGHV1-46","Immunoglobulin heavy variable 1-46","HV146_HUMAN",1.0016259666884,0.0040983606557377,"12932.68",105,153,0.686274509803922,136,186,0.731182795698925,131,176,0.744318181818182,TRUE,"Low_vs_Control",,,0.368877685333008,1,"ok","ok",0.0449082858950032,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01767","IGHV3-53","Immunoglobulin heavy variable 3-53","HV353_HUMAN",0.92049854752392,0.0073810825587752,"12769.51",24,153,0.156862745098039,40,186,0.21505376344086,37,176,0.210227272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.058191018342821,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01780","IGHV3-7","Immunoglobulin heavy variable 3-7","HV307_HUMAN",1.31376030959419,0.0072727272727272,"12942.72",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.199627302624274,0.500020876262013,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01814","IGHV2-70","Immunoglobulin heavy variable 2-70","HV270_HUMAN",1.3411933906483,0.0073810825587752,"13260.38",90,153,0.588235294117647,124,186,0.666666666666667,107,176,0.607954545454545,TRUE,"Low_vs_Control",,,0.31509800411018,1,"ok","ok",0.0784313725490196,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01817","IGHV2-5","Immunoglobulin heavy variable 2-5","HV205_HUMAN",1.40856331843161,0.0073810825587752,"13231.31",144,153,0.941176470588235,170,186,0.913978494623656,167,176,0.948863636363636,TRUE,"Low_vs_Control",0.515513636277015,0.136304407369814,-0.277922885859571,1,"ok","ok",-0.0271979759645794,FALSE,FALSE,"Neither",TRUE,"tested"
"P01833","PIGR","Polymeric immunoglobulin receptor","PIGR_HUMAN",0.809875341030192,0.006765899864682,"83283.57",152,153,0.993464052287582,186,186,1,173,176,0.982954545454545,TRUE,"Low_vs_Control",0.0774298047984168,0.783213947567838,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0.00653594771241828,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01834","IGKC","Immunoglobulin kappa constant","IGKC_HUMAN",0.716857816535488,0.0073810825587752,"11765.04",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.194394616901754,0.321373289896988,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01857","IGHG1","Immunoglobulin heavy constant gamma 1","IGHG1_HUMAN",1.20268551844827,0.0016233766233766,"43911.9",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0979060069623845,0.767271947288931,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01859","IGHG2","Immunoglobulin heavy constant gamma 2","IGHG2_HUMAN",0.880179433601893,0.0016233766233766,"43805.76",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.208639291650865,0.395061159912219,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01860","IGHG3","Immunoglobulin heavy constant gamma 3","IGHG3_HUMAN",1.4758196668075,0.0072727272727272,"49092.95",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.146143662387027,0.718088512765647,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01861","IGHG4","Immunoglobulin heavy constant gamma 4","IGHG4_HUMAN",1.29323512818866,0.0016233766233766,"43831.66",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.431802413274873,0.186264311836956,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01871","IGHM","Immunoglobulin heavy constant mu","IGHM_HUMAN",0.844409629842358,0.0016233766233766,"51923.55",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.357612133019021,0.109681284732021,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01876","IGHA1","Immunoglobulin heavy constant alpha 1","IGHA1_HUMAN",1.13130579745634,0.0073810825587752,"42848.51",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.241345784827464,0.370128456815774,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01880","IGHD","Immunoglobulin heavy constant delta","IGHD_HUMAN",2.02833725789713,0.0040983606557377,"47499.79",129,153,0.843137254901961,166,186,0.89247311827957,155,176,0.880681818181818,TRUE,"Low_vs_Control",0.365484809193452,0.476215289845161,0.511730516628856,1,"ok","ok",0.0493358633776091,FALSE,FALSE,"Neither",TRUE,"tested"
"P01889","HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN",0.722113800728714,0.0040983606557377,"40460.07",153,153,1,185,186,0.994623655913978,175,176,0.994318181818182,TRUE,"Low_vs_Control",0.0625897720590682,0.815388827302214,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.0053763440860215,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01893","HLA-H","Putative HLA class I histocompatibility antigen, alpha chain H","HLAH_HUMAN",0.626834029599978,0.0016233766233766,"40891.88",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",0.0378078187653212,0.885091263660743,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P01903","HLA-DRA","HLA class II histocompatibility antigen, DR alpha chain","DRA_HUMAN",0.676770851114465,0.0016233766233766,"28620.95",94,153,0.61437908496732,117,186,0.629032258064516,118,176,0.670454545454545,TRUE,"Low_vs_Control",,,-0.323921809854915,1,"ok","ok",0.0146531730971958,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01909","HLA-DQA1","HLA class II histocompatibility antigen, DQ alpha 1 chain","DQA1_HUMAN",0.771081799835135,0.0073810825587752,"27804.9",28,153,0.183006535947712,18,186,0.0967741935483871,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0862323423993253,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P01911","HLA-DRB1","HLA class II histocompatibility antigen, DRB1 beta chain","DRB1_HUMAN",0.931832492732222,0.0073810825587752,"29966.13",64,153,0.418300653594771,96,186,0.516129032258065,77,176,0.4375,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0978283786632932,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02008","HBZ","Hemoglobin subunit zeta","HBAZ_HUMAN",1.78867380052809,0.0072727272727272,"15637.02",80,153,0.522875816993464,81,186,0.435483870967742,83,176,0.471590909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0873919460257221,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02042","HBD","Hemoglobin subunit delta","HBD_HUMAN",1.21128356565312,0.0040983606557377,"16055.47",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0900294281320253,0.853421724745566,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02100","HBE1","Hemoglobin subunit epsilon","HBE_HUMAN",1.23080591587226,0.006765899864682,"16202.81",95,153,0.620915032679739,120,186,0.645161290322581,95,176,0.539772727272727,TRUE,"Low_vs_Control",,,0.0923565407197666,1,"ok","ok",0.0242462576428421,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02144","MB","Myoglobin","MYG_HUMAN",1.19430696624157,0.0072727272727272,"17183.8",123,153,0.803921568627451,139,186,0.747311827956989,142,176,0.806818181818182,TRUE,"Low_vs_Control",0.160001770451338,0.661615620812491,-0.0766047655928472,1,"ok","ok",-0.0566097406704618,FALSE,FALSE,"Neither",TRUE,"tested"
"P02452","COL1A1","Collagen alpha-1(I) chain","CO1A1_HUMAN",1.20888002830795,0.0073810825587752,"138911.47",81,153,0.529411764705882,109,186,0.586021505376344,92,176,0.522727272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0566097406704618,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02458","COL2A1","Collagen alpha-1(II) chain","CO2A1_HUMAN",5.0929671555094,0.0073810825587752,"141785.37",41,153,0.26797385620915,54,186,0.290322580645161,42,176,0.238636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.022348724436011,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02461","COL3A1","Collagen alpha-1(III) chain","CO3A1_HUMAN",0.719893144072159,0.0073810825587752,"138564.28",38,153,0.248366013071895,45,186,0.241935483870968,47,176,0.267045454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00643052920092768,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02511","CRYAB","Alpha-crystallin B chain","CRYAB_HUMAN",1.15031997587755,0.0073810825587752,"20158.91",50,153,0.326797385620915,79,186,0.424731182795699,69,176,0.392045454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0979337971747839,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02533","KRT14","Keratin, type I cytoskeletal 14","K1C14_HUMAN",0.927701874353479,0.0016233766233766,"51561.46",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0531269883876622,0.887173219885481,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02538","KRT6A","Keratin, type II cytoskeletal 6A","K2C6A_HUMAN",0.912969651286324,0.0016233766233766,"60044.95",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.00373917110466415,0.992276652640347,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02545","LMNA","Prelamin-A/C","LMNA_HUMAN",0.726355435863171,0.0030581039755351,"74139.48",150,153,0.980392156862745,181,186,0.973118279569892,162,176,0.920454545454545,TRUE,"Low_vs_Control",0.318246468232264,0.223401084779981,-0.149715429806738,1,"ok","ok",-0.00727387729285256,FALSE,FALSE,"Neither",TRUE,"tested"
"P02549","SPTA1","Spectrin alpha chain, erythrocytic 1","SPTA1_HUMAN",1.41848710907304,0.0016233766233766,"280014.47",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0288549797509905,0.981780738977888,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02585","TNNC2","Troponin C, skeletal muscle","TNNC2_HUMAN",2.28813289448081,0.0073810825587752,"18122.05",55,153,0.359477124183007,67,186,0.360215053763441,79,176,0.448863636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.000737929580434338,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02647","APOA1","Apolipoprotein A-I","APOA1_HUMAN",0.785518269654813,0.0016233766233766,"30777.83",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0655082004557634,0.783334447577212,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02649","APOE","Apolipoprotein E","APOE_HUMAN",0.499529733087873,0.0016233766233766,"36154.08",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0187093002183722,0.938017625577624,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02652","APOA2","Apolipoprotein A-II","APOA2_HUMAN",0.547745291581205,0.0072727272727272,"11175.01",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.127510508333149,0.400519760054384,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02654","APOC1","Apolipoprotein C-I","APOC1_HUMAN",0.542498788973891,0.0073810825587752,"9331.92",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.140989092974763,0.337242408502632,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02655","APOC2","Apolipoprotein C-II","APOC2_HUMAN",0.502143535054983,0.006765899864682,"11283.86",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0333494197879673,0.886189796382453,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02656","APOC3","Apolipoprotein C-III","APOC3_HUMAN",0.85279111304078,0.0016233766233766,"10852.3",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0330871476005203,0.941382874304833,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02671","FGA","Fibrinogen alpha chain","FIBA_HUMAN",0.677578707868152,0.0016233766233766,"94973.03",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.371705683747635,0.108018155183275,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02675","FGB","Fibrinogen beta chain","FIBB_HUMAN",0.57302691687506,0.0016233766233766,"55928.15",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.280243670484872,0.189625070543279,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02679","FGG","Fibrinogen gamma chain","FIBG_HUMAN",0.549763482777903,0.0016233766233766,"51511.65",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.274033181754881,0.111757818447402,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02686","MBP","Myelin basic protein","MBP_HUMAN",0.911466140305283,0.0075880758807588,"33117.09",22,153,0.143790849673203,21,186,0.112903225806452,21,176,0.119318181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.030887623866751,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02724","GYPA","Glycophorin-A","GLPA_HUMAN",1.00461010864599,0.0073810825587752,"16429.62",104,153,0.679738562091503,109,186,0.586021505376344,81,176,0.460227272727273,TRUE,"Low_vs_Control",,,-0.277152412626694,1,"ok","ok",-0.0937170567151592,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02730","SLC4A1","Band 3 anion transport protein","B3AT_HUMAN",1.20308598272836,0.0016233766233766,"101792.32",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0075514552960545,0.991742678411211,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02741","CRP","C-reactive protein","CRP_HUMAN",1.78867117158324,0.0016233766233766,"25038.57",77,153,0.503267973856209,106,186,0.56989247311828,104,176,0.590909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0666244992620705,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02743","APCS","Serum amyloid P-component","SAMP_HUMAN",1.42521229815756,0.0016233766233766,"25387.12",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.256712983308672,0.469079250384691,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02745","C1QA","Complement C1q subcomponent subunit A","C1QA_HUMAN",1.47538314809468,0.0040983606557377,"26016.56",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.480371828317502,0.141420691921424,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02746","C1QB","Complement C1q subcomponent subunit B","C1QB_HUMAN",1.48661599968409,0.0040983606557377,"26721.75",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.343364626416477,0.311194633434131,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02747","C1QC","Complement C1q subcomponent subunit C","C1QC_HUMAN",1.45056891976117,0.0016233766233766,"25773.64",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.34742843820783,0.259097624697789,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02748","C9","Complement component C9","CO9_HUMAN",0.491229583197858,0.0016233766233766,"63173.37",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.191205510716927,0.189625070543279,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02749","APOH","Beta-2-glycoprotein 1","APOH_HUMAN",1.07900303561705,0.0040983606557377,"38298.15",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.273593721142396,0.320006621856902,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02750","LRG1","Leucine-rich alpha-2-glycoprotein","A2GL_HUMAN",1.87427328548908,0.0072727272727272,"38177.91",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.415213590050886,0.344782535773419,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02751","FN1","Fibronectin","FINC_HUMAN",0.693490543439582,0.0016233766233766,"272320.35",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.309267385612429,0.0599505411131185,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02753","RBP4","Retinol-binding protein 4","RET4_HUMAN",0.846628804457886,0.0016233766233766,"23010",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.414899231552617,0.107413442080389,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02760","AMBP","Protein AMBP","AMBP_HUMAN",0.391798095895092,0.0040983606557377,"38999.47",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0779422067171236,0.464934087450121,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02763","ORM1","Alpha-1-acid glycoprotein 1","A1AG1_HUMAN",1.71565959054501,0.0016233766233766,"23539.61",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.477370129767619,0.266905612791851,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02765","AHSG","Alpha-2-HS-glycoprotein","FETUA_HUMAN",0.586618100118295,0.0016233766233766,"39340.73",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.355086596740886,0.0599505411131185,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02766","TTR","Transthyretin","TTHY_HUMAN",0.514099836771629,0.0048740861088545,"15887.02",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.133449630178619,0.372459303578682,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02768","ALB","Albumin","ALBU_HUMAN",1.68345019358507,0.0016233766233766,"69366.68",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.455206139079543,0.223401084779981,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02771","AFP","Alpha-fetoprotein","FETA_HUMAN",0.334712408665577,0.0073810825587752,"68677.56",35,153,0.228758169934641,31,186,0.166666666666667,29,176,0.164772727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0620915032679739,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P02774","GC","Vitamin D-binding protein","VTDB_HUMAN",1.28840927012153,0.0016233766233766,"52917.53",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.313803355780864,0.316371472408865,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02775","PPBP","Platelet basic protein","CXCL7_HUMAN",1.63890548718432,0.0016233766233766,"13894.21",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.23058816766866,0.458713059712104,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P02776","PF4","Platelet factor 4","PLF4_HUMAN",1.74036540156302,0.0073810825587752,"10844.94",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",-0.0167791583469086,0.986712462933589,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
