"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status"
"P05062","ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN",1.70909334474942,0.0040983606557377,"39473.02",123,153,0.803921568627451,164,186,0.881720430107527,148,176,0.840909090909091,TRUE,"High_vs_Low",-0.369353148021011,0.386465253163695,-0.202930396264045,1,"ok","ok",-0.0408113391984359,FALSE,FALSE,"Neither",TRUE,"tested"
"P05067","APP","Amyloid-beta precursor protein","A4_HUMAN",1.48804195069375,0.0030581039755351,"86943.24",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.217277114505567,0.260385913459559,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05089","ARG1","Arginase-1","ARGI1_HUMAN",0.993549606382282,0.0016233766233766,"34734.94",151,153,0.986928104575163,182,186,0.978494623655914,172,176,0.977272727272727,TRUE,"High_vs_Low",-0.27982825725641,0.101794967278696,-0.178709457405313,1,"ok","ok",-0.0012218963831867,FALSE,FALSE,"Neither",TRUE,"tested"
"P05090","APOD","Apolipoprotein D","APOD_HUMAN",0.55533452355878,0.0040983606557377,"21275.55",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.310231470196234,0.00281842874659094,,,"constant_detection","constant_detection",0,TRUE,,"Not jointly evaluable",TRUE,"tested"
"P05091","ALDH2","Aldehyde dehydrogenase, mitochondrial","ALDH2_HUMAN",1.05756790595745,0.0073810825587752,"56381.31",47,153,0.30718954248366,37,186,0.198924731182796,44,176,0.25,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.0510752688172043,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05106","ITGB3","Integrin beta-3","ITB3_HUMAN",1.68146333312279,0.0016233766233766,"87057.81",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.16721966966548,0.379745259894325,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05107","ITGB2","Integrin beta-2","ITB2_HUMAN",0.595392049459279,0.0016233766233766,"84790.84",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.154141803230722,0.151219027838665,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05109","S100A8","Protein S100-A8","S10A8_HUMAN",2.44336843357253,0.0040983606557377,"10834.51",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",0.00638884952243224,0.986304079254046,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05121","SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",0.863184269041654,0.0072727272727272,"45059.98",124,153,0.810457516339869,164,186,0.881720430107527,144,176,0.818181818181818,TRUE,"High_vs_Low",-0.170730765864585,0.345299495031979,-0.293402104838594,1,"ok","ok",-0.0635386119257086,FALSE,FALSE,"Neither",TRUE,"tested"
"P05141","SLC25A5","ADP/ATP translocase 2","ADT2_HUMAN",2.04369185989541,0.0073810825587752,"32852.23",133,153,0.869281045751634,147,186,0.790322580645161,140,176,0.795454545454545,TRUE,"High_vs_Low",0.0706086005206537,0.874985312050892,0.12749221303035,1,"ok","ok",0.00513196480938416,FALSE,FALSE,"Neither",TRUE,"tested"
"P05154","SERPINA5","Plasma serine protease inhibitor","IPSP_HUMAN",0.491346410742701,0.0016233766233766,"45674.67",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.251864091241194,0.00759083958367728,,,"constant_detection","constant_detection",0,TRUE,,"Not jointly evaluable",TRUE,"tested"
"P05155","SERPING1","Plasma protease C1 inhibitor","IC1_HUMAN",0.565678919713884,0.0016233766233766,"55154.18",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.201399207136756,0.108685484985295,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05156","CFI","Complement factor I","CFAI_HUMAN",1.40347122283675,0.0040983606557377,"65750.25",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.0277779175051798,0.959352695398628,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05160","F13B","Coagulation factor XIII B chain","F13B_HUMAN",0.793326200548321,0.0040983606557377,"75510.67",152,153,0.993464052287582,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.0634989784034534,0.848542458517617,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05161","ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN",0.979208100339843,0.0075880758807588,"17887.5",12,153,0.0784313725490196,9,186,0.0483870967741935,19,176,0.107954545454545,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.0595674486803519,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05164","MPO","Myeloperoxidase","PERM_HUMAN",1.48000308648405,0.0058910162002945,"83868.57",121,153,0.790849673202614,158,186,0.849462365591398,145,176,0.823863636363636,TRUE,"High_vs_Low",-0.0994563450668924,0.734204145193099,-0.174644713265317,1,"ok","ok",-0.0255987292277615,FALSE,FALSE,"Neither",TRUE,"tested"
"P05165","PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial","PCCA_HUMAN",0.663915625859314,0.0073810825587752,"80058.93",2,153,0.0130718954248366,3,186,0.0161290322580645,2,176,0.0113636363636364,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.00476539589442815,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05166","PCCB","Propionyl-CoA carboxylase beta chain, mitochondrial","PCCB_HUMAN",1.51648761130664,0.0073810825587752,"58215.67",5,153,0.0326797385620915,6,186,0.032258064516129,5,176,0.0284090909090909,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.00384897360703812,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05186","ALPL","Alkaline phosphatase, tissue-nonspecific isozyme","PPBT_HUMAN",0.634467322856251,0.0040983606557377,"57304.81",116,153,0.758169934640523,154,186,0.827956989247312,138,176,0.784090909090909,TRUE,"High_vs_Low",-0.222416712154224,0.121607339464928,-0.220995509235053,1,"ok","ok",-0.0438660801564028,FALSE,FALSE,"Neither",TRUE,"tested"
"P05198","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1","IF2A_HUMAN",0.936313277401392,0.0072727272727272,"36112.16",125,153,0.816993464052288,144,186,0.774193548387097,127,176,0.721590909090909,TRUE,"High_vs_Low",0.0619416532269073,0.851685285726965,-0.252734498562642,1,"ok","ok",-0.0526026392961877,FALSE,FALSE,"Neither",TRUE,"tested"
"P05204;Q15651","HMGN2;HMGN3","Non-histone chromosomal protein HMG-17;High mobility group nucleosome-binding domain-containing protein 3","HMGN2_HUMAN;HMGN3_HUMAN",2.26671183409287,0.0073810825587752,"9392.67;10665.85",54,153,0.352941176470588,43,186,0.231182795698925,50,176,0.284090909090909,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.0529081133919844,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05362","ICAM1","Intercellular adhesion molecule 1","ICAM1_HUMAN",0.482104188334054,0.0016233766233766,"57825.22",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.139830949270737,0.180308978979819,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05386","RPLP1","Large ribosomal subunit protein P1","RLA1_HUMAN",0.779707602383849,0.0072727272727272,"11513.93",147,153,0.96078431372549,184,186,0.989247311827957,159,176,0.903409090909091,TRUE,"High_vs_Low",-0.170179106712309,0.272802422914516,-2.36793888529197,0.287203871782773,"ok","ok",-0.0858382209188661,FALSE,FALSE,"Neither",TRUE,"tested"
"P05387","RPLP2","Large ribosomal subunit protein P2","RLA2_HUMAN",0.647484382844955,0.0040983606557377,"11664.93",151,153,0.986928104575163,184,186,0.989247311827957,173,176,0.982954545454545,TRUE,"High_vs_Low",-0.298449005127107,0.0248282528508993,-0.298003004481522,1,"ok","ok",-0.00629276637341158,TRUE,FALSE,"Abundance-only",TRUE,"tested"
"P05388","RPLP0","Large ribosomal subunit protein uL10","RLA0_HUMAN",0.735622268496723,0.0040983606557377,"34273.5",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"High_vs_Low",-0.210047336361859,0.177177685577512,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.00568181818181823,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05408","SCG5","Neuroendocrine protein 7B2","7B2_HUMAN",1.33562315597805,0.0078146052277014,"23729.66",60,153,0.392156862745098,82,186,0.440860215053763,63,176,0.357954545454545,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.082905669599218,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05452","CLEC3B","Tetranectin","TETN_HUMAN",0.631517707644735,0.0073810825587752,"22536.81",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.0906783876037611,0.593833973123615,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05455","SSB","Lupus La protein","LA_HUMAN",1.23712457177614,0.0072727272727272,"46837.05",104,153,0.679738562091503,130,186,0.698924731182796,122,176,0.693181818181818,TRUE,"High_vs_Low",,,-0.00510804281230071,1,"ok","ok",-0.00574291300097751,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05543","SERPINA7","Thyroxine-binding globulin","THBG_HUMAN",0.753951784237878,0.0016233766233766,"46324.5",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",0.0486126110001752,0.825274581586702,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05546","SERPIND1","Heparin cofactor 2","HEP2_HUMAN",0.525124656739107,0.0016233766233766,"57070.6",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.00260534506102772,0.988083814603249,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05556","ITGB1","Integrin beta-1","ITB1_HUMAN",0.627098027977368,0.0016233766233766,"88415.27",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.13277200350916,0.219877773541234,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P05771","PRKCB","Protein kinase C beta type","KPCB_HUMAN",1.50191269492263,0.0073810825587752,"76868.96",71,153,0.464052287581699,82,186,0.440860215053763,72,176,0.409090909090909,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.0317693059628543,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05783","KRT18","Keratin, type I cytoskeletal 18","K1C18_HUMAN",1.83294256663494,0.0016233766233766,"48057.81",69,153,0.450980392156863,107,186,0.575268817204301,87,176,0.494318181818182,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.0809506353861193,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05787","KRT8","Keratin, type II cytoskeletal 8","K2C8_HUMAN",1.89053206447592,0.006765899864682,"53704.24",85,153,0.555555555555556,90,186,0.483870967741935,87,176,0.494318181818182,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.0104472140762463,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05976","MYL1","Myosin light chain 1/3, skeletal muscle isoform","MYL1_HUMAN",2.11178312426683,0.0040983606557377,"21145.1",90,153,0.588235294117647,120,186,0.645161290322581,107,176,0.607954545454545,TRUE,"High_vs_Low",,,-0.142658923041846,1,"ok","ok",-0.0372067448680352,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P05997","COL5A2","Collagen alpha-2(V) chain","CO5A2_HUMAN",0.728582989922614,0.0040983606557377,"144910.09",132,153,0.862745098039216,164,186,0.881720430107527,144,176,0.818181818181818,TRUE,"High_vs_Low",-0.118901834400564,0.609293785345555,-0.65637195535569,0.580192032691217,"ok","ok",-0.0635386119257086,FALSE,FALSE,"Neither",TRUE,"tested"
"P06132","UROD","Uroporphyrinogen decarboxylase","DCUP_HUMAN",1.15894115566435,0.0073810825587752,"40786.9",57,153,0.372549019607843,74,186,0.397849462365591,71,176,0.403409090909091,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.00555962854349951,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06239","LCK","Tyrosine-protein kinase Lck","LCK_HUMAN",0.554654261394095,0.0073810825587752,"58000.6",88,153,0.57516339869281,125,186,0.672043010752688,93,176,0.528409090909091,TRUE,"High_vs_Low",,,-0.591984030780319,0.428573091916622,"ok","ok",-0.143633919843597,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06241","FYN","Tyrosine-protein kinase Fyn","FYN_HUMAN",0.920269968213368,0.0073810825587752,"60761.9",13,153,0.0849673202614379,23,186,0.123655913978495,17,176,0.0965909090909091,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.0270650048875855,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06276","BCHE","Cholinesterase","CHLE_HUMAN",1.28552554189212,0.0016233766233766,"68418.05",148,153,0.967320261437909,181,186,0.973118279569892,170,176,0.965909090909091,TRUE,"High_vs_Low",0.0338092930254437,0.941645114211243,-0.371161382184394,1,"ok","ok",-0.00720918866080156,FALSE,FALSE,"Neither",TRUE,"tested"
"P06280","GLA","Alpha-galactosidase A","AGAL_HUMAN",0.692973922592358,0.0073810825587752,"48766.76",35,153,0.228758169934641,38,186,0.204301075268817,38,176,0.215909090909091,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.0116080156402737,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06307","CCK","Cholecystokinin","CCKN_HUMAN",0.9468031836202,0.0075880758807588,"12669.39",2,153,0.0130718954248366,7,186,0.0376344086021505,8,176,0.0454545454545455,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.00782013685239492,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06310","IGKV2-30","Immunoglobulin kappa variable 2-30","KV230_HUMAN",0.959201076635686,0.0058910162002945,"13184.96",151,153,0.986928104575163,185,186,0.994623655913978,174,176,0.988636363636364,TRUE,"High_vs_Low",-0.0220769571968162,0.959352695398628,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.00598729227761485,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06312","IGKV4-1","Immunoglobulin kappa variable 4-1","KV401_HUMAN",1.29789877235793,0.0040983606557377,"13380.04",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.0852358643846092,0.799703819682387,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06315","IGKV5-2","Immunoglobulin kappa variable 5-2","KV502_HUMAN",4.15319097240894,0.0072727272727272,"12728.21",15,153,0.0980392156862745,27,186,0.145161290322581,20,176,0.113636363636364,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.031524926686217,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06331","IGHV4-34","Immunoglobulin heavy variable 4-34","HV434_HUMAN",1.17913157908702,0.0016233766233766,"13814.86",153,153,1,185,186,0.994623655913978,175,176,0.994318181818182,TRUE,"High_vs_Low",-0.0846069511528462,0.803541351770033,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.000305474095796732,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06396","GSN","Gelsolin","GELS_HUMAN",0.6651428067036,0.0016233766233766,"85697.51",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",0.0231992374994867,0.93787512835454,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06454","PTMA","Prothymosin alpha","PTMA_HUMAN",0.865699585421745,0.0073810825587752,"12202.96",152,153,0.993464052287582,184,186,0.989247311827957,174,176,0.988636363636364,TRUE,"High_vs_Low",0.00976438336386209,0.967766987893675,-0.12506366179498,1,"ok","ok",-0.000610948191593352,FALSE,FALSE,"Neither",TRUE,"tested"
"P06576","ATP5F1B","ATP synthase F(1) complex subunit beta, mitochondrial","ATPB_HUMAN",2.31529110886428,0.0040983606557377,"56559.9",131,153,0.856209150326797,149,186,0.801075268817204,141,176,0.801136363636364,TRUE,"High_vs_Low",0.0293007494247615,0.960702710255662,0.0686091020006219,1,"ok","ok",6.10948191593907e-05,FALSE,FALSE,"Neither",TRUE,"tested"
"P06681","C2","Complement C2","CO2_HUMAN",1.7790478818346,0.0016233766233766,"83267.83",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",0.0450924300475108,0.92363532133943,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06702","S100A9","Protein S100-A9","S10A9_HUMAN",2.44852760550935,0.0016233766233766,"13241.99",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",0.0161941887179644,0.973522225210026,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06703","S100A6","Protein S100-A6","S10A6_HUMAN",0.847968114396801,0.0072727272727272,"10179.73",153,153,1,185,186,0.994623655913978,174,176,0.988636363636364,TRUE,"High_vs_Low",-0.0656856710146734,0.787429930528664,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.00598729227761485,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06727","APOA4","Apolipoprotein A-IV","APOA4_HUMAN",0.490665915366271,0.0016233766233766,"45372.03",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.0789362567160552,0.492929689161993,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06729","CD2","T-cell surface antigen CD2","CD2_HUMAN",1.4018682461986,0.0073810825587752,"39448.23",21,153,0.137254901960784,30,186,0.161290322580645,17,176,0.0965909090909091,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.0646994134897361,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06730","EIF4E","Eukaryotic translation initiation factor 4E","IF4E_HUMAN",1.4840277930985,0.0073810825587752,"25097.25",61,153,0.398692810457516,66,186,0.354838709677419,79,176,0.448863636363636,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.094024926686217,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06732","CKM","Creatine kinase M-type","KCRM_HUMAN",2.41483573719013,0.0040983606557377,"43101.11",103,153,0.673202614379085,129,186,0.693548387096774,132,176,0.75,TRUE,"High_vs_Low",,,0.268485842425523,1,"ok","ok",0.0564516129032258,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06733","ENO1","Alpha-enolase","ENOA_HUMAN",0.725457109624248,0.0040983606557377,"47168.96",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.249940763768622,0.0565486243434219,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P06734","FCER2","Low affinity immunoglobulin epsilon Fc receptor","FCER2_HUMAN",0.652100146475967,0.0073810825587752,"36468.78",146,153,0.954248366013072,181,186,0.973118279569892,162,176,0.920454545454545,TRUE,"High_vs_Low",-0.374318015664242,0.00668058606099324,-1.24449056092625,0.53535853754439,"ok","ok",-0.0526637341153471,TRUE,FALSE,"Abundance-only",TRUE,"tested"
"P06737","PYGL","Glycogen phosphorylase, liver form","PYGL_HUMAN",3.42983478298224,0.0072727272727272,"97148.6",98,153,0.640522875816993,116,186,0.623655913978495,113,176,0.642045454545455,TRUE,"High_vs_Low",,,0.103463872887137,1,"ok","ok",0.01838954056696,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06744","GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN",1.86408827799554,0.0058910162002945,"63147.12",131,153,0.856209150326797,167,186,0.897849462365591,154,176,0.875,TRUE,"High_vs_Low",0.0215643878224832,0.966661691294047,-0.225386718116113,1,"ok","ok",-0.0228494623655914,FALSE,FALSE,"Neither",TRUE,"tested"
"P06748","NPM1","Nucleophosmin","NPM_HUMAN",2.11566713073764,0.0072727272727272,"32575.02",95,153,0.620915032679739,106,186,0.56989247311828,96,176,0.545454545454545,TRUE,"High_vs_Low",,,-0.14906592035093,1,"ok","ok",-0.0244379276637342,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06753","TPM3","Tropomyosin alpha-3 chain","TPM3_HUMAN",1.71684111358821,0.0040983606557377,"32949.97",152,153,0.993464052287582,182,186,0.978494623655914,175,176,0.994318181818182,TRUE,"High_vs_Low",0.0532659197085046,0.870682285639562,1.52950041227923,0.889803850103268,"ok","ok",0.0158235581622678,FALSE,FALSE,"Neither",TRUE,"tested"
"P06756","ITGAV","Integrin alpha-V","ITAV_HUMAN",0.61845270481242,0.0073810825587752,"116037.86",128,153,0.836601307189543,154,186,0.827956989247312,145,176,0.823863636363636,TRUE,"High_vs_Low",-0.010061966095134,0.973522225210026,-0.173596147124176,1,"ok","ok",-0.00409335288367552,FALSE,FALSE,"Neither",TRUE,"tested"
"P06850","CRH","Corticoliberin","CRF_HUMAN",0.638210696928182,0.0073810825587752,"21421.76",37,153,0.241830065359477,51,186,0.274193548387097,40,176,0.227272727272727,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.0469208211143695,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P06858","LPL","Lipoprotein lipase","LIPL_HUMAN",0.62775927758307,0.0016233766233766,"53162.49",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.204561633469599,0.0944635159255825,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P07093","SERPINE2","Glia-derived nexin","GDN_HUMAN",1.30155847683398,0.0040983606557377,"44002.22",138,153,0.901960784313726,174,186,0.935483870967742,156,176,0.886363636363636,TRUE,"High_vs_Low",-0.213799849261212,0.269963582498931,-0.538055528860508,0.872037353846486,"ok","ok",-0.0491202346041055,FALSE,FALSE,"Neither",TRUE,"tested"
"P07108","DBI","Acyl-CoA-binding protein","ACBP_HUMAN",1.53666494496393,0.0073810825587752,"10044.42",89,153,0.581699346405229,96,186,0.516129032258065,90,176,0.511363636363636,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.00476539589442815,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P07195","LDHB","L-lactate dehydrogenase B chain","LDHB_HUMAN",1.9033916114904,0.0030581039755351,"36638.48",152,153,0.993464052287582,186,186,1,176,176,1,TRUE,"High_vs_Low",0.157043330423686,0.467434052753766,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P07203","GPX1","Glutathione peroxidase 1","GPX1_HUMAN",1.15203213964473,0.0040983606557377,"22088.17",152,153,0.993464052287582,185,186,0.994623655913978,172,176,0.977272727272727,TRUE,"High_vs_Low",-0.0376394880260928,0.904672314518713,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.0173509286412512,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P07204","THBD","Thrombomodulin","TRBM_HUMAN",0.625336410774109,0.0073810825587752,"60329.37",15,153,0.0980392156862745,20,186,0.10752688172043,20,176,0.113636363636364,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.00610948191593352,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P07225","PROS1","Vitamin K-dependent protein S","PROS_HUMAN",0.622715397323338,0.0016233766233766,"75122.59",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.186026225369556,0.144170568843618,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P07237","P4HB","Protein disulfide-isomerase","PDIA1_HUMAN",0.704002633195119,0.0016233766233766,"57116.36",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.153786784848444,0.329930781300205,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P07305","H1-0","Histone H1.0","H10_HUMAN",2.06591812341867,0.0073810825587752,"20862.93",67,153,0.437908496732026,84,186,0.451612903225806,72,176,0.409090909090909,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.0425219941348973,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P07307","ASGR2","Asialoglycoprotein receptor 2","ASGR2_HUMAN",0.608900944817586,0.0016233766233766,"35092.21",130,153,0.849673202614379,170,186,0.913978494623656,161,176,0.914772727272727,TRUE,"High_vs_Low",-0.327651646624734,0.0443630474367661,0.136494763834258,1,"ok","ok",0.000794232649071414,TRUE,FALSE,"Abundance-only",TRUE,"tested"
"P07311","ACYP1","Acylphosphatase-1","ACYP1_HUMAN",0.908316307659841,0.0073810825587752,"11260.84",35,153,0.228758169934641,33,186,0.17741935483871,36,176,0.204545454545455,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",0.0271260997067449,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P07327","ADH1A","Alcohol dehydrogenase 1A","ADH1A_HUMAN",1.19987329925648,0.0058910162002945,"39858.69",147,153,0.96078431372549,182,186,0.978494623655914,170,176,0.965909090909091,TRUE,"High_vs_Low",-0.253572959713098,0.100039279108935,-0.295871329290903,1,"ok","ok",-0.0125855327468231,FALSE,FALSE,"Neither",TRUE,"tested"
"P07332","FES","Tyrosine-protein kinase Fes/Fps","FES_HUMAN",1.41695704941287,0.0072727272727272,"93496.57",13,153,0.0849673202614379,16,186,0.0860215053763441,14,176,0.0795454545454545,FALSE,"High_vs_Low",,,,,,"outside_detection_analysis_universe",-0.00647605083088955,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P07333","CSF1R","Macrophage colony-stimulating factor 1 receptor","CSF1R_HUMAN",0.594485847451267,0.0040983606557377,"107983.75",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.233644655041504,0.0481355782757968,,,"constant_detection","constant_detection",0,TRUE,,"Not jointly evaluable",TRUE,"tested"
"P07339","CTSD","Cathepsin D","CATD_HUMAN",1.01474340725691,0.0040983606557377,"44552.22",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.172809915210367,0.253482782697936,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P07355","ANXA2","Annexin A2","ANXA2_HUMAN",0.852192290200423,0.0016233766233766,"38604.04",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.259258488680407,0.0299057380793044,,,"constant_detection","constant_detection",0,TRUE,,"Not jointly evaluable",TRUE,"tested"
"P07357","C8A","Complement component C8 alpha chain","CO8A_HUMAN",0.625977446918786,0.0040983606557377,"65163.2",153,153,1,186,186,1,176,176,1,TRUE,"High_vs_Low",-0.0367199059834356,0.859370675919446,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
