"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status","Rank","Detection_status"
"Q6UWH4","GASK1B","Golgi-associated kinase 1B","GAK1B_HUMAN",0.568099699256068,0.0073810825587752,"57552.18",92,153,0.601307189542484,111,186,0.596774193548387,90,176,0.511363636363636,TRUE,"High_vs_Control",,,-0.350400298737371,0.762190361720315,"ok","ok",-0.0899435531788473,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",71,"Not significant"
"Q16827","PTPRO","Receptor-type tyrosine-protein phosphatase O","PTPRO_HUMAN",0.68667573781374,0.0073810825587752,"138343.92",118,153,0.77124183006536,145,186,0.779569892473118,120,176,0.681818181818182,TRUE,"High_vs_Control",,,-0.450923746153483,0.70438247446779,"ok","ok",-0.0894236482471777,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",72,"Not significant"
"P09496","CLTA","Clathrin light chain A","CLCA_HUMAN",1.29953793529718,0.0058910162002945,"27076.69",115,153,0.751633986928105,129,186,0.693548387096774,117,176,0.664772727272727,TRUE,"High_vs_Control",,,-0.411640706620018,0.722050298421068,"ok","ok",-0.0868612596553773,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",73,"Not significant"
"P61960","UFM1","Ubiquitin-fold modifier 1","UFM1_HUMAN",0.835698471568474,0.0073810825587752,"9117.58",101,153,0.660130718954248,115,186,0.618279569892473,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.384609067605623,0.719788195701111,"ok","ok",-0.086267082590612,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",74,"Not significant"
"P16989","YBX3","Y-box-binding protein 3","YBOX3_HUMAN",1.19563925761571,0.0016233766233766,"40089.95",114,153,0.745098039215686,120,186,0.645161290322581,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.411510429299024,0.711214452217628,"ok","ok",-0.0860071301247772,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",75,"Not significant"
"P25445","FAS","Tumor necrosis factor receptor superfamily member 6","TNR6_HUMAN",0.575228427621695,0.0072727272727272,"37732.2",94,153,0.61437908496732,117,186,0.629032258064516,93,176,0.528409090909091,TRUE,"High_vs_Control",,,-0.343301961222861,0.762190361720315,"ok","ok",-0.0859699940582294,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",76,"Not significant"
"P51858","HDGF","Hepatoma-derived growth factor","HDGF_HUMAN",1.92487161702716,0.0016233766233766,"26788.28",120,153,0.784313725490196,147,186,0.790322580645161,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.431663729047457,0.718061586390866,"ok","ok",-0.0854500891265597,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",77,"Not significant"
"O43149","ZZEF1","Zinc finger ZZ-type and EF-hand domain-containing protein 1","ZZEF1_HUMAN",1.03837216489592,0.0073810825587752,"331075.3",92,153,0.601307189542484,107,186,0.575268817204301,91,176,0.517045454545455,TRUE,"High_vs_Control",,,-0.333077947339032,0.791498271022101,"ok","ok",-0.084261734997029,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",78,"Not significant"
"P26373","RPL13","Large ribosomal subunit protein eL13","RL13_HUMAN",1.10427720930284,0.0016233766233766,"24261.47",118,153,0.77124183006536,145,186,0.779569892473118,121,176,0.6875,TRUE,"High_vs_Control",,,-0.436381955619182,0.710644042114769,"ok","ok",-0.0837418300653595,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",79,"Not significant"
"P68400;Q8NEV1","CSNK2A1;CSNK2A3","Casein kinase II subunit alpha;Casein kinase II subunit alpha 3","CSK21_HUMAN;CSK23_HUMAN",0.754172192563214,0.0073810825587752,"45143.57;45219.7",98,153,0.640522875816993,119,186,0.639784946236559,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.389038312006649,0.710644042114769,"ok","ok",-0.0837046939988116,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",80,"Not significant"
"Q9BVC6","TMEM109","Voltage-gated monoatomic cation channel TMEM109","TM109_HUMAN",1.74755690710822,0.0040983606557377,"26209.98",91,153,0.594771241830065,113,186,0.60752688172043,90,176,0.511363636363636,TRUE,"High_vs_Control",,,-0.336100798054182,0.780091213558264,"ok","ok",-0.083407605466429,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",81,"Not significant"
"Q9Y5S9","RBM8A","RNA-binding protein 8A","RBM8A_HUMAN",1.09018585722087,0.0072727272727272,"19888.98",104,153,0.679738562091503,132,186,0.709677419354839,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.354484346972989,0.762190361720315,"ok","ok",-0.0831476530005942,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",82,"Not significant"
"O14983","ATP2A1","Sarcoplasmic/endoplasmic reticulum calcium ATPase 1","AT2A1_HUMAN",2.04151507697287,0.0073810825587752,"110252.48",116,153,0.758169934640523,116,186,0.623655913978495,119,176,0.676136363636364,TRUE,"High_vs_Control",,,-0.458833272660547,0.694238866199907,"ok","ok",-0.0820335710041592,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",83,"Not significant"
"P02100","HBE1","Hemoglobin subunit epsilon","HBE_HUMAN",1.23080591587226,0.006765899864682,"16202.81",95,153,0.620915032679739,120,186,0.645161290322581,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.337349981914991,0.782434274300076,"ok","ok",-0.0811423054070113,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",84,"Not significant"
"P15170","GSPT1","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A","ERF3A_HUMAN",1.37659568256231,0.0072727272727272,"55755.91",95,153,0.620915032679739,106,186,0.56989247311828,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.349280469172333,0.762190361720315,"ok","ok",-0.0811423054070113,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",85,"Not significant"
"P45880","VDAC2","Non-selective voltage-gated ion channel VDAC2","VDAC2_HUMAN",1.47538465971318,0.006765899864682,"31566.5",94,153,0.61437908496732,128,186,0.688172043010753,94,176,0.534090909090909,TRUE,"High_vs_Control",,,-0.421376913465967,0.70438247446779,"ok","ok",-0.0802881758764112,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",86,"Not significant"
"P49720","PSMB3","Proteasome subunit beta type-3","PSB3_HUMAN",1.09743882780573,0.0072727272727272,"22948.88",120,153,0.784313725490196,128,186,0.688172043010753,124,176,0.704545454545455,TRUE,"High_vs_Control",,,-0.409801224860269,0.75079380146881,"ok","ok",-0.0797682709447415,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",87,"Not significant"
"O43665","RGS10","Regulator of G-protein signaling 10","RGS10_HUMAN",1.34750427023531,0.0072727272727272,"21209.92",93,153,0.607843137254902,108,186,0.580645161290323,93,176,0.528409090909091,TRUE,"High_vs_Control",,,-0.336879800213525,0.782434274300076,"ok","ok",-0.079434046345811,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",88,"Not significant"
"P20340","RAB6A","Ras-related protein Rab-6A","RAB6A_HUMAN",1.36986355402182,0.0072727272727272,"23592.78",106,153,0.69281045751634,113,186,0.60752688172043,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.369734585295631,0.759247409517229,"ok","ok",-0.0791740938799762,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",89,"Not significant"
"Q9Y6F6","IRAG1","Inositol 1,4,5-triphosphate receptor associated 1","IRAG1_HUMAN",2.17796433221299,0.006765899864682,"97957.13",106,153,0.69281045751634,110,186,0.591397849462366,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.342915530089799,0.801083107141317,"ok","ok",-0.0791740938799762,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",90,"Not significant"
"P00441","SOD1","Superoxide dismutase [Cu-Zn]","SODC_HUMAN",1.0308515810917,0.0072727272727272,"15935.74",119,153,0.777777777777778,138,186,0.741935483870968,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.401944614943601,0.758410722177395,"ok","ok",-0.0789141414141414,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",91,"Not significant"
"Q8TDW7","FAT3","Protocadherin Fat 3","FAT3_HUMAN",0.586765313786301,0.0073810825587752,"501978.29",92,153,0.601307189542484,112,186,0.602150537634409,92,176,0.522727272727273,TRUE,"High_vs_Control",,,-0.322955220418588,0.809117294656323,"ok","ok",-0.0785799168152109,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",92,"Not significant"
"P53618","COPB1","Coatomer subunit beta","COPB_HUMAN",1.62990571826704,0.0072727272727272,"107142.22",105,153,0.686274509803922,128,186,0.688172043010753,107,176,0.607954545454545,TRUE,"High_vs_Control",,,-0.340304229498294,0.802307946518731,"ok","ok",-0.0783199643493762,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",93,"Not significant"
"O00154","ACOT7","Cytosolic acyl coenzyme A thioester hydrolase","BACH_HUMAN",0.93681632759802,0.0072727272727272,"41796.02",98,153,0.640522875816993,107,186,0.575268817204301,99,176,0.5625,TRUE,"High_vs_Control",,,-0.355540177833145,0.762190361720315,"ok","ok",-0.0780228758169934,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",94,"Not significant"
"Q49MG5","MAP9","Microtubule-associated protein 9","MAP9_HUMAN",0.979047756538234,0.0073810825587752,"74233.92",98,153,0.640522875816993,114,186,0.612903225806452,99,176,0.5625,TRUE,"High_vs_Control",,,-0.39401996331738,0.711214452217628,"ok","ok",-0.0780228758169934,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",95,"Not significant"
"Q9UIA9","XPO7","Exportin-7","XPO7_HUMAN",0.812141321005889,0.0016233766233766,"123907.38",98,153,0.640522875816993,111,186,0.596774193548387,99,176,0.5625,TRUE,"High_vs_Control",,,-0.342556907043355,0.780091213558264,"ok","ok",-0.0780228758169934,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",96,"Not significant"
"O76003","GLRX3","Glutaredoxin-3","GLRX3_HUMAN",0.934285809789555,0.0040983606557377,"37432.03",111,153,0.725490196078431,128,186,0.688172043010753,114,176,0.647727272727273,TRUE,"High_vs_Control",,,-0.393556291433244,0.73817215408461,"ok","ok",-0.0777629233511586,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",97,"Not significant"
"P62318","SNRPD3","Small nuclear ribonucleoprotein Sm D3","SMD3_HUMAN",0.923975114890655,0.0072727272727272,"13916.24",111,153,0.725490196078431,113,186,0.60752688172043,114,176,0.647727272727273,TRUE,"High_vs_Control",,,-0.362405134426055,0.780065444360465,"ok","ok",-0.0777629233511586,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",98,"Not significant"
"P62851","RPS25","Small ribosomal subunit protein eS25","RS25_HUMAN",1.3694993315824,0.0073810825587752,"13742.13",104,153,0.679738562091503,111,186,0.596774193548387,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.325967077676245,0.834096945435679,"ok","ok",-0.077465834818776,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",99,"Not significant"
"P46109","CRKL","Crk-like protein","CRKL_HUMAN",1.71791208633845,0.0073810825587752,"33776.98",117,153,0.764705882352941,129,186,0.693548387096774,121,176,0.6875,TRUE,"High_vs_Control",,,-0.41055892761398,0.737898990752272,"ok","ok",-0.0772058823529411,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",100,"Not significant"
"Q9Y613","FHOD1","FH1/FH2 domain-containing protein 1","FHOD1_HUMAN",4.47805416266828,0.0040983606557377,"126551.32",97,153,0.633986928104575,104,186,0.559139784946237,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.348881875529643,0.762190361720315,"ok","ok",-0.0771687462863934,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",101,"Not significant"
"Q9HB40","SCPEP1","Retinoid-inducible serine carboxypeptidase","RISC_HUMAN",0.734327841570344,0.0072727272727272,"50830.68",110,153,0.718954248366013,126,186,0.67741935483871,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.331578160424126,0.842198066350412,"ok","ok",-0.0769087938205585,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",102,"Not significant"
"P29692","EEF1D","Elongation factor 1-delta","EF1D_HUMAN",1.35115473651512,0.0072727272727272,"31121.83",116,153,0.758169934640523,132,186,0.709677419354839,120,176,0.681818181818182,TRUE,"High_vs_Control",,,-0.387942041956539,0.762190361720315,"ok","ok",-0.0763517528223411,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",103,"Not significant"
"Q7KZF4","SND1","Staphylococcal nuclease domain-containing protein 1","SND1_HUMAN",16.8233262260691,0.0072727272727272,"101996.99",102,153,0.666666666666667,129,186,0.693548387096774,104,176,0.590909090909091,TRUE,"High_vs_Control",,,-0.339386422265426,0.801083107141317,"ok","ok",-0.0757575757575757,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",104,"Not significant"
"P06748","NPM1","Nucleophosmin","NPM_HUMAN",2.11566713073764,0.0072727272727272,"32575.02",95,153,0.620915032679739,106,186,0.56989247311828,96,176,0.545454545454545,TRUE,"High_vs_Control",,,-0.295606197124389,0.884638832258689,"ok","ok",-0.0754604872251932,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",105,"Not significant"
"Q9NYL9","TMOD3","Tropomodulin-3","TMOD3_HUMAN",1.19953541654567,0.0016233766233766,"39594.77",114,153,0.745098039215686,130,186,0.698924731182796,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.379637871654247,0.762190361720315,"ok","ok",-0.0746434937611409,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",106,"Not significant"
"Q969T9","WBP2","WW domain-binding protein 2","WBP2_HUMAN",1.07717729215567,0.0073810825587752,"28086.94",107,153,0.699346405228758,133,186,0.71505376344086,110,176,0.625,TRUE,"High_vs_Control",,,-0.350796855607686,0.791498271022101,"ok","ok",-0.0743464052287581,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",107,"Not significant"
"Q76M96","CCDC80","Coiled-coil domain-containing protein 80","CCD80_HUMAN",0.618662035478344,0.0040983606557377,"108173.71",113,153,0.738562091503268,137,186,0.736559139784946,117,176,0.664772727272727,TRUE,"High_vs_Control",,,-0.321991691556989,0.904809904852714,"ok","ok",-0.0737893642305407,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",108,"Not significant"
"P54709","ATP1B3","Sodium/potassium-transporting ATPase subunit beta-3","AT1B3_HUMAN",0.686399762337723,0.0072727272727272,"31512.58",106,153,0.69281045751634,130,186,0.698924731182796,109,176,0.619318181818182,TRUE,"High_vs_Control",,,-0.361136252860176,0.762190361720315,"ok","ok",-0.0734922756981581,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",109,"Not significant"
"P18433","PTPRA","Receptor-type tyrosine-protein phosphatase alpha","PTPRA_HUMAN",1.30273150008207,0.0073810825587752,"90719.05",112,153,0.73202614379085,127,186,0.682795698924731,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.387632816990902,0.756499867528011,"ok","ok",-0.0729352346999406,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",110,"Not significant"
"P16403","H1-2","Histone H1.2","H12_HUMAN",1.77582175765177,0.0072727272727272,"21364.75",125,153,0.816993464052288,129,186,0.693548387096774,131,176,0.744318181818182,TRUE,"High_vs_Control",,,-0.415458720930425,0.762190361720315,"ok","ok",-0.0726752822341058,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",111,"Not significant"
"Q9UJC5","SH3BGRL2","SH3 domain-binding glutamic acid-rich-like protein 2","SH3L2_HUMAN",1.84621262453875,0.0072727272727272,"12326.06",117,153,0.764705882352941,141,186,0.758064516129032,122,176,0.693181818181818,TRUE,"High_vs_Control",,,-0.373155299537501,0.791498271022101,"ok","ok",-0.0715240641711229,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",112,"Not significant"
"P23276","KEL","Kell blood group glycoprotein","KELL_HUMAN",0.584892775834504,0.0072727272727272,"82823.85",103,153,0.673202614379085,121,186,0.650537634408602,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.332166750248599,0.818145868904082,"ok","ok",-0.0709298871063577,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",113,"Not significant"
"Q5QJE6","DNTTIP2","Deoxynucleotidyltransferase terminal-interacting protein 2","TDIF2_HUMAN",0.933242912906717,0.0073810825587752,"84469.04",96,153,0.627450980392157,109,186,0.586021505376344,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.282316374651285,0.91170481098757,"ok","ok",-0.0706327985739751,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",114,"Not significant"
"Q92616","GCN1","Stalled ribosome sensor GCN1","GCN1_HUMAN",1.19418401939148,0.0073810825587752,"292710.14",109,153,0.712418300653595,123,186,0.661290322580645,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.29209695883722,0.951584141065488,"ok","ok",-0.0703728461081402,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",115,"Not significant"
"P30825","SLC7A1","High affinity cationic amino acid transporter 1","CTR1_HUMAN",1.08144866236341,0.0016233766233766,"67638.36",115,153,0.751633986928105,141,186,0.758064516129032,120,176,0.681818181818182,TRUE,"High_vs_Control",,,-0.333296711858387,0.858767047629143,"ok","ok",-0.0698158051099228,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",116,"Not significant"
"O95376","ARIH2","E3 ubiquitin-protein ligase ARIH2","ARI2_HUMAN",1.76663848371067,0.0040983606557377,"57818.86",95,153,0.620915032679739,104,186,0.559139784946237,97,176,0.551136363636364,TRUE,"High_vs_Control",,,-0.26672338268486,0.960994054804888,"ok","ok",-0.0697786690433749,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",117,"Not significant"
"Q12860","CNTN1","Contactin-1","CNTN1_HUMAN",0.951120169026325,0.0058910162002945,"113320.41",121,153,0.790849673202614,129,186,0.693548387096774,127,176,0.721590909090909,TRUE,"High_vs_Control",,,-0.353851103663768,0.858767047629143,"ok","ok",-0.0692587641117053,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",118,"Not significant"
"P42166","TMPO","Lamina-associated polypeptide 2, isoform alpha","LAP2A_HUMAN",2.44743049060012,0.0073810825587752,"75492.05",101,153,0.660130718954248,109,186,0.586021505376344,104,176,0.590909090909091,TRUE,"High_vs_Control",,,-0.27624715950915,0.953387138943903,"ok","ok",-0.0692216280451574,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",119,"Not significant"
"Q15019","SEPTIN2","Septin-2","SEPT2_HUMAN",1.594892162655,0.006765899864682,"41487.47",114,153,0.745098039215686,124,186,0.666666666666667,119,176,0.676136363636364,TRUE,"High_vs_Control",,,-0.328861584207855,0.858767047629143,"ok","ok",-0.0689616755793226,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",120,"Not significant"
"Q8TBY9","CFAP251","Cilia- and flagella-associated protein 251","CF251_HUMAN",1.11406649632955,0.0073810825587752,"129951.95",119,153,0.777777777777778,128,186,0.688172043010753,125,176,0.710227272727273,TRUE,"High_vs_Control",,,-0.406474948837196,0.762190361720315,"ok","ok",-0.0675505050505051,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",121,"Not significant"
"P31943","HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","HNRH1_HUMAN",1.70905661194274,0.0072727272727272,"49229.46",99,153,0.647058823529412,102,186,0.548387096774194,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.318484583232207,0.834096945435679,"ok","ok",-0.0675133689839572,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",122,"Not significant"
"Q9NPC4","A4GALT","Lactosylceramide 4-alpha-galactosyltransferase","A4GAT_HUMAN",0.520654203147882,0.0072727272727272,"40499.17",112,153,0.73202614379085,142,186,0.763440860215054,117,176,0.664772727272727,TRUE,"High_vs_Control",,,-0.29379004230279,0.953387138943903,"ok","ok",-0.0672534165181223,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",123,"Not significant"
"Q96RT1","ERBIN","Erbin","ERBIN_HUMAN",1.28995648921937,0.0073810825587752,"158298.11",117,153,0.764705882352941,150,186,0.806451612903226,123,176,0.698863636363636,TRUE,"High_vs_Control",,,-0.363637999504201,0.812215309128615,"ok","ok",-0.0658422459893048,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",124,"Not significant"
"Q8IUD2","ERC1","ELKS/Rab6-interacting/CAST family member 1","RB6I2_HUMAN",0.770915963353901,0.0040983606557377,"128086.39",97,153,0.633986928104575,101,186,0.543010752688172,100,176,0.568181818181818,TRUE,"High_vs_Control",,,-0.263131546873793,0.967927155437216,"ok","ok",-0.0658051099227569,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",125,"Not significant"
"P12429","ANXA3","Annexin A3","ANXA3_HUMAN",1.88426244108716,0.0040983606557377,"36375.27",115,153,0.751633986928105,141,186,0.758064516129032,121,176,0.6875,TRUE,"High_vs_Control",,,-0.307765405867846,0.914061439559366,"ok","ok",-0.0641339869281046,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",126,"Not significant"
"Q96G03","PGM2","Phosphopentomutase","PGM2_HUMAN",1.26177396506919,0.0073810825587752,"68283.39",101,153,0.660130718954248,111,186,0.596774193548387,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.293305754063939,0.905396033120661,"ok","ok",-0.0635398098633393,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",127,"Not significant"
"P39019","RPS19","Small ribosomal subunit protein eS19","RS19_HUMAN",2.33435895570181,0.0073810825587752,"16060.5",107,153,0.699346405228758,129,186,0.693548387096774,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.300196194518991,0.905396033120661,"ok","ok",-0.0629827688651218,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",128,"Not significant"
"Q9ULC4","MCTS1","Malignant T-cell-amplified sequence 1","MCTS1_HUMAN",1.04489195010018,0.0073810825587752,"20555.28",87,153,0.568627450980392,112,186,0.602150537634409,89,176,0.505681818181818,TRUE,"High_vs_Control",,,-0.243604634734169,1,"ok","ok",-0.0629456327985739,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",129,"Not significant"
"Q92673","SORL1","Sortilin-related receptor","SORL_HUMAN",0.82448073650327,0.0073810825587752,"248426.37",99,153,0.647058823529412,121,186,0.650537634408602,103,176,0.585227272727273,TRUE,"High_vs_Control",,,-0.250754705922824,1,"ok","ok",-0.0618315508021391,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",130,"Not significant"
"P53999","SUB1","Activated RNA polymerase II transcriptional coactivator p15","TCP4_HUMAN",0.965467319284357,0.0040983606557377,"14395.33",112,153,0.73202614379085,135,186,0.725806451612903,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.282092367192325,0.967927155437216,"ok","ok",-0.0615715983363042,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",131,"Not significant"
"Q92619","ARHGAP45","Rho GTPase-activating protein 45","HMHA1_HUMAN",1.76207641785038,0.0040983606557377,"124614.28",112,153,0.73202614379085,123,186,0.661290322580645,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.302277521722289,0.91170481098757,"ok","ok",-0.0615715983363042,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",132,"Not significant"
"Q08499","PDE4D","3',5'-cyclic-AMP phosphodiesterase 4D","PDE4D_HUMAN",0.561528904693379,0.0073810825587752,"91114.89",92,153,0.601307189542484,119,186,0.639784946236559,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.272328924181898,0.940620164687068,"ok","ok",-0.0615344622697563,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",133,"Not significant"
"Q13586","STIM1","Stromal interaction molecule 1","STIM1_HUMAN",1.54686093327072,0.0016233766233766,"77423.38",111,153,0.725490196078431,130,186,0.698924731182796,117,176,0.664772727272727,TRUE,"High_vs_Control",,,-0.316404753130578,0.889200030322631,"ok","ok",-0.0607174688057041,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",134,"Not significant"
"P13716","ALAD","Delta-aminolevulinic acid dehydratase","HEM2_HUMAN",0.832836247766426,0.0072727272727272,"36294.87",97,153,0.633986928104575,117,186,0.629032258064516,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.247698265591154,1,"ok","ok",-0.0601232917409388,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",135,"Not significant"
"Q16674","MIA","Melanoma-derived growth regulatory protein","MIA_HUMAN",0.64266759241933,0.0016233766233766,"14508.88",110,153,0.718954248366013,141,186,0.758064516129032,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.255031703096991,1,"ok","ok",-0.059863339275104,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",136,"Not significant"
"Q14166","TTLL12","Tubulin--tyrosine ligase-like protein 12","TTL12_HUMAN",0.952185676677248,0.0040983606557377,"74403.62",103,153,0.673202614379085,123,186,0.661290322580645,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.261448912283775,0.988668942927967,"ok","ok",-0.0595662507427214,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",137,"Not significant"
"Q8IW75","SERPINA12","Serpin A12","SPA12_HUMAN",0.880210610520896,0.0040983606557377,"47175",96,153,0.627450980392157,118,186,0.634408602150538,100,176,0.568181818181818,TRUE,"High_vs_Control",,,-0.224725025290448,1,"ok","ok",-0.0592691622103386,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",138,"Not significant"
"Q01130","SRSF2","Serine/arginine-rich splicing factor 2","SRSF2_HUMAN",0.725823564044494,0.0073810825587752,"25476.35",102,153,0.666666666666667,116,186,0.623655913978495,107,176,0.607954545454545,TRUE,"High_vs_Control",,,-0.247450032136904,1,"ok","ok",-0.0587121212121212,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",139,"Not significant"
"Q13043","STK4","Serine/threonine-protein kinase 4","STK4_HUMAN",1.15602875444021,0.0073810825587752,"55630.15",87,153,0.568627450980392,113,186,0.60752688172043,90,176,0.511363636363636,TRUE,"High_vs_Control",,,-0.227904016908898,1,"ok","ok",-0.0572638146167558,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",140,"Not significant"
"Q9BTU6","PI4K2A","Phosphatidylinositol 4-kinase type 2-alpha","P4K2A_HUMAN",0.762185384277234,0.0065597667638483,"54022.36",100,153,0.65359477124183,138,186,0.741935483870968,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.260446585185272,0.983122390453235,"ok","ok",-0.057003862150921,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",141,"Not significant"
